Date,Adj Close
2021-01-08,29.90999984741211
2021-01-11,28.0
2021-01-12,29.59000015258789
2021-01-13,35.380001068115234
2021-01-14,37.5
2021-01-15,35.08000183105469
2021-01-19,33.880001068115234
2021-01-20,37.83000183105469
2021-01-21,38.18000030517578
2021-01-22,38.5
2021-01-25,38.59000015258789
2021-01-26,38.29999923706055
2021-01-27,37.56999969482422
2021-01-28,37.650001525878906
2021-01-29,38.0099983215332
2021-02-01,33.77000045776367
2021-02-02,34.22999954223633
2021-02-03,33.72999954223633
2021-02-04,36.0
2021-02-05,36.279998779296875
2021-02-08,36.220001220703125
2021-02-09,37.58000183105469
2021-02-10,38.33000183105469
2021-02-11,38.93000030517578
2021-02-12,40.0
2021-02-16,42.529998779296875
2021-02-17,44.029998779296875
2021-02-18,43.93000030517578
2021-02-19,45.72999954223633
2021-02-22,44.630001068115234
2021-02-23,42.119998931884766
2021-02-24,41.90999984741211
2021-02-25,42.68000030517578
2021-02-26,40.41999816894531
2021-03-01,48.38999938964844
2021-03-02,52.290000915527344
2021-03-03,52.099998474121094
2021-03-04,43.25
2021-03-05,44.529998779296875
2021-03-08,46.349998474121094
2021-03-09,51.060001373291016
2021-03-10,53.41999816894531
2021-03-11,52.72999954223633
2021-03-12,48.060001373291016
2021-03-15,44.88999938964844
2021-03-16,46.27000045776367
2021-03-17,43.400001525878906
2021-03-18,40.310001373291016
2021-03-19,41.11000061035156
2021-03-22,42.81999969482422
2021-03-23,40.02000045776367
2021-03-24,37.65999984741211
2021-03-25,39.18000030517578
2021-03-26,39.630001068115234
2021-03-29,38.04999923706055
2021-03-30,39.72999954223633
2021-03-31,41.66999816894531
2021-04-01,41.25
2021-04-05,41.02000045776367
2021-04-06,35.13999938964844
2021-04-07,35.939998626708984
2021-04-08,34.18000030517578
2021-04-09,32.29999923706055
2021-04-12,29.8700008392334
2021-04-13,32.279998779296875
2021-04-14,35.470001220703125
2021-04-15,35.90999984741211
2021-04-16,35.20000076293945
2021-04-19,32.09000015258789
2021-04-20,31.299999237060547
2021-04-21,33.84000015258789
2021-04-22,32.47999954223633
2021-04-23,31.489999771118164
2021-04-26,31.68000030517578
2021-04-27,34.66999816894531
2021-04-28,33.220001220703125
2021-04-29,32.779998779296875
2021-04-30,32.459999084472656
2021-05-03,34.25
2021-05-04,31.860000610351562
2021-05-05,28.8700008392334
2021-05-06,29.0
2021-05-07,29.860000610351562
2021-05-10,28.6200008392334
2021-05-11,28.420000076293945
2021-05-12,30.450000762939453
2021-05-13,27.75
2021-05-14,27.65999984741211
2021-05-17,28.3700008392334
2021-05-18,31.3700008392334
2021-05-19,31.200000762939453
2021-05-20,30.40999984741211
2021-05-21,27.190000534057617
2021-05-24,28.510000228881836
2021-05-25,28.389999389648438
2021-05-26,30.770000457763672
2021-05-27,30.09000015258789
2021-05-28,29.729999542236328
2021-06-01,29.100000381469727
2021-06-02,28.280000686645508
2021-06-03,29.760000228881836
2021-06-04,33.11000061035156
2021-06-07,33.86000061035156
2021-06-08,33.439998626708984
2021-06-09,32.61000061035156
2021-06-10,32.209999084472656
2021-06-11,31.389999389648438
2021-06-14,30.719999313354492
2021-06-15,28.510000228881836
2021-06-16,27.479999542236328
2021-06-17,26.25
2021-06-18,25.440000534057617
2021-06-21,26.030000686645508
2021-06-22,24.959999084472656
2021-06-23,25.3799991607666
2021-06-24,26.110000610351562
2021-06-25,27.5
2021-06-28,26.15999984741211
2021-06-29,26.010000228881836
2021-06-30,25.75
2021-07-01,26.899999618530273
2021-07-02,25.850000381469727
2021-07-06,25.219999313354492
2021-07-07,26.209999084472656
2021-07-08,27.549999237060547
2021-07-09,27.200000762939453
2021-07-12,29.270000457763672
2021-07-13,29.649999618530273
2021-07-14,26.860000610351562
2021-07-15,26.729999542236328
2021-07-16,26.959999084472656
2021-07-19,26.530000686645508
2021-07-20,27.3700008392334
2021-07-21,26.959999084472656
2021-07-22,26.1299991607666
2021-07-23,25.809999465942383
2021-07-26,25.059999465942383
2021-07-27,24.739999771118164
2021-07-28,25.510000228881836
2021-07-29,24.739999771118164
2021-07-30,22.93000030517578
2021-08-02,24.15999984741211
2021-08-03,24.3799991607666
2021-08-04,23.850000381469727
2021-08-05,27.09000015258789
2021-08-06,27.6200008392334
2021-08-09,26.700000762939453
2021-08-10,28.489999771118164
2021-08-11,28.770000457763672
2021-08-12,28.43000030517578
2021-08-13,27.709999084472656
2021-08-16,27.149999618530273
2021-08-17,28.15999984741211
2021-08-18,26.8700008392334
2021-08-19,26.5
2021-08-20,28.139999389648438
2021-08-23,29.200000762939453
2021-08-24,29.68000030517578
2021-08-25,26.729999542236328
2021-08-26,27.420000076293945
2021-08-27,28.639999389648438
2021-08-30,29.549999237060547
2021-08-31,28.219999313354492
2021-09-01,28.809999465942383
2021-09-02,29.670000076293945
2021-09-03,28.950000762939453
2021-09-07,29.0
2021-09-08,28.90999984741211
2021-09-09,28.829999923706055
2021-09-10,28.75
2021-09-13,28.889999389648438
2021-09-14,28.690000534057617
2021-09-15,29.0
2021-09-16,28.799999237060547
2021-09-17,26.420000076293945
2021-09-20,24.399999618530273
2021-09-21,23.450000762939453
2021-09-22,22.559999465942383
2021-09-23,23.670000076293945
2021-09-24,23.049999237060547
2021-09-27,23.8799991607666
2021-09-28,22.81999969482422
2021-09-29,22.6299991607666
2021-09-30,22.56999969482422
2021-10-01,24.75
2021-10-04,22.940000534057617
2021-10-05,23.65999984741211
2021-10-06,24.079999923706055
2021-10-07,24.40999984741211
2021-10-08,23.81999969482422
2021-10-11,23.299999237060547
2021-10-12,22.989999771118164
2021-10-13,23.15999984741211
2021-10-14,23.610000610351562
2021-10-15,25.0
2021-10-18,21.1200008392334
2021-10-19,21.510000228881836
2021-10-20,21.889999389648438
2021-10-21,23.420000076293945
2021-10-22,22.209999084472656
2021-10-25,21.850000381469727
2021-10-26,21.739999771118164
2021-10-27,22.170000076293945
2021-10-28,22.530000686645508
2021-10-29,22.219999313354492
2021-11-01,22.190000534057617
2021-11-02,22.260000228881836
2021-11-03,22.760000228881836
2021-11-04,22.719999313354492
2021-11-05,23.149999618530273
2021-11-08,23.549999237060547
2021-11-09,22.5
2021-11-10,22.489999771118164
2021-11-11,22.139999389648438
2021-11-12,21.170000076293945
2021-11-15,20.959999084472656
2021-11-16,20.559999465942383
2021-11-17,19.68000030517578
2021-11-18,19.270000457763672
2021-11-19,19.469999313354492
2021-11-22,18.510000228881836
2021-11-23,19.0
2021-11-24,19.149999618530273
2021-11-26,18.219999313354492
2021-11-29,17.579999923706055
2021-11-30,18.0
2021-12-01,16.559999465942383
2021-12-02,17.190000534057617
2021-12-03,16.209999084472656
2021-12-06,16.889999389648438
2021-12-07,17.459999084472656
2021-12-08,17.43000030517578
2021-12-09,16.760000228881836
2021-12-10,16.81999969482422
2021-12-13,16.1299991607666
2021-12-14,15.59000015258789
2021-12-15,15.930000305175781
2021-12-16,15.359999656677246
2021-12-17,15.65999984741211
2021-12-20,15.90999984741211
2021-12-21,16.530000686645508
2021-12-22,16.760000228881836
2021-12-23,16.700000762939453
2021-12-27,16.510000228881836
2021-12-28,15.869999885559082
2021-12-29,15.529999732971191
2021-12-30,15.699999809265137
2021-12-31,15.430000305175781
2022-01-03,16.489999771118164
2022-01-04,16.75
2022-01-05,15.630000114440918
2022-01-06,15.4399995803833
2022-01-07,14.6899995803833
2022-01-10,14.670000076293945
2022-01-11,14.630000114440918
2022-01-12,13.710000038146973
2022-01-13,13.34000015258789
2022-01-14,13.6899995803833
2022-01-18,12.819999694824219
2022-01-19,12.84000015258789
2022-01-20,12.520000457763672
2022-01-21,12.359999656677246
2022-01-24,13.579999923706055
2022-01-25,13.4399995803833
2022-01-26,12.890000343322754
2022-01-27,12.350000381469727
2022-01-28,12.84000015258789
2022-01-31,13.479999542236328
2022-02-01,13.970000267028809
2022-02-02,13.210000038146973
2022-02-03,12.800000190734863
2022-02-04,13.199999809265137
2022-02-07,14.0600004196167
2022-02-08,13.760000228881836
2022-02-09,14.350000381469727
2022-02-10,14.140000343322754
2022-02-11,13.600000381469727
2022-02-14,13.619999885559082
2022-02-15,14.779999732971191
2022-02-16,14.720000267028809
2022-02-17,14.449999809265137
2022-02-18,14.270000457763672
2022-02-22,14.229999542236328
2022-02-23,13.390000343322754
2022-02-24,14.539999961853027
2022-02-25,14.5
2022-02-28,14.34000015258789
2022-03-01,13.989999771118164
2022-03-02,14.350000381469727
2022-03-03,13.569999694824219
2022-03-04,12.930000305175781
2022-03-07,13.270000457763672
2022-03-08,13.350000381469727
2022-03-09,14.539999961853027
2022-03-10,14.449999809265137
2022-03-11,13.949999809265137
2022-03-14,12.619999885559082
2022-03-15,12.739999771118164
2022-03-16,12.25
2022-03-17,12.8100004196167
2022-03-18,13.329999923706055
2022-03-21,12.819999694824219
2022-03-22,12.619999885559082
2022-03-23,12.050000190734863
2022-03-24,12.220000267028809
2022-03-25,11.479999542236328
2022-03-28,11.199999809265137
2022-03-29,11.4399995803833
2022-03-30,11.109999656677246
2022-03-31,10.470000267028809
2022-04-01,10.989999771118164
2022-04-04,12.039999961853027
2022-04-05,12.140000343322754
2022-04-06,12.970000267028809
2022-04-07,12.119999885559082
2022-04-08,11.75
2022-04-11,11.079999923706055
2022-04-12,11.199999809265137
2022-04-13,11.59000015258789
2022-04-14,11.199999809265137
2022-04-18,10.779999732971191
2022-04-19,11.079999923706055
2022-04-20,11.079999923706055
2022-04-21,10.569999694824219
2022-04-22,10.65999984741211
2022-04-25,11.109999656677246
2022-04-26,10.300000190734863
2022-04-27,10.199999809265137
2022-04-28,10.4399995803833
2022-04-29,9.8100004196167
2022-05-02,10.529999732971191
2022-05-03,10.6899995803833
2022-05-04,11.010000228881836
2022-05-05,10.40999984741211
2022-05-06,10.3100004196167
2022-05-09,8.819999694824219
2022-05-10,8.59000015258789
2022-05-11,7.309999942779541
2022-05-12,9.0
2022-05-13,10.619999885559082
2022-05-16,10.880000114440918
2022-05-17,12.050000190734863
2022-05-18,11.369999885559082
2022-05-19,10.800000190734863
