Date,Adj Close
2021-10-14,103.88999938964844
2021-10-15,115.0
2021-10-18,105.5199966430664
2021-10-19,107.72000122070312
2021-10-20,105.55999755859375
2021-10-21,112.66999816894531
2021-10-22,120.02999877929688
2021-10-25,121.9000015258789
2021-10-26,108.94000244140625
2021-10-27,105.20999908447266
2021-10-28,107.80000305175781
2021-10-29,112.19999694824219
2021-11-01,115.72000122070312
2021-11-02,119.01000213623047
2021-11-03,113.75
2021-11-04,119.02999877929688
2021-11-05,123.54000091552734
2021-11-08,130.8800048828125
2021-11-09,130.80999755859375
2021-11-10,128.66000366210938
2021-11-11,121.73999786376953
2021-11-12,125.0
2021-11-15,119.55000305175781
2021-11-16,121.62999725341797
2021-11-17,119.05000305175781
2021-11-18,115.55999755859375
2021-11-19,112.01000213623047
2021-11-22,102.55000305175781
2021-11-23,94.79000091552734
2021-11-24,96.8499984741211
2021-11-26,95.98999786376953
2021-11-29,100.0199966430664
2021-11-30,96.54000091552734
2021-12-01,89.31999969482422
2021-12-02,91.2300033569336
2021-12-03,88.0
2021-12-06,89.16000366210938
2021-12-07,81.73999786376953
2021-12-08,84.31999969482422
2021-12-09,76.91999816894531
2021-12-10,75.0
2021-12-13,72.75
2021-12-14,77.16000366210938
2021-12-15,82.0999984741211
2021-12-16,77.11000061035156
2021-12-17,85.69000244140625
2021-12-20,92.86000061035156
2021-12-21,94.83999633789062
2021-12-22,93.72000122070312
2021-12-23,94.2699966430664
2021-12-27,94.20999908447266
2021-12-28,92.3499984741211
2021-12-29,90.8499984741211
2021-12-30,89.20999908447266
2021-12-31,87.0
2022-01-03,80.56999969482422
2022-01-04,77.98999786376953
2022-01-05,68.87000274658203
2022-01-06,69.94000244140625
2022-01-07,70.69000244140625
2022-01-10,72.9000015258789
2022-01-11,73.83999633789062
2022-01-12,70.97000122070312
2022-01-13,65.52999877929688
2022-01-14,64.05999755859375
2022-01-18,60.220001220703125
2022-01-19,59.380001068115234
2022-01-20,61.040000915527344
2022-01-21,59.90999984741211
2022-01-24,60.119998931884766
2022-01-25,55.70000076293945
2022-01-26,57.7400016784668
2022-01-27,60.400001525878906
2022-01-28,60.9900016784668
2022-01-31,64.01000213623047
2022-02-01,67.55999755859375
2022-02-02,64.0199966430664
2022-02-03,61.61000061035156
2022-02-04,72.4000015258789
2022-02-07,72.20999908447266
2022-02-08,74.4000015258789
2022-02-09,78.69999694824219
2022-02-10,75.9800033569336
2022-02-11,71.9000015258789
2022-02-14,71.55999755859375
2022-02-15,75.5
2022-02-16,72.91000366210938
2022-02-17,66.80999755859375
2022-02-18,61.279998779296875
2022-02-22,58.54999923706055
2022-02-23,54.9900016784668
2022-02-24,58.150001525878906
2022-02-25,56.869998931884766
2022-02-28,58.27000045776367
2022-03-01,54.38999938964844
2022-03-02,55.47999954223633
2022-03-03,48.9900016784668
2022-03-04,44.7400016784668
2022-03-07,37.849998474121094
2022-03-08,39.5
2022-03-09,40.599998474121094
2022-03-10,39.33000183105469
2022-03-11,35.5
2022-03-14,33.099998474121094
2022-03-15,35.66999816894531
2022-03-16,42.7400016784668
2022-03-17,49.400001525878906
2022-03-18,62.790000915527344
2022-03-21,57.04999923706055
2022-03-22,56.970001220703125
2022-03-23,54.189998626708984
2022-03-24,52.7599983215332
2022-03-25,50.54999923706055
2022-03-28,53.7599983215332
2022-03-29,57.630001068115234
2022-03-30,53.900001525878906
2022-03-31,54.45000076293945
2022-04-01,54.68000030517578
2022-04-04,58.91999816894531
2022-04-05,57.290000915527344
2022-04-06,53.540000915527344
2022-04-07,49.869998931884766
2022-04-08,47.720001220703125
2022-04-11,46.349998474121094
2022-04-12,47.029998779296875
2022-04-13,50.86000061035156
2022-04-14,50.459999084472656
2022-04-18,50.5
2022-04-19,54.61000061035156
2022-04-20,54.0099983215332
2022-04-21,48.130001068115234
2022-04-22,48.15999984741211
2022-04-25,53.59000015258789
2022-04-26,50.970001220703125
2022-04-27,50.2599983215332
2022-04-28,51.34000015258789
2022-04-29,47.93000030517578
2022-05-02,50.619998931884766
2022-05-03,48.79999923706055
2022-05-04,54.08000183105469
2022-05-05,47.790000915527344
2022-05-06,42.369998931884766
2022-05-09,36.91999816894531
2022-05-10,36.7599983215332
2022-05-11,34.47999954223633
2022-05-12,37.849998474121094
2022-05-13,44.540000915527344
2022-05-16,39.86000061035156
2022-05-17,40.209999084472656
2022-05-18,37.70000076293945
2022-05-19,39.029998779296875
2022-05-20,37.75
2022-05-23,37.880001068115234
2022-05-24,34.84000015258789
2022-05-25,37.09000015258789
2022-05-26,40.06999969482422
2022-05-27,42.939998626708984
2022-05-31,38.939998626708984
2022-06-01,38.33000183105469
2022-06-02,44.900001525878906
2022-06-03,40.93000030517578
