Date,Adj Close
2021-07-23,18.760000228881836
2021-07-26,17.93000030517578
2021-07-27,17.520000457763672
2021-07-28,19.850000381469727
2021-07-29,21.799999237060547
2021-07-30,22.18000030517578
2021-08-02,23.90999984741211
2021-08-03,26.540000915527344
2021-08-04,25.540000915527344
2021-08-05,24.940000534057617
2021-08-06,25.489999771118164
2021-08-09,26.030000686645508
2021-08-10,26.81999969482422
2021-08-11,25.889999389648438
2021-08-12,23.34000015258789
2021-08-13,20.670000076293945
2021-08-16,22.889999389648438
2021-08-17,21.780000686645508
2021-08-18,22.25
2021-08-19,22.030000686645508
2021-08-20,21.649999618530273
2021-08-23,22.399999618530273
2021-08-24,23.049999237060547
2021-08-25,22.700000762939453
2021-08-26,22.81999969482422
2021-08-27,21.139999389648438
2021-08-30,20.139999389648438
2021-08-31,22.780000686645508
2021-09-01,20.850000381469727
2021-09-02,24.389999389648438
2021-09-03,24.229999542236328
2021-09-07,23.959999084472656
2021-09-08,26.040000915527344
2021-09-09,26.350000381469727
2021-09-10,26.43000030517578
2021-09-13,26.110000610351562
2021-09-14,26.780000686645508
2021-09-15,27.93000030517578
2021-09-16,27.850000381469727
2021-09-17,25.959999084472656
2021-09-20,25.969999313354492
2021-09-21,24.719999313354492
2021-09-22,23.649999618530273
2021-09-23,24.399999618530273
2021-09-24,24.110000610351562
2021-09-27,25.09000015258789
2021-09-28,22.510000228881836
2021-09-29,20.959999084472656
2021-09-30,21.40999984741211
2021-10-01,21.3799991607666
2021-10-04,22.020000457763672
2021-10-05,22.729999542236328
2021-10-06,22.110000610351562
2021-10-07,22.209999084472656
2021-10-08,21.639999389648438
2021-10-11,21.610000610351562
2021-10-12,21.440000534057617
2021-10-13,22.440000534057617
2021-10-14,22.940000534057617
2021-10-15,24.06999969482422
2021-10-18,23.600000381469727
2021-10-19,24.030000686645508
2021-10-20,24.280000686645508
2021-10-21,23.93000030517578
2021-10-22,24.040000915527344
2021-10-25,23.729999542236328
2021-10-26,23.780000686645508
2021-10-27,23.299999237060547
2021-10-28,22.719999313354492
2021-10-29,22.809999465942383
2021-11-01,23.6299991607666
2021-11-02,23.139999389648438
2021-11-03,24.030000686645508
2021-11-04,24.280000686645508
2021-11-05,24.709999084472656
2021-11-08,25.040000915527344
2021-11-09,24.489999771118164
2021-11-10,23.40999984741211
2021-11-11,22.739999771118164
2021-11-12,23.6299991607666
2021-11-15,23.15999984741211
2021-11-16,22.950000762939453
2021-11-17,22.690000534057617
2021-11-18,20.790000915527344
2021-11-19,19.479999542236328
2021-11-22,19.149999618530273
2021-11-23,18.799999237060547
2021-11-24,19.469999313354492
2021-11-26,19.020000457763672
2021-11-29,19.8799991607666
2021-11-30,20.170000076293945
2021-12-01,19.149999618530273
2021-12-02,19.489999771118164
2021-12-03,18.989999771118164
2021-12-06,18.93000030517578
2021-12-07,19.860000610351562
2021-12-08,20.020000457763672
2021-12-09,19.309999465942383
2021-12-10,18.65999984741211
2021-12-13,18.18000030517578
2021-12-14,17.610000610351562
2021-12-15,18.34000015258789
2021-12-16,17.399999618530273
2021-12-17,17.649999618530273
2021-12-20,16.889999389648438
2021-12-21,16.65999984741211
2021-12-22,17.049999237060547
2021-12-23,17.260000228881836
2021-12-27,17.110000610351562
2021-12-28,16.139999389648438
2021-12-29,17.139999389648438
2021-12-30,16.6299991607666
2021-12-31,16.31999969482422
2022-01-03,17.25
2022-01-04,16.020000457763672
2022-01-05,15.319999694824219
2022-01-06,15.720000267028809
2022-01-07,15.600000381469727
2022-01-10,15.460000038146973
2022-01-11,15.319999694824219
2022-01-12,14.729999542236328
2022-01-13,13.739999771118164
2022-01-14,13.739999771118164
2022-01-18,13.210000038146973
2022-01-19,13.970000267028809
2022-01-20,14.130000114440918
2022-01-21,14.220000267028809
2022-01-24,14.829999923706055
2022-01-25,14.010000228881836
2022-01-26,13.970000267028809
2022-01-27,13.460000038146973
2022-01-28,13.819999694824219
2022-01-31,14.5600004196167
2022-02-01,14.470000267028809
2022-02-02,14.520000457763672
2022-02-03,13.4399995803833
2022-02-04,14.180000305175781
2022-02-07,14.579999923706055
2022-02-08,14.579999923706055
2022-02-09,14.619999885559082
2022-02-10,14.890000343322754
2022-02-11,14.90999984741211
2022-02-14,14.470000267028809
2022-02-15,15.0
2022-02-16,14.989999771118164
2022-02-17,14.819999694824219
2022-02-18,13.930000305175781
2022-02-22,13.460000038146973
2022-02-23,13.119999885559082
2022-02-24,13.199999809265137
2022-02-25,13.25
2022-02-28,13.640000343322754
2022-03-01,12.920000076293945
2022-03-02,13.210000038146973
2022-03-03,13.40999984741211
2022-03-04,13.460000038146973
2022-03-07,12.279999732971191
2022-03-08,12.960000038146973
2022-03-09,13.029999732971191
2022-03-10,12.920000076293945
2022-03-11,12.420000076293945
2022-03-14,12.170000076293945
2022-03-15,12.1899995803833
2022-03-16,12.390000343322754
2022-03-17,12.109999656677246
2022-03-18,12.1899995803833
2022-03-21,11.359999656677246
2022-03-22,11.4399995803833
2022-03-23,10.65999984741211
2022-03-24,10.420000076293945
2022-03-25,9.890000343322754
2022-03-28,9.899999618530273
2022-03-29,10.989999771118164
2022-03-30,10.989999771118164
2022-03-31,10.779999732971191
2022-04-01,10.880000114440918
2022-04-04,11.5600004196167
2022-04-05,10.989999771118164
2022-04-06,10.510000228881836
2022-04-07,10.65999984741211
2022-04-08,10.220000267028809
2022-04-11,10.270000457763672
2022-04-12,10.210000038146973
2022-04-13,10.550000190734863
2022-04-14,10.369999885559082
2022-04-18,10.420000076293945
2022-04-19,10.40999984741211
2022-04-20,10.119999885559082
2022-04-21,9.8100004196167
2022-04-22,9.430000305175781
2022-04-25,9.609999656677246
2022-04-26,9.25
2022-04-27,9.15999984741211
2022-04-28,9.649999618530273
2022-04-29,9.449999809265137
2022-05-02,9.619999885559082
2022-05-03,9.25
2022-05-04,9.649999618530273
2022-05-05,9.170000076293945
2022-05-06,8.789999961853027
2022-05-09,7.820000171661377
2022-05-10,8.039999961853027
2022-05-11,7.409999847412109
2022-05-12,8.130000114440918
2022-05-13,9.380000114440918
2022-05-16,9.899999618530273
2022-05-17,10.100000381469727
2022-05-18,9.649999618530273
2022-05-19,9.819999694824219
2022-05-20,9.710000038146973
2022-05-23,10.0600004196167
2022-05-24,9.739999771118164
2022-05-25,9.260000228881836
2022-05-26,9.710000038146973
2022-05-27,10.100000381469727
2022-05-31,9.710000038146973
2022-06-01,9.670000076293945
2022-06-02,11.329999923706055
2022-06-03,10.850000381469727
2022-06-06,10.739999771118164
2022-06-07,10.9399995803833
2022-06-08,10.869999885559082
2022-06-09,10.430000305175781
2022-06-10,10.100000381469727
2022-06-13,9.850000381469727
2022-06-14,9.529999732971191
2022-06-15,9.869999885559082
2022-06-16,9.5600004196167
2022-06-17,9.930000305175781
2022-06-21,9.949999809265137
2022-06-22,10.399999618530273
2022-06-23,10.390000343322754
2022-06-24,11.109999656677246
2022-06-27,10.680000305175781
2022-06-28,10.739999771118164
2022-06-29,10.869999885559082
2022-06-30,10.729999542236328
2022-07-01,10.960000038146973
2022-07-05,10.979999542236328
2022-07-06,11.029999732971191
2022-07-07,11.279999732971191
2022-07-08,11.220000267028809
2022-07-11,11.359999656677246
2022-07-12,11.520000457763672
2022-07-13,11.649999618530273
2022-07-14,11.930000305175781
2022-07-15,12.029999732971191
2022-07-18,11.460000038146973
2022-07-19,11.760000228881836
2022-07-20,11.979999542236328
2022-07-21,12.369999885559082
2022-07-22,12.010000228881836
2022-07-25,11.979999542236328
2022-07-26,12.0
2022-07-27,12.4399995803833
2022-07-28,12.65999984741211
2022-07-29,12.800000190734863
2022-08-01,12.8100004196167
2022-08-02,13.350000381469727
2022-08-03,14.079999923706055
2022-08-04,14.899999618530273
2022-08-05,15.029999732971191
2022-08-08,15.029999732971191
2022-08-09,14.6899995803833
2022-08-10,15.449999809265137
2022-08-11,14.829999923706055
2022-08-12,14.899999618530273
2022-08-15,14.970000267028809
2022-08-16,14.149999618530273
2022-08-17,14.079999923706055
2022-08-18,14.0600004196167
2022-08-19,13.6899995803833
2022-08-22,13.140000343322754
2022-08-23,13.430000305175781
2022-08-24,13.359999656677246
2022-08-25,13.579999923706055
2022-08-26,12.90999984741211
2022-08-29,11.630000114440918
2022-08-30,11.59000015258789
2022-08-31,11.649999618530273
2022-09-01,11.760000228881836
2022-09-02,11.770000457763672
2022-09-06,12.470000267028809
2022-09-07,13.130000114440918
2022-09-08,13.65999984741211
2022-09-09,14.100000381469727
2022-09-12,14.15999984741211
2022-09-13,13.710000038146973
2022-09-14,14.229999542236328
2022-09-15,13.890000343322754
2022-09-16,13.289999961853027
2022-09-19,12.640000343322754
2022-09-20,13.069999694824219
2022-09-21,12.920000076293945
2022-09-22,12.720000267028809
2022-09-23,12.579999923706055
2022-09-26,12.59000015258789
2022-09-27,12.739999771118164
2022-09-28,14.1899995803833
2022-09-29,14.210000038146973
2022-09-30,14.720000267028809
2022-10-03,15.300000190734863
2022-10-04,15.859999656677246
2022-10-05,15.34000015258789
2022-10-06,15.34000015258789
2022-10-07,14.670000076293945
2022-10-10,13.949999809265137
2022-10-11,13.729999542236328
2022-10-12,14.109999656677246
2022-10-13,14.819999694824219
2022-10-14,14.390000343322754
2022-10-17,14.84000015258789
2022-10-18,14.710000038146973
2022-10-19,14.5600004196167
2022-10-20,14.960000038146973
2022-10-21,15.050000190734863
2022-10-24,15.25
2022-10-25,15.34000015258789
2022-10-26,15.520000457763672
2022-10-27,15.300000190734863
2022-10-28,15.569999694824219
2022-10-31,15.520000457763672
2022-11-01,15.510000228881836
2022-11-02,14.699999809265137
2022-11-03,14.760000228881836
2022-11-04,14.829999923706055
2022-11-07,14.699999809265137
2022-11-08,14.520000457763672
2022-11-09,13.699999809265137
2022-11-10,14.430000305175781
2022-11-11,14.649999618530273
2022-11-14,14.600000381469727
2022-11-15,14.75
2022-11-16,14.579999923706055
2022-11-17,14.270000457763672
2022-11-18,14.75
2022-11-21,14.760000228881836
2022-11-22,14.510000228881836
2022-11-23,14.380000114440918
2022-11-25,14.300000190734863
2022-11-28,12.5600004196167
2022-11-29,12.095000267028809
2022-11-30,12.890000343322754
2022-12-01,13.029999732971191
2022-12-02,13.069999694824219
2022-12-05,12.329999923706055
2022-12-06,12.09000015258789
2022-12-07,11.859999656677246
2022-12-08,11.850000381469727
2022-12-09,11.279999732971191
2022-12-12,11.369999885559082
2022-12-13,11.319999694824219
2022-12-14,11.460000038146973
2022-12-15,10.789999961853027
2022-12-16,10.489999771118164
2022-12-19,10.420000076293945
2022-12-20,10.180000305175781
2022-12-21,10.449999809265137
2022-12-22,10.289999961853027
2022-12-23,10.119999885559082
2022-12-27,9.720000267028809
2022-12-28,9.710000038146973
2022-12-29,10.300000190734863
