Date,Adj Close
2022-10-27,21.0
2022-10-28,21.5
2022-10-31,21.0
2022-11-01,19.059999465942383
2022-11-02,16.100000381469727
2022-11-03,16.020000457763672
2022-11-04,15.979999542236328
2022-11-07,16.549999237060547
2022-11-08,18.100000381469727
2022-11-09,17.18000030517578
2022-11-10,17.43000030517578
2022-11-11,17.90999984741211
2022-11-14,17.520000457763672
2022-11-15,16.950000762939453
2022-11-16,17.649999618530273
2022-11-17,18.139999389648438
2022-11-18,19.15999984741211
2022-11-21,18.299999237060547
2022-11-22,18.329999923706055
2022-11-23,19.020000457763672
2022-11-25,19.049999237060547
2022-11-28,18.690000534057617
2022-11-29,18.219999313354492
2022-11-30,19.0
2022-12-01,18.899999618530273
2022-12-02,18.690000534057617
2022-12-05,17.979999542236328
2022-12-06,18.1200008392334
2022-12-07,18.1200008392334
2022-12-08,17.889999389648438
2022-12-09,17.510000228881836
2022-12-12,17.25
2022-12-13,17.530000686645508
2022-12-14,16.8799991607666
2022-12-15,16.780000686645508
2022-12-16,16.270000457763672
2022-12-19,16.360000610351562
2022-12-20,16.290000915527344
2022-12-21,16.030000686645508
2022-12-22,16.020000457763672
2022-12-23,16.260000228881836
2022-12-27,16.299999237060547
2022-12-28,16.31999969482422
2022-12-29,17.690000534057617
2022-12-30,17.200000762939453
2023-01-03,17.200000762939453
2023-01-04,17.0
2023-01-05,16.5
2023-01-06,16.8700008392334
2023-01-09,16.5
2023-01-10,17.0
2023-01-11,16.540000915527344
2023-01-12,16.709999084472656
2023-01-13,17.110000610351562
2023-01-17,16.950000762939453
2023-01-18,16.969999313354492
2023-01-19,16.739999771118164
2023-01-20,16.90999984741211
2023-01-23,17.139999389648438
2023-01-24,17.40999984741211
2023-01-25,17.479999542236328
2023-01-26,17.6200008392334
2023-01-27,18.059999465942383
2023-01-30,17.559999465942383
2023-01-31,18.31999969482422
2023-02-01,19.270000457763672
2023-02-02,20.09000015258789
2023-02-03,20.399999618530273
2023-02-06,20.040000915527344
2023-02-07,20.229999542236328
2023-02-08,21.969999313354492
2023-02-09,20.989999771118164
2023-02-10,20.959999084472656
2023-02-13,21.139999389648438
2023-02-14,21.639999389648438
2023-02-15,21.030000686645508
2023-02-16,20.850000381469727
2023-02-17,21.100000381469727
2023-02-21,20.450000762939453
2023-02-22,20.360000610351562
2023-02-23,20.610000610351562
2023-02-24,20.290000915527344
2023-02-27,20.420000076293945
2023-02-28,20.56999969482422
2023-03-01,20.219999313354492
2023-03-02,20.8799991607666
2023-03-03,21.06999969482422
2023-03-06,20.59000015258789
2023-03-07,20.68000030517578
2023-03-08,20.65999984741211
2023-03-09,20.809999465942383
2023-03-10,20.1200008392334
2023-03-13,19.75
2023-03-14,19.719999313354492
2023-03-15,19.59000015258789
2023-03-16,19.989999771118164
2023-03-17,19.540000915527344
2023-03-20,19.239999771118164
2023-03-21,19.1299991607666
2023-03-22,19.149999618530273
2023-03-23,18.920000076293945
2023-03-24,18.6200008392334
2023-03-27,18.68000030517578
2023-03-28,19.280000686645508
2023-03-29,19.3799991607666
2023-03-30,19.309999465942383
2023-03-31,19.639999389648438
2023-04-03,19.670000076293945
2023-04-04,18.719999313354492
2023-04-05,18.389999389648438
2023-04-06,18.31999969482422
2023-04-10,18.68000030517578
2023-04-11,19.030000686645508
2023-04-12,19.25
2023-04-13,18.84000015258789
2023-04-14,18.889999389648438
2023-04-17,18.649999618530273
2023-04-18,18.639999389648438
2023-04-19,18.5
2023-04-20,18.709999084472656
2023-04-21,18.639999389648438
2023-04-24,18.899999618530273
2023-04-25,18.1200008392334
2023-04-26,17.329999923706055
2023-04-27,17.6200008392334
2023-04-28,18.09000015258789
2023-05-01,18.489999771118164
2023-05-02,18.440000534057617
2023-05-03,19.540000915527344
2023-05-04,19.079999923706055
2023-05-05,19.450000762939453
2023-05-08,19.350000381469727
2023-05-09,19.1299991607666
2023-05-10,19.239999771118164
2023-05-11,19.43000030517578
2023-05-12,18.8799991607666
2023-05-15,19.200000762939453
2023-05-16,19.149999618530273
2023-05-17,19.56999969482422
2023-05-18,19.979999542236328
2023-05-19,19.940000534057617
2023-05-22,19.989999771118164
2023-05-23,20.450000762939453
2023-05-24,20.219999313354492
2023-05-25,20.639999389648438
2023-05-26,20.559999465942383
2023-05-30,20.899999618530273
2023-05-31,20.8700008392334
2023-06-01,21.329999923706055
2023-06-02,22.0
2023-06-05,21.770000457763672
2023-06-06,21.809999465942383
2023-06-07,22.670000076293945
2023-06-08,22.290000915527344
2023-06-09,21.8799991607666
2023-06-12,21.8799991607666
2023-06-13,21.8700008392334
2023-06-14,21.809999465942383
2023-06-15,22.34000015258789
2023-06-16,22.350000381469727
2023-06-20,21.940000534057617
2023-06-21,21.979999542236328
2023-06-22,22.0
2023-06-23,21.059999465942383
2023-06-26,21.469999313354492
2023-06-27,22.450000762939453
2023-06-28,22.43000030517578
2023-06-29,23.270000457763672
2023-06-30,22.670000076293945
2023-07-03,22.850000381469727
2023-07-05,22.190000534057617
2023-07-06,21.780000686645508
2023-07-07,21.6299991607666
2023-07-10,21.639999389648438
2023-07-11,21.959999084472656
2023-07-12,20.889999389648438
2023-07-13,20.84000015258789
2023-07-14,20.3700008392334
2023-07-17,20.270000457763672
