Date,Adj Close
2021-10-29,27.5
2021-11-01,29.219999313354492
2021-11-02,29.459999084472656
2021-11-03,28.600000381469727
2021-11-04,27.3799991607666
2021-11-05,26.68000030517578
2021-11-08,27.110000610351562
2021-11-09,27.510000228881836
2021-11-10,25.989999771118164
2021-11-11,27.229999542236328
2021-11-12,27.639999389648438
2021-11-15,27.639999389648438
2021-11-16,29.68000030517578
2021-11-17,30.90999984741211
2021-11-18,31.100000381469727
2021-11-19,30.969999313354492
2021-11-22,29.290000915527344
2021-11-23,27.40999984741211
2021-11-24,26.850000381469727
2021-11-26,26.200000762939453
2021-11-29,27.18000030517578
2021-11-30,27.489999771118164
2021-12-01,23.709999084472656
2021-12-02,22.59000015258789
2021-12-03,21.68000030517578
2021-12-06,20.530000686645508
2021-12-07,21.770000457763672
2021-12-08,21.06999969482422
2021-12-09,20.350000381469727
2021-12-10,21.110000610351562
2021-12-13,20.5
2021-12-14,19.600000381469727
2021-12-15,19.959999084472656
2021-12-16,18.579999923706055
2021-12-17,17.510000228881836
2021-12-20,17.09000015258789
2021-12-21,17.200000762939453
2021-12-22,18.18000030517578
2021-12-23,19.489999771118164
2021-12-27,18.81999969482422
2021-12-28,18.1200008392334
2021-12-29,18.399999618530273
2021-12-30,18.309999465942383
2021-12-31,19.540000915527344
2022-01-03,18.979999542236328
2022-01-04,18.010000228881836
2022-01-05,16.040000915527344
2022-01-06,15.020000457763672
2022-01-07,14.699999809265137
2022-01-10,15.229999542236328
2022-01-11,15.609999656677246
2022-01-12,15.050000190734863
2022-01-13,15.0600004196167
2022-01-14,15.34000015258789
2022-01-18,14.180000305175781
2022-01-19,14.380000114440918
2022-01-20,14.90999984741211
2022-01-21,14.960000038146973
2022-01-24,15.420000076293945
2022-01-25,15.0600004196167
2022-01-26,15.630000114440918
2022-01-27,14.710000038146973
2022-01-28,14.960000038146973
2022-01-31,16.200000762939453
2022-02-01,16.739999771118164
2022-02-02,15.5600004196167
2022-02-03,14.890000343322754
2022-02-04,15.0600004196167
2022-02-07,15.149999618530273
2022-02-08,15.949999809265137
2022-02-09,16.010000228881836
2022-02-10,13.880000114440918
2022-02-11,13.180000305175781
2022-02-14,13.680000305175781
2022-02-15,14.319999694824219
2022-02-16,13.680000305175781
2022-02-17,13.460000038146973
2022-02-18,13.420000076293945
2022-02-22,13.220000267028809
2022-02-23,12.34000015258789
2022-02-24,13.229999542236328
2022-02-25,13.479999542236328
2022-02-28,13.1899995803833
2022-03-01,13.350000381469727
2022-03-02,12.5
2022-03-03,11.579999923706055
2022-03-04,11.149999618530273
2022-03-07,10.760000228881836
2022-03-08,10.880000114440918
2022-03-09,11.670000076293945
2022-03-10,11.59000015258789
2022-03-11,11.029999732971191
2022-03-14,10.289999961853027
2022-03-15,10.850000381469727
2022-03-16,12.0600004196167
2022-03-17,11.84000015258789
2022-03-18,13.279999732971191
2022-03-21,12.609999656677246
2022-03-22,13.029999732971191
2022-03-23,12.5600004196167
2022-03-24,12.6899995803833
2022-03-25,12.199999809265137
2022-03-28,12.819999694824219
2022-03-29,12.770000457763672
2022-03-30,13.09000015258789
2022-03-31,12.460000038146973
2022-04-01,13.289999961853027
2022-04-04,13.420000076293945
2022-04-05,12.819999694824219
2022-04-06,12.680000305175781
2022-04-07,12.109999656677246
2022-04-08,11.770000457763672
2022-04-11,12.119999885559082
2022-04-12,12.199999809265137
2022-04-13,12.789999961853027
2022-04-14,12.510000228881836
2022-04-18,11.960000038146973
2022-04-19,11.960000038146973
2022-04-20,11.239999771118164
2022-04-21,10.760000228881836
2022-04-22,10.789999961853027
2022-04-25,11.239999771118164
2022-04-26,10.260000228881836
2022-04-27,10.40999984741211
2022-04-28,10.84000015258789
2022-04-29,10.90999984741211
2022-05-02,10.859999656677246
2022-05-03,10.229999542236328
2022-05-04,10.119999885559082
2022-05-05,10.75
2022-05-06,12.539999961853027
2022-05-09,12.149999618530273
2022-05-10,11.430000305175781
2022-05-11,11.029999732971191
2022-05-12,11.350000381469727
2022-05-13,12.1899995803833
2022-05-16,11.640000343322754
2022-05-17,12.1899995803833
2022-05-18,11.930000305175781
2022-05-19,12.300000190734863
2022-05-20,12.420000076293945
2022-05-23,12.59000015258789
2022-05-24,12.970000267028809
2022-05-25,13.920000076293945
2022-05-26,15.4399995803833
2022-05-27,16.219999313354492
2022-05-31,14.75
2022-06-01,13.449999809265137
2022-06-02,14.0
2022-06-03,14.270000457763672
2022-06-06,13.460000038146973
2022-06-07,12.930000305175781
2022-06-08,12.90999984741211
2022-06-09,12.890000343322754
