Date,Adj Close
2021-10-21,13.520000457763672
2021-10-22,13.949999809265137
2021-10-25,13.630000114440918
2021-10-26,13.770000457763672
2021-10-27,13.569999694824219
2021-10-28,13.25
2021-10-29,13.5
2021-11-01,13.3100004196167
2021-11-02,13.699999809265137
2021-11-03,14.050000190734863
2021-11-04,13.869999885559082
2021-11-05,13.630000114440918
2021-11-08,13.970000267028809
2021-11-09,13.800000190734863
2021-11-10,13.829999923706055
2021-11-11,13.65999984741211
2021-11-12,14.5
2021-11-15,17.56999969482422
2021-11-16,15.199999809265137
2021-11-17,16.700000762939453
2021-11-18,15.109999656677246
2021-11-19,15.75
2021-11-22,14.670000076293945
2021-11-23,13.859999656677246
2021-11-24,15.170000076293945
2021-11-26,15.220000267028809
2021-11-29,13.829999923706055
2021-11-30,13.5
2021-12-01,13.220000267028809
2021-12-02,11.069999694824219
2021-12-03,11.069999694824219
2021-12-06,10.680000305175781
2021-12-07,11.430000305175781
2021-12-08,11.050000190734863
2021-12-09,10.359999656677246
2021-12-10,10.369999885559082
2021-12-13,9.5
2021-12-14,9.34000015258789
2021-12-15,9.880000114440918
2021-12-16,9.260000228881836
2021-12-17,9.140000343322754
2021-12-20,9.970000267028809
2021-12-21,10.899999618530273
2021-12-22,10.529999732971191
2021-12-23,11.329999923706055
2021-12-27,11.229999542236328
2021-12-28,11.420000076293945
2021-12-29,11.649999618530273
2021-12-30,11.449999809265137
2021-12-31,11.170000076293945
2022-01-03,11.630000114440918
2022-01-04,12.0
2022-01-05,11.489999771118164
2022-01-06,10.960000038146973
2022-01-07,10.90999984741211
2022-01-10,10.479999542236328
2022-01-11,10.880000114440918
2022-01-12,10.489999771118164
2022-01-13,10.239999771118164
2022-01-14,10.329999923706055
2022-01-18,9.960000038146973
2022-01-19,9.710000038146973
2022-01-20,9.819999694824219
2022-01-21,9.600000381469727
2022-01-24,10.5600004196167
2022-01-25,10.270000457763672
2022-01-26,10.09000015258789
2022-01-27,9.65999984741211
2022-01-28,10.170000076293945
2022-01-31,10.90999984741211
2022-02-01,11.5
2022-02-02,11.319999694824219
2022-02-03,11.350000381469727
2022-02-04,11.720000267028809
2022-02-07,12.399999618530273
2022-02-08,12.680000305175781
2022-02-09,12.729999542236328
2022-02-10,11.989999771118164
2022-02-11,12.069999694824219
2022-02-14,12.0600004196167
2022-02-15,12.319999694824219
2022-02-16,12.069999694824219
2022-02-17,11.529999732971191
2022-02-18,10.970000267028809
2022-02-22,10.90999984741211
2022-02-23,10.59000015258789
2022-02-24,10.890000343322754
2022-02-25,11.430000305175781
2022-02-28,11.59000015258789
2022-03-01,11.5
2022-03-02,11.59000015258789
2022-03-03,11.3100004196167
2022-03-04,10.890000343322754
2022-03-07,10.359999656677246
2022-03-08,10.109999656677246
2022-03-09,10.489999771118164
2022-03-10,8.654999732971191
2022-03-11,8.550000190734863
2022-03-14,7.559999942779541
2022-03-15,8.1899995803833
2022-03-16,8.770000457763672
2022-03-17,8.90999984741211
2022-03-18,8.800000190734863
2022-03-21,9.180000305175781
2022-03-22,9.4399995803833
2022-03-23,8.930000305175781
2022-03-24,8.75
2022-03-25,8.770000457763672
2022-03-28,8.670000076293945
2022-03-29,8.989999771118164
2022-03-30,8.699999809265137
2022-03-31,8.960000038146973
2022-04-01,9.109999656677246
2022-04-04,9.010000228881836
2022-04-05,8.899999618530273
2022-04-06,8.739999771118164
2022-04-07,8.880000114440918
2022-04-08,9.210000038146973
2022-04-11,8.949999809265137
2022-04-12,9.010000228881836
2022-04-13,9.279999732971191
2022-04-14,9.670000076293945
2022-04-18,9.710000038146973
2022-04-19,10.050000190734863
2022-04-20,10.329999923706055
2022-04-21,10.34000015258789
2022-04-22,10.40999984741211
2022-04-25,10.989999771118164
2022-04-26,10.899999618530273
2022-04-27,11.199999809265137
2022-04-28,11.289999961853027
2022-04-29,10.859999656677246
2022-05-02,10.760000228881836
2022-05-03,10.3100004196167
2022-05-04,10.640000343322754
2022-05-05,10.470000267028809
2022-05-06,10.84000015258789
2022-05-09,10.760000228881836
2022-05-10,11.550000190734863
2022-05-11,9.989999771118164
2022-05-12,9.079999923706055
2022-05-13,10.380000114440918
2022-05-16,10.25
2022-05-17,10.609999656677246
2022-05-18,9.670000076293945
2022-05-19,10.069999694824219
2022-05-20,10.470000267028809
2022-05-23,10.859999656677246
2022-05-24,11.039999961853027
2022-05-25,11.479999542236328
2022-05-26,12.069999694824219
2022-05-27,12.550000190734863
2022-05-31,12.260000228881836
2022-06-01,12.15999984741211
2022-06-02,12.789999961853027
2022-06-03,12.90999984741211
2022-06-06,12.800000190734863
2022-06-07,12.25
2022-06-08,12.699999809265137
2022-06-09,11.569999694824219
2022-06-10,11.399999618530273
2022-06-13,10.390000343322754
2022-06-14,10.6899995803833
2022-06-15,11.430000305175781
2022-06-16,10.8100004196167
2022-06-17,10.630000114440918
2022-06-21,10.460000038146973
2022-06-22,10.220000267028809
2022-06-23,10.260000228881836
2022-06-24,10.59000015258789
2022-06-27,10.430000305175781
2022-06-28,9.930000305175781
2022-06-29,9.600000381469727
2022-06-30,9.789999961853027
2022-07-01,10.0
2022-07-05,10.239999771118164
2022-07-06,9.930000305175781
2022-07-07,9.899999618530273
2022-07-08,11.029999732971191
2022-07-11,11.739999771118164
2022-07-12,11.800000190734863
2022-07-13,11.829999923706055
2022-07-14,11.279999732971191
2022-07-15,11.710000038146973
2022-07-18,11.079999923706055
2022-07-19,11.630000114440918
2022-07-20,11.789999961853027
2022-07-21,11.989999771118164
2022-07-22,11.869999885559082
2022-07-25,12.0
2022-07-26,11.8100004196167
2022-07-27,11.760000228881836
2022-07-28,11.75
2022-07-29,12.050000190734863
2022-08-01,12.270000457763672
2022-08-02,12.369999885559082
2022-08-03,12.710000038146973
2022-08-04,12.899999618530273
2022-08-05,13.180000305175781
2022-08-08,12.59000015258789
2022-08-09,11.729999542236328
2022-08-10,12.319999694824219
2022-08-11,12.84000015258789
2022-08-12,13.119999885559082
2022-08-15,15.359999656677246
2022-08-16,15.729999542236328
2022-08-17,15.289999961853027
2022-08-18,15.039999961853027
2022-08-19,15.229999542236328
2022-08-22,15.5
2022-08-23,15.3100004196167
2022-08-24,15.65999984741211
2022-08-25,15.880000114440918
2022-08-26,14.9399995803833
2022-08-29,15.09000015258789
2022-08-30,14.84000015258789
