Date,Adj Close
2023-01-13,19.100000381469727
2023-01-17,19.479999542236328
2023-01-18,19.030000686645508
2023-01-19,18.690000534057617
2023-01-20,18.530000686645508
2023-01-23,18.530000686645508
2023-01-24,18.489999771118164
2023-01-25,18.3799991607666
2023-01-26,18.93000030517578
2023-01-27,18.690000534057617
2023-01-30,18.540000915527344
2023-01-31,18.510000228881836
2023-02-01,18.700000762939453
2023-02-02,18.93000030517578
2023-02-03,19.100000381469727
2023-02-06,19.25
2023-02-07,19.700000762939453
2023-02-08,19.299999237060547
2023-02-09,19.75
2023-02-10,20.059999465942383
2023-02-13,20.790000915527344
2023-02-14,20.649999618530273
2023-02-15,20.639999389648438
2023-02-16,20.079999923706055
2023-02-17,19.670000076293945
2023-02-21,19.030000686645508
2023-02-22,19.059999465942383
2023-02-23,18.8799991607666
2023-02-24,19.110000610351562
2023-02-27,19.299999237060547
2023-02-28,19.520000457763672
2023-03-01,19.540000915527344
2023-03-02,19.799999237060547
2023-03-03,20.25
2023-03-06,20.110000610351562
2023-03-07,19.719999313354492
2023-03-08,19.520000457763672
2023-03-09,19.5
2023-03-10,18.850000381469727
2023-03-13,17.920000076293945
2023-03-14,19.09000015258789
2023-03-15,18.139999389648438
2023-03-16,18.729999542236328
2023-03-17,18.420000076293945
2023-03-20,19.09000015258789
2023-03-21,19.700000762939453
2023-03-22,19.459999084472656
2023-03-23,19.75
2023-03-24,19.84000015258789
2023-03-27,20.239999771118164
2023-03-28,20.809999465942383
2023-03-29,21.059999465942383
2023-03-30,21.520000457763672
2023-03-31,21.8700008392334
2023-04-03,20.540000915527344
2023-04-04,20.170000076293945
2023-04-05,20.5
2023-04-06,20.690000534057617
2023-04-10,20.760000228881836
2023-04-11,21.440000534057617
2023-04-12,21.5
2023-04-13,21.079999923706055
2023-04-14,21.18000030517578
2023-04-17,21.15999984741211
2023-04-18,21.479999542236328
2023-04-19,21.729999542236328
2023-04-20,21.860000610351562
2023-04-21,21.75
2023-04-24,21.299999237060547
2023-04-25,21.299999237060547
2023-04-26,21.040000915527344
2023-04-27,21.56999969482422
2023-04-28,21.3799991607666
2023-05-01,21.56999969482422
2023-05-02,21.530000686645508
2023-05-03,21.489999771118164
2023-05-04,21.510000228881836
2023-05-05,21.549999237060547
2023-05-08,22.09000015258789
2023-05-09,21.770000457763672
2023-05-10,24.18000030517578
2023-05-11,24.350000381469727
2023-05-12,24.790000915527344
2023-05-15,24.65999984741211
2023-05-16,24.469999313354492
2023-05-17,24.170000076293945
2023-05-18,24.059999465942383
2023-05-19,23.920000076293945
2023-05-22,24.030000686645508
2023-05-23,23.790000915527344
2023-05-24,23.6299991607666
2023-05-25,24.110000610351562
2023-05-26,23.84000015258789
2023-05-30,23.93000030517578
2023-05-31,23.610000610351562
2023-06-01,23.579999923706055
2023-06-02,23.8799991607666
2023-06-05,23.149999618530273
2023-06-06,23.06999969482422
2023-06-07,23.549999237060547
2023-06-08,24.489999771118164
2023-06-09,24.190000534057617
2023-06-12,24.5
2023-06-13,25.079999923706055
2023-06-14,24.510000228881836
2023-06-15,24.799999237060547
2023-06-16,24.65999984741211
2023-06-20,25.270000457763672
2023-06-21,25.709999084472656
2023-06-22,25.8700008392334
2023-06-23,25.260000228881836
2023-06-26,25.270000457763672
2023-06-27,25.1200008392334
2023-06-28,24.280000686645508
2023-06-29,24.81999969482422
2023-06-30,25.399999618530273
2023-07-03,25.31999969482422
2023-07-05,25.540000915527344
2023-07-06,25.700000762939453
2023-07-07,25.0
2023-07-10,24.729999542236328
2023-07-11,23.649999618530273
2023-07-12,24.889999389648438
2023-07-13,24.950000762939453
2023-07-14,24.670000076293945
2023-07-17,25.0
2023-07-18,24.760000228881836
2023-07-19,24.6200008392334
2023-07-20,24.6299991607666
2023-07-21,24.93000030517578
2023-07-24,24.90999984741211
2023-07-25,25.0
2023-07-26,24.899999618530273
2023-07-27,24.649999618530273
2023-07-28,24.3700008392334
2023-07-31,23.690000534057617
2023-08-01,23.799999237060547
2023-08-02,23.270000457763672
2023-08-03,23.559999465942383
2023-08-04,23.559999465942383
2023-08-07,23.899999618530273
2023-08-08,24.3799991607666
2023-08-09,24.389999389648438
2023-08-10,24.829999923706055
2023-08-11,24.809999465942383
2023-08-14,25.079999923706055
2023-08-15,24.989999771118164
2023-08-16,24.799999237060547
2023-08-17,24.479999542236328
2023-08-18,24.31999969482422
2023-08-21,23.799999237060547
2023-08-22,23.690000534057617
2023-08-23,23.760000228881836
2023-08-24,23.610000610351562
2023-08-25,23.40999984741211
2023-08-28,23.360000610351562
2023-08-29,23.979999542236328
2023-08-30,24.25
2023-08-31,24.31999969482422
2023-09-01,24.280000686645508
2023-09-05,24.290000915527344
2023-09-06,23.950000762939453
2023-09-07,23.690000534057617
2023-09-08,23.860000610351562
2023-09-11,23.219999313354492
2023-09-12,23.950000762939453
2023-09-13,24.139999389648438
2023-09-14,24.950000762939453
2023-09-15,25.780000686645508
2023-09-18,26.639999389648438
2023-09-19,27.059999465942383
2023-09-20,27.850000381469727
2023-09-21,28.06999969482422
2023-09-22,28.469999313354492
2023-09-25,27.760000228881836
2023-09-26,28.0
2023-09-27,28.010000228881836
2023-09-28,27.93000030517578
2023-09-29,27.360000610351562
2023-10-02,27.350000381469727
2023-10-03,28.100000381469727
2023-10-04,28.799999237060547
2023-10-05,28.829999923706055
2023-10-06,29.06999969482422
2023-10-09,29.350000381469727
2023-10-10,28.329999923706055
2023-10-11,28.81999969482422
2023-10-12,28.3799991607666
2023-10-13,29.15999984741211
2023-10-16,28.729999542236328
2023-10-17,29.149999618530273
2023-10-18,28.760000228881836
2023-10-19,28.600000381469727
2023-10-20,27.760000228881836
2023-10-23,27.34000015258789
2023-10-24,28.149999618530273
