Date,Adj Close
2021-09-24,25.3700008392334
2021-09-27,25.209999084472656
2021-09-28,25.920000076293945
2021-09-29,26.200000762939453
2021-09-30,25.610000610351562
2021-10-01,24.459999084472656
2021-10-04,22.34000015258789
2021-10-05,23.260000228881836
2021-10-06,22.899999618530273
2021-10-07,23.020000457763672
2021-10-08,23.219999313354492
2021-10-11,23.1299991607666
2021-10-12,23.549999237060547
2021-10-13,23.829999923706055
2021-10-14,24.3700008392334
2021-10-15,24.360000610351562
2021-10-18,25.110000610351562
2021-10-19,25.84000015258789
2021-10-20,25.459999084472656
2021-10-21,26.25
2021-10-22,26.260000228881836
2021-10-25,25.719999313354492
2021-10-26,24.809999465942383
2021-10-27,24.43000030517578
2021-10-28,23.889999389648438
2021-10-29,22.479999542236328
2021-11-01,22.200000762939453
2021-11-02,22.540000915527344
2021-11-03,22.399999618530273
2021-11-04,23.649999618530273
2021-11-05,22.530000686645508
2021-11-08,21.530000686645508
2021-11-09,21.670000076293945
2021-11-10,22.25
2021-11-11,22.209999084472656
2021-11-12,22.5
2021-11-15,22.5
2021-11-16,22.690000534057617
2021-11-17,22.389999389648438
2021-11-18,22.40999984741211
2021-11-19,21.940000534057617
2021-11-22,21.84000015258789
2021-11-23,22.299999237060547
2021-11-24,22.709999084472656
2021-11-26,22.40999984741211
2021-11-29,22.329999923706055
2021-11-30,21.790000915527344
2021-12-01,21.229999542236328
2021-12-02,21.200000762939453
2021-12-03,21.299999237060547
2021-12-06,21.25
2021-12-07,21.989999771118164
2021-12-08,22.18000030517578
2021-12-09,21.6299991607666
2021-12-10,21.209999084472656
2021-12-13,20.959999084472656
2021-12-14,20.6200008392334
2021-12-15,20.84000015258789
2021-12-16,20.700000762939453
2021-12-17,20.81999969482422
2021-12-20,19.760000228881836
2021-12-21,20.459999084472656
2021-12-22,21.1299991607666
2021-12-23,21.719999313354492
2021-12-27,21.760000228881836
2021-12-28,21.43000030517578
2021-12-29,21.3799991607666
2021-12-30,22.43000030517578
2021-12-31,22.979999542236328
2022-01-03,21.399999618530273
2022-01-04,21.200000762939453
2022-01-05,19.5
2022-01-06,19.75
2022-01-07,20.139999389648438
2022-01-10,19.059999465942383
2022-01-11,18.760000228881836
2022-01-12,17.969999313354492
2022-01-13,18.170000076293945
2022-01-14,17.3700008392334
2022-01-18,16.989999771118164
2022-01-19,16.81999969482422
2022-01-20,16.399999618530273
2022-01-21,15.869999885559082
2022-01-24,16.940000534057617
2022-01-25,15.65999984741211
2022-01-26,15.390000343322754
2022-01-27,14.880000114440918
2022-01-28,15.890000343322754
2022-01-31,17.049999237060547
2022-02-01,17.989999771118164
2022-02-02,17.15999984741211
2022-02-03,17.049999237060547
2022-02-04,17.969999313354492
2022-02-07,17.399999618530273
2022-02-08,18.18000030517578
2022-02-09,18.81999969482422
2022-02-10,19.100000381469727
2022-02-11,18.1299991607666
2022-02-14,19.5
2022-02-15,19.670000076293945
2022-02-16,20.0
2022-02-17,19.469999313354492
2022-02-18,18.440000534057617
2022-02-22,18.360000610351562
2022-02-23,17.950000762939453
2022-02-24,18.760000228881836
2022-02-25,19.170000076293945
2022-02-28,19.8700008392334
2022-03-01,19.950000762939453
2022-03-02,18.899999618530273
2022-03-03,17.84000015258789
2022-03-04,17.5
2022-03-07,17.760000228881836
2022-03-08,18.68000030517578
2022-03-09,18.40999984741211
2022-03-10,18.110000610351562
2022-03-11,17.719999313354492
2022-03-14,16.760000228881836
2022-03-15,17.010000228881836
2022-03-16,18.229999542236328
2022-03-17,20.25
2022-03-18,21.5
2022-03-21,20.829999923706055
2022-03-22,21.010000228881836
2022-03-23,21.610000610351562
2022-03-24,21.420000076293945
2022-03-25,21.350000381469727
2022-03-28,21.40999984741211
2022-03-29,22.43000030517578
2022-03-30,21.489999771118164
2022-03-31,21.0
2022-04-01,21.040000915527344
2022-04-04,21.329999923706055
2022-04-05,21.079999923706055
2022-04-06,20.280000686645508
2022-04-07,20.280000686645508
2022-04-08,19.3700008392334
2022-04-11,20.010000228881836
2022-04-12,19.969999313354492
2022-04-13,20.020000457763672
2022-04-14,19.75
2022-04-18,19.219999313354492
2022-04-19,19.229999542236328
2022-04-20,18.6299991607666
2022-04-21,17.979999542236328
2022-04-22,17.6299991607666
2022-04-25,18.15999984741211
2022-04-26,18.020000457763672
2022-04-27,17.860000610351562
2022-04-28,18.469999313354492
2022-04-29,17.540000915527344
2022-05-02,18.3799991607666
2022-05-03,18.209999084472656
2022-05-04,18.649999618530273
2022-05-05,17.280000686645508
