Date,Adj Close
2021-09-30,35.630001068115234
2021-10-01,45.0
2021-10-04,50.904998779296875
2021-10-05,55.0
2021-10-06,60.0
2021-10-07,56.040000915527344
2021-10-08,64.87999725341797
2021-10-11,60.91999816894531
2021-10-12,63.61000061035156
2021-10-13,66.08999633789062
2021-10-14,65.25
2021-10-15,63.66999816894531
2021-10-18,61.72999954223633
2021-10-19,60.93000030517578
2021-10-20,59.88999938964844
2021-10-21,63.47999954223633
2021-10-22,65.4000015258789
2021-10-25,62.9900016784668
2021-10-26,64.9000015258789
2021-10-27,64.29000091552734
2021-10-28,64.0
2021-10-29,63.33000183105469
2021-11-01,62.0099983215332
2021-11-02,62.310001373291016
2021-11-03,63.7400016784668
2021-11-04,64.26000213623047
2021-11-05,65.0
2021-11-08,64.66999816894531
2021-11-09,64.98999786376953
2021-11-10,64.36000061035156
2021-11-11,62.970001220703125
2021-11-12,61.93000030517578
2021-11-15,65.16999816894531
2021-11-16,65.0
2021-11-17,62.75
2021-11-18,63.099998474121094
2021-11-19,63.689998626708984
2021-11-22,61.90999984741211
2021-11-23,59.91999816894531
2021-11-24,59.9900016784668
2021-11-26,58.9900016784668
2021-11-29,61.439998626708984
2021-11-30,62.63999938964844
2021-12-01,62.470001220703125
2021-12-02,64.27999877929688
2021-12-03,59.75
2021-12-06,61.150001525878906
2021-12-07,63.25
2021-12-08,61.56999969482422
2021-12-09,59.75
2021-12-10,56.779998779296875
2021-12-13,57.33000183105469
2021-12-14,53.97999954223633
2021-12-15,57.150001525878906
2021-12-16,54.810001373291016
2021-12-17,56.619998931884766
2021-12-20,54.47999954223633
2021-12-21,57.04999923706055
2021-12-22,57.58000183105469
2021-12-23,58.529998779296875
2021-12-27,59.5
2021-12-28,59.16999816894531
2021-12-29,58.189998626708984
2021-12-30,58.779998779296875
2021-12-31,57.869998931884766
2022-01-03,58.93000030517578
2022-01-04,57.95000076293945
2022-01-05,56.060001373291016
2022-01-06,56.560001373291016
2022-01-07,56.79999923706055
2022-01-10,58.06999969482422
2022-01-11,59.529998779296875
2022-01-12,59.22999954223633
2022-01-13,58.4900016784668
2022-01-14,59.119998931884766
2022-01-18,57.63999938964844
2022-01-19,58.380001068115234
2022-01-20,58.43000030517578
2022-01-21,56.63999938964844
2022-01-24,57.65999984741211
2022-01-25,55.95000076293945
2022-01-26,55.189998626708984
2022-01-27,53.380001068115234
2022-01-28,55.2400016784668
2022-01-31,56.70000076293945
2022-02-01,57.400001525878906
2022-02-02,55.970001220703125
2022-02-03,53.380001068115234
2022-02-04,55.31999969482422
2022-02-07,56.25
2022-02-08,61.790000915527344
2022-02-09,62.0
2022-02-10,59.77000045776367
2022-02-11,58.77000045776367
2022-02-14,60.61000061035156
2022-02-15,60.779998779296875
2022-02-16,58.209999084472656
2022-02-17,57.4900016784668
2022-02-18,55.959999084472656
2022-02-22,53.63999938964844
2022-02-23,53.369998931884766
2022-02-24,54.290000915527344
2022-02-25,54.77000045776367
2022-02-28,55.65999984741211
2022-03-01,54.779998779296875
2022-03-02,57.5
2022-03-03,59.72999954223633
2022-03-04,59.52000045776367
2022-03-07,60.0
2022-03-08,60.459999084472656
2022-03-09,60.5
2022-03-10,59.54999923706055
2022-03-11,56.220001220703125
2022-03-14,54.11000061035156
2022-03-15,55.540000915527344
2022-03-16,58.27000045776367
2022-03-17,60.70000076293945
2022-03-18,60.18000030517578
2022-03-21,59.650001525878906
2022-03-22,59.65999984741211
2022-03-23,58.970001220703125
2022-03-24,57.88999938964844
2022-03-25,58.529998779296875
2022-03-28,59.95000076293945
2022-03-29,60.959999084472656
2022-03-30,60.279998779296875
2022-03-31,60.130001068115234
2022-04-01,60.0099983215332
2022-04-04,57.86000061035156
2022-04-05,59.34000015258789
2022-04-06,55.7400016784668
2022-04-07,54.86000061035156
2022-04-08,52.65999984741211
2022-04-11,52.130001068115234
2022-04-12,52.97999954223633
2022-04-13,57.220001220703125
2022-04-14,56.84000015258789
2022-04-18,57.90999984741211
2022-04-19,58.70000076293945
2022-04-20,57.58000183105469
2022-04-21,56.459999084472656
2022-04-22,53.880001068115234
2022-04-25,57.11000061035156
2022-04-26,54.56999969482422
2022-04-27,54.43000030517578
2022-04-28,56.380001068115234
2022-04-29,52.720001220703125
2022-05-02,54.029998779296875
2022-05-03,53.279998779296875
2022-05-04,55.220001220703125
2022-05-05,53.439998626708984
2022-05-06,52.0099983215332
2022-05-09,49.5099983215332
2022-05-10,49.16999816894531
2022-05-11,45.13999938964844
2022-05-12,45.70000076293945
2022-05-13,47.95000076293945
2022-05-16,47.099998474121094
2022-05-17,48.470001220703125
2022-05-18,47.779998779296875
2022-05-19,49.0099983215332
2022-05-20,48.779998779296875
2022-05-23,50.70000076293945
2022-05-24,48.0
2022-05-25,47.810001373291016
2022-05-26,49.22999954223633
2022-05-27,49.20000076293945
2022-05-31,48.029998779296875
2022-06-01,48.470001220703125
2022-06-02,50.529998779296875
2022-06-03,49.310001373291016
2022-06-06,48.22999954223633
2022-06-07,49.09000015258789
2022-06-08,43.08000183105469
2022-06-09,41.869998931884766
2022-06-10,40.09000015258789
2022-06-13,38.43000030517578
2022-06-14,39.060001373291016
2022-06-15,40.83000183105469
2022-06-16,39.529998779296875
2022-06-17,42.470001220703125
2022-06-21,42.38999938964844
2022-06-22,43.959999084472656
2022-06-23,43.849998474121094
2022-06-24,45.849998474121094
2022-06-27,43.22999954223633
2022-06-28,44.27000045776367
2022-06-29,44.869998931884766
2022-06-30,43.68000030517578
2022-07-01,45.0
2022-07-05,46.20000076293945
2022-07-06,47.11000061035156
2022-07-07,48.77000045776367
2022-07-08,49.0
2022-07-11,47.5
2022-07-12,47.310001373291016
2022-07-13,46.83000183105469
2022-07-14,46.02000045776367
2022-07-15,48.06999969482422
2022-07-18,47.40999984741211
2022-07-19,49.29999923706055
2022-07-20,51.36000061035156
2022-07-21,52.2599983215332
2022-07-22,53.66999816894531
2022-07-25,54.18000030517578
2022-07-26,51.58000183105469
2022-07-27,53.61000061035156
2022-07-28,53.59000015258789
2022-07-29,54.029998779296875
2022-08-01,55.4900016784668
2022-08-02,55.290000915527344
2022-08-03,56.63999938964844
2022-08-04,56.63999938964844
2022-08-05,56.689998626708984
2022-08-08,57.13999938964844
2022-08-09,56.2400016784668
2022-08-10,55.90999984741211
2022-08-11,56.06999969482422
2022-08-12,57.13999938964844
2022-08-15,59.130001068115234
2022-08-16,58.2599983215332
2022-08-17,56.0
2022-08-18,55.33000183105469
2022-08-19,53.099998474121094
2022-08-22,53.20000076293945
2022-08-23,53.77000045776367
2022-08-24,55.11000061035156
2022-08-25,56.400001525878906
2022-08-26,53.84000015258789
2022-08-29,52.38999938964844
2022-08-30,52.150001525878906
2022-08-31,50.349998474121094
2022-09-01,49.349998474121094
2022-09-02,48.61000061035156
2022-09-06,48.79999923706055
2022-09-07,47.709999084472656
2022-09-08,47.599998474121094
2022-09-09,48.33000183105469
2022-09-12,49.959999084472656
2022-09-13,47.849998474121094
2022-09-14,46.970001220703125
2022-09-15,50.150001525878906
2022-09-16,50.5099983215332
2022-09-19,49.5099983215332
2022-09-20,50.869998931884766
2022-09-21,50.09000015258789
2022-09-22,50.119998931884766
2022-09-23,49.93000030517578
2022-09-26,49.25
2022-09-27,47.95000076293945
2022-09-28,50.540000915527344
2022-09-29,47.939998626708984
2022-09-30,47.29999923706055
2022-10-03,48.08000183105469
2022-10-04,48.75
2022-10-05,48.56999969482422
2022-10-06,49.290000915527344
2022-10-07,47.40999984741211
2022-10-10,47.97999954223633
2022-10-11,48.84000015258789
2022-10-12,49.75
2022-10-13,50.619998931884766
2022-10-14,48.91999816894531
2022-10-17,51.09000015258789
2022-10-18,52.91999816894531
2022-10-19,50.84000015258789
2022-10-20,50.91999816894531
2022-10-21,51.88999938964844
2022-10-24,52.59000015258789
2022-10-25,53.93000030517578
2022-10-26,53.060001373291016
2022-10-27,53.45000076293945
2022-10-28,55.2400016784668
2022-10-31,56.13999938964844
2022-11-01,55.06999969482422
2022-11-02,54.959999084472656
2022-11-03,55.310001373291016
2022-11-04,56.279998779296875
2022-11-07,57.38999938964844
2022-11-08,57.79999923706055
2022-11-09,58.380001068115234
2022-11-10,60.0
2022-11-11,56.5099983215332
2022-11-14,57.65999984741211
2022-11-15,62.040000915527344
2022-11-16,61.04999923706055
2022-11-17,60.95000076293945
2022-11-18,62.220001220703125
2022-11-21,53.494998931884766
2022-11-22,55.22999954223633
2022-11-23,57.7400016784668
2022-11-25,55.779998779296875
2022-11-28,55.72999954223633
2022-11-29,55.4900016784668
2022-11-30,56.790000915527344
2022-12-01,58.400001525878906
2022-12-02,57.599998474121094
2022-12-05,55.560001373291016
2022-12-06,55.47999954223633
2022-12-07,54.880001068115234
2022-12-08,56.04999923706055
2022-12-09,56.060001373291016
2022-12-12,56.209999084472656
2022-12-13,58.54999923706055
2022-12-14,58.849998474121094
2022-12-15,56.849998474121094
2022-12-16,52.61000061035156
2022-12-19,54.04999923706055
2022-12-20,52.58000183105469
2022-12-21,54.09000015258789
2022-12-22,53.2400016784668
2022-12-23,53.34000015258789
2022-12-27,52.45000076293945
2022-12-28,52.0099983215332
