Date,Adj Close
2021-05-14,11.5
2021-05-17,12.25
2021-05-18,12.350000381469727
2021-05-19,15.260000228881836
2021-05-20,19.360000610351562
2021-05-21,19.75
2021-05-24,19.969999313354492
2021-05-25,19.739999771118164
2021-05-26,19.5
2021-05-27,18.420000076293945
2021-05-28,17.25
2021-06-01,15.550000190734863
2021-06-02,15.720000267028809
2021-06-03,14.850000381469727
2021-06-04,14.710000038146973
2021-06-07,13.449999809265137
2021-06-08,14.970000267028809
2021-06-09,15.25
2021-06-10,14.970000267028809
2021-06-11,14.609999656677246
2021-06-14,15.430000305175781
2021-06-15,16.0
2021-06-16,15.770000457763672
2021-06-17,15.420000076293945
2021-06-18,14.09000015258789
2021-06-21,14.25
2021-06-22,15.84000015258789
2021-06-23,15.850000381469727
2021-06-24,14.65999984741211
2021-06-25,14.649999618530273
2021-06-28,14.399999618530273
2021-06-29,13.699999809265137
2021-06-30,13.260000228881836
2021-07-01,13.710000038146973
2021-07-02,14.0600004196167
2021-07-06,14.289999961853027
2021-07-07,14.199999809265137
2021-07-08,14.5
2021-07-09,13.920000076293945
2021-07-12,14.890000343322754
2021-07-13,14.869999885559082
2021-07-14,14.4399995803833
2021-07-15,14.899999618530273
2021-07-16,14.850000381469727
2021-07-19,15.979999542236328
2021-07-20,16.5
2021-07-21,16.5
2021-07-22,16.579999923706055
2021-07-23,17.600000381469727
2021-07-26,17.850000381469727
2021-07-27,17.6299991607666
2021-07-28,17.899999618530273
2021-07-29,18.0
2021-07-30,18.0
2021-08-02,17.399999618530273
2021-08-03,17.25
2021-08-04,17.06999969482422
2021-08-05,17.100000381469727
2021-08-06,17.489999771118164
2021-08-09,16.670000076293945
2021-08-10,17.059999465942383
2021-08-11,16.700000762939453
2021-08-12,16.760000228881836
2021-08-13,16.940000534057617
2021-08-16,17.0
2021-08-17,16.989999771118164
2021-08-18,17.5
2021-08-19,17.0
2021-08-20,18.899999618530273
2021-08-23,18.290000915527344
2021-08-24,17.450000762939453
2021-08-25,17.0
2021-08-26,14.25
2021-08-27,15.90999984741211
2021-08-30,14.800000190734863
2021-08-31,14.739999771118164
2021-09-01,16.139999389648438
2021-09-02,19.440000534057617
2021-09-03,25.799999237060547
2021-09-07,25.719999313354492
2021-09-08,24.760000228881836
2021-09-09,25.739999771118164
2021-09-10,26.1299991607666
2021-09-13,26.440000534057617
2021-09-14,27.15999984741211
2021-09-15,30.600000381469727
2021-09-16,22.479999542236328
2021-09-17,20.93000030517578
2021-09-20,17.75
2021-09-21,16.360000610351562
2021-09-22,15.920000076293945
2021-09-23,17.34000015258789
2021-09-24,16.799999237060547
2021-09-27,17.43000030517578
2021-09-28,16.059999465942383
2021-09-29,16.43000030517578
2021-09-30,17.350000381469727
2021-10-01,18.18000030517578
2021-10-04,16.8799991607666
2021-10-05,15.430000305175781
2021-10-06,15.619999885559082
2021-10-07,16.299999237060547
2021-10-08,15.3100004196167
2021-10-11,16.09000015258789
2021-10-12,17.700000762939453
2021-10-13,17.6299991607666
2021-10-14,16.31999969482422
2021-10-15,15.010000228881836
2021-10-18,16.309999465942383
2021-10-19,16.920000076293945
2021-10-20,17.34000015258789
2021-10-21,16.549999237060547
2021-10-22,17.09000015258789
2021-10-25,17.450000762939453
2021-10-26,18.68000030517578
2021-10-27,17.170000076293945
2021-10-28,17.639999389648438
2021-10-29,19.350000381469727
2021-11-01,17.709999084472656
2021-11-02,17.799999237060547
2021-11-03,19.049999237060547
2021-11-04,17.799999237060547
2021-11-05,19.75
2021-11-08,20.3700008392334
2021-11-09,25.190000534057617
2021-11-10,23.530000686645508
2021-11-11,22.260000228881836
2021-11-12,22.510000228881836
2021-11-15,23.399999618530273
2021-11-16,24.549999237060547
2021-11-17,24.75
2021-11-18,28.43000030517578
2021-11-19,31.200000762939453
2021-11-22,26.889999389648438
2021-11-23,25.59000015258789
2021-11-24,26.5
2021-11-26,30.0
2021-11-29,31.469999313354492
2021-11-30,35.79999923706055
2021-12-01,33.279998779296875
2021-12-02,28.5
2021-12-03,28.049999237060547
2021-12-06,30.579999923706055
2021-12-07,28.889999389648438
2021-12-08,24.1299991607666
2021-12-09,24.5
2021-12-10,24.360000610351562
2021-12-13,23.799999237060547
2021-12-14,22.790000915527344
2021-12-15,22.510000228881836
2021-12-16,22.200000762939453
2021-12-17,24.739999771118164
2021-12-20,20.270000457763672
2021-12-21,20.299999237060547
2021-12-22,20.6299991607666
2021-12-23,22.84000015258789
2021-12-27,22.56999969482422
2021-12-28,23.989999771118164
2021-12-29,25.030000686645508
2021-12-30,25.299999237060547
2021-12-31,26.719999313354492
2022-01-03,28.059999465942383
2022-01-04,27.040000915527344
2022-01-05,22.31999969482422
2022-01-06,23.709999084472656
2022-01-07,21.139999389648438
2022-01-10,21.75
2022-01-11,22.350000381469727
2022-01-12,22.0
2022-01-13,20.56999969482422
2022-01-14,19.989999771118164
2022-01-18,19.540000915527344
2022-01-19,19.850000381469727
2022-01-20,19.600000381469727
2022-01-21,19.06999969482422
2022-01-24,19.559999465942383
2022-01-25,19.31999969482422
2022-01-26,19.040000915527344
2022-01-27,20.020000457763672
2022-01-28,19.489999771118164
2022-01-31,19.93000030517578
2022-02-01,20.110000610351562
2022-02-02,19.0
2022-02-03,18.850000381469727
2022-02-04,18.90999984741211
2022-02-07,20.3700008392334
2022-02-08,20.854999542236328
2022-02-09,19.049999237060547
2022-02-10,17.799999237060547
2022-02-11,18.56999969482422
2022-02-14,19.139999389648438
2022-02-15,19.829999923706055
2022-02-16,20.940000534057617
2022-02-17,20.989999771118164
2022-02-18,21.84000015258789
2022-02-22,22.149999618530273
2022-02-23,21.670000076293945
2022-02-24,21.469999313354492
2022-02-25,22.950000762939453
2022-02-28,23.209999084472656
2022-03-01,22.8799991607666
2022-03-02,22.59000015258789
2022-03-03,22.239999771118164
2022-03-04,22.850000381469727
2022-03-07,21.389999389648438
2022-03-08,22.170000076293945
2022-03-09,23.040000915527344
2022-03-10,23.81999969482422
2022-03-11,23.450000762939453
2022-03-14,23.030000686645508
2022-03-15,24.010000228881836
2022-03-16,24.100000381469727
2022-03-17,23.780000686645508
2022-03-18,23.0
2022-03-21,21.31999969482422
2022-03-22,22.229999542236328
2022-03-23,20.6200008392334
2022-03-24,21.600000381469727
2022-03-25,22.719999313354492
2022-03-28,22.100000381469727
2022-03-29,22.920000076293945
2022-03-30,22.600000381469727
2022-03-31,23.489999771118164
2022-04-01,22.860000610351562
2022-04-04,22.850000381469727
2022-04-05,23.18000030517578
2022-04-06,22.81999969482422
2022-04-07,22.690000534057617
2022-04-08,23.09000015258789
2022-04-11,23.020000457763672
2022-04-12,22.540000915527344
2022-04-13,22.989999771118164
2022-04-14,23.1200008392334
2022-04-18,23.25
2022-04-19,23.399999618530273
2022-04-20,23.040000915527344
2022-04-21,22.209999084472656
2022-04-22,21.690000534057617
2022-04-25,21.18000030517578
2022-04-26,20.459999084472656
2022-04-27,19.950000762939453
2022-04-28,20.450000762939453
2022-04-29,20.0
2022-05-02,20.139999389648438
2022-05-03,19.0
2022-05-04,18.81999969482422
2022-05-05,18.59000015258789
2022-05-06,18.510000228881836
2022-05-09,16.6200008392334
2022-05-10,16.959999084472656
2022-05-11,15.140000343322754
2022-05-12,14.510000228881836
2022-05-13,15.289999961853027
2022-05-16,15.829999923706055
2022-05-17,17.68000030517578
2022-05-18,16.40999984741211
2022-05-19,16.459999084472656
2022-05-20,17.030000686645508
2022-05-23,14.850000381469727
2022-05-24,16.139999389648438
2022-05-25,14.890000343322754
2022-05-26,14.84000015258789
2022-05-27,15.890000343322754
2022-05-31,14.539999961853027
2022-06-01,14.020000457763672
2022-06-02,14.25
2022-06-03,14.279999732971191
2022-06-06,13.569999694824219
2022-06-07,13.829999923706055
2022-06-08,13.699999809265137
2022-06-09,13.880000114440918
2022-06-10,13.989999771118164
2022-06-13,12.989999771118164
2022-06-14,12.819999694824219
2022-06-15,13.989999771118164
2022-06-16,13.329999923706055
2022-06-17,13.920000076293945
2022-06-21,14.350000381469727
