Date,Adj Close
2019-07-25,21.399999618530273
2019-07-26,22.989999771118164
2019-07-29,23.989999771118164
2019-07-30,22.809999465942383
2019-07-31,19.649999618530273
2019-08-01,21.950000762939453
2019-08-02,21.809999465942383
2019-08-05,20.989999771118164
2019-08-06,21.43000030517578
2019-08-07,19.899999618530273
2019-08-08,19.559999465942383
2019-08-09,21.510000228881836
2019-08-12,20.760000228881836
2019-08-13,21.469999313354492
2019-08-14,21.450000762939453
2019-08-15,20.5
2019-08-16,20.25
2019-08-19,19.5
2019-08-20,18.920000076293945
2019-08-21,19.93000030517578
2019-08-22,22.75
2019-08-23,23.5
2019-08-26,24.0
2019-08-27,25.15999984741211
2019-08-28,25.0
2019-08-29,25.729999542236328
2019-08-30,27.920000076293945
2019-09-03,27.90999984741211
2019-09-04,25.979999542236328
2019-09-05,25.850000381469727
2019-09-06,25.40999984741211
2019-09-09,22.5
2019-09-10,22.030000686645508
2019-09-11,21.68000030517578
2019-09-12,22.170000076293945
2019-09-13,22.030000686645508
2019-09-16,21.360000610351562
2019-09-17,22.170000076293945
2019-09-18,22.489999771118164
2019-09-19,22.940000534057617
2019-09-20,23.0
2019-09-23,23.360000610351562
2019-09-24,20.25
2019-09-25,19.610000610351562
2019-09-26,19.920000076293945
2019-09-27,18.450000762939453
2019-09-30,18.09000015258789
2019-10-01,17.75
2019-10-02,18.34000015258789
2019-10-03,18.489999771118164
2019-10-04,19.0
2019-10-07,18.639999389648438
2019-10-08,18.6200008392334
2019-10-09,19.030000686645508
2019-10-10,19.8799991607666
2019-10-11,19.670000076293945
2019-10-14,19.90999984741211
2019-10-15,19.350000381469727
2019-10-16,19.7549991607666
2019-10-17,19.8700008392334
2019-10-18,18.739999771118164
2019-10-21,18.90999984741211
2019-10-22,16.670000076293945
2019-10-23,15.739999771118164
2019-10-24,16.920000076293945
2019-10-25,18.110000610351562
2019-10-28,18.040000915527344
2019-10-29,20.049999237060547
2019-10-30,21.709999084472656
2019-10-31,23.540000915527344
2019-11-01,22.770000457763672
2019-11-04,22.25
2019-11-05,21.93000030517578
2019-11-06,21.84000015258789
2019-11-07,21.299999237060547
2019-11-08,22.079999923706055
2019-11-11,21.809999465942383
2019-11-12,26.09000015258789
2019-11-13,26.170000076293945
2019-11-14,28.440000534057617
2019-11-15,28.760000228881836
2019-11-18,28.809999465942383
2019-11-19,28.170000076293945
2019-11-20,28.420000076293945
2019-11-21,26.829999923706055
2019-11-22,26.790000915527344
2019-11-25,27.540000915527344
2019-11-26,27.209999084472656
2019-11-27,27.049999237060547
2019-11-29,26.93000030517578
2019-12-02,27.06999969482422
2019-12-03,28.860000610351562
2019-12-04,29.09000015258789
2019-12-05,29.43000030517578
2019-12-06,30.31999969482422
2019-12-09,28.65999984741211
2019-12-10,29.34000015258789
2019-12-11,29.350000381469727
2019-12-12,26.940000534057617
2019-12-13,29.5
2019-12-16,27.6200008392334
2019-12-17,25.75
2019-12-18,27.229999542236328
2019-12-19,27.010000228881836
2019-12-20,29.31999969482422
2019-12-23,30.0
2019-12-24,29.440000534057617
2019-12-26,28.59000015258789
2019-12-27,33.9900016784668
2019-12-30,35.040000915527344
2019-12-31,34.369998931884766
2020-01-02,33.81999969482422
2020-01-03,33.02000045776367
2020-01-06,35.529998779296875
2020-01-07,34.369998931884766
2020-01-08,33.0099983215332
2020-01-09,33.31999969482422
2020-01-10,33.61000061035156
2020-01-13,33.209999084472656
2020-01-14,30.700000762939453
2020-01-15,31.969999313354492
2020-01-16,34.18000030517578
2020-01-17,32.38999938964844
2020-01-21,30.8700008392334
2020-01-22,32.119998931884766
2020-01-23,30.920000076293945
2020-01-24,29.889999389648438
2020-01-27,30.0
2020-01-28,29.979999542236328
2020-01-29,29.81999969482422
2020-01-30,30.040000915527344
2020-01-31,30.84000015258789
2020-02-03,30.260000228881836
2020-02-04,30.799999237060547
2020-02-05,30.920000076293945
2020-02-06,31.049999237060547
2020-02-07,30.979999542236328
2020-02-10,29.940000534057617
2020-02-11,30.25
2020-02-12,31.469999313354492
2020-02-13,31.729999542236328
2020-02-14,31.799999237060547
2020-02-18,31.850000381469727
2020-02-19,31.8700008392334
2020-02-20,33.34000015258789
2020-02-21,32.40999984741211
2020-02-24,30.0
2020-02-25,27.184999465942383
2020-02-26,26.81999969482422
2020-02-27,29.920000076293945
2020-02-28,29.940000534057617
2020-03-02,30.799999237060547
2020-03-03,29.639999389648438
2020-03-04,30.920000076293945
2020-03-05,32.5099983215332
2020-03-06,32.189998626708984
2020-03-09,29.420000076293945
2020-03-10,29.360000610351562
2020-03-11,28.969999313354492
2020-03-12,25.649999618530273
2020-03-13,24.06999969482422
2020-03-16,23.079999923706055
2020-03-17,27.450000762939453
2020-03-18,23.200000762939453
2020-03-19,24.520000457763672
2020-03-20,28.100000381469727
2020-03-23,25.790000915527344
2020-03-24,27.399999618530273
2020-03-25,26.469999313354492
2020-03-26,28.100000381469727
2020-03-27,28.270000457763672
2020-03-30,28.850000381469727
2020-03-31,29.809999465942383
2020-04-01,28.770000457763672
2020-04-02,27.739999771118164
2020-04-03,27.350000381469727
2020-04-06,30.190000534057617
2020-04-07,30.56999969482422
2020-04-08,28.93000030517578
2020-04-09,28.049999237060547
2020-04-13,28.540000915527344
2020-04-14,29.889999389648438
2020-04-15,29.690000534057617
2020-04-16,29.950000762939453
2020-04-17,29.600000381469727
2020-04-20,30.469999313354492
2020-04-21,29.239999771118164
2020-04-22,27.850000381469727
2020-04-23,28.969999313354492
2020-04-24,29.450000762939453
2020-04-27,28.790000915527344
2020-04-28,29.020000457763672
2020-04-29,30.5
2020-04-30,30.93000030517578
2020-05-01,28.34000015258789
2020-05-04,27.280000686645508
2020-05-05,28.350000381469727
2020-05-06,28.790000915527344
2020-05-07,31.389999389648438
2020-05-08,31.5
2020-05-11,32.5
2020-05-12,36.880001068115234
2020-05-13,34.38999938964844
2020-05-14,35.400001525878906
2020-05-15,37.45000076293945
2020-05-18,35.650001525878906
2020-05-19,36.2599983215332
2020-05-20,37.439998626708984
2020-05-21,37.310001373291016
2020-05-22,37.93000030517578
2020-05-26,37.0
2020-05-27,38.25
2020-05-28,38.18000030517578
2020-05-29,38.43000030517578
2020-06-01,38.599998474121094
2020-06-02,38.45000076293945
2020-06-03,36.349998474121094
2020-06-04,37.5
2020-06-05,37.689998626708984
2020-06-08,37.619998931884766
2020-06-09,38.36000061035156
2020-06-10,38.54999923706055
2020-06-11,36.97999954223633
2020-06-12,37.02000045776367
2020-06-15,38.77000045776367
2020-06-16,38.939998626708984
2020-06-17,38.869998931884766
2020-06-18,42.95000076293945
2020-06-19,42.3849983215332
2020-06-22,41.880001068115234
2020-06-23,43.0099983215332
2020-06-24,39.40999984741211
2020-06-25,37.029998779296875
2020-06-26,35.09000015258789
2020-06-29,36.209999084472656
2020-06-30,37.689998626708984
2020-07-01,39.119998931884766
2020-07-02,38.470001220703125
2020-07-06,39.709999084472656
2020-07-07,40.880001068115234
2020-07-08,41.9900016784668
2020-07-09,43.84000015258789
2020-07-10,41.75
2020-07-13,41.5
2020-07-14,42.970001220703125
2020-07-15,45.099998474121094
2020-07-16,43.029998779296875
2020-07-17,42.9900016784668
2020-07-20,42.599998474121094
2020-07-21,40.81999969482422
2020-07-22,40.04999923706055
2020-07-23,40.11000061035156
2020-07-24,39.040000915527344
2020-07-27,39.880001068115234
2020-07-28,39.650001525878906
2020-07-29,38.75
2020-07-30,39.29999923706055
2020-07-31,38.720001220703125
2020-08-03,40.31999969482422
2020-08-04,41.36000061035156
2020-08-05,42.18000030517578
2020-08-06,41.650001525878906
2020-08-07,41.79999923706055
2020-08-10,41.540000915527344
2020-08-11,41.849998474121094
2020-08-12,41.880001068115234
2020-08-13,41.04999923706055
2020-08-14,41.31999969482422
2020-08-17,43.66999816894531
2020-08-18,43.59000015258789
2020-08-19,45.790000915527344
2020-08-20,45.52000045776367
2020-08-21,45.779998779296875
2020-08-24,45.59000015258789
2020-08-25,45.86000061035156
2020-08-26,45.79999923706055
2020-08-27,45.79999923706055
2020-08-28,45.560001373291016
2020-08-31,45.72999954223633
2020-09-01,46.099998474121094
2020-09-02,45.81999969482422
2020-09-03,46.27000045776367
2020-09-04,48.04999923706055
2020-09-08,48.68000030517578
2020-09-09,50.09000015258789
2020-09-10,48.9900016784668
2020-09-11,48.599998474121094
2020-09-14,49.560001373291016
2020-09-15,48.47999954223633
2020-09-16,48.040000915527344
2020-09-17,48.58000183105469
2020-09-18,51.040000915527344
2020-09-21,52.029998779296875
2020-09-22,51.400001525878906
2020-09-23,50.290000915527344
2020-09-24,49.75
2020-09-25,49.619998931884766
2020-09-28,50.0
2020-09-29,50.529998779296875
2020-09-30,51.45000076293945
2020-10-01,51.599998474121094
2020-10-02,51.43000030517578
2020-10-05,53.189998626708984
2020-10-06,53.220001220703125
2020-10-07,53.95000076293945
2020-10-08,53.869998931884766
2020-10-09,54.86000061035156
2020-10-12,54.849998474121094
2020-10-13,54.849998474121094
2020-10-14,52.790000915527344
2020-10-15,50.790000915527344
2020-10-16,49.970001220703125
2020-10-19,49.709999084472656
2020-10-20,49.18000030517578
2020-10-21,48.70000076293945
2020-10-22,51.34000015258789
2020-10-23,51.84000015258789
2020-10-26,50.97999954223633
2020-10-27,51.2400016784668
2020-10-28,49.31999969482422
2020-10-29,47.11000061035156
2020-10-30,46.43000030517578
2020-11-02,46.77000045776367
2020-11-03,48.0
2020-11-04,50.43000030517578
2020-11-05,52.310001373291016
2020-11-06,51.70000076293945
2020-11-09,47.779998779296875
2020-11-10,50.0099983215332
2020-11-11,52.08000183105469
2020-11-12,51.790000915527344
2020-11-13,50.36000061035156
2020-11-16,50.25
2020-11-17,48.119998931884766
2020-11-18,46.209999084472656
2020-11-19,46.25
2020-11-20,48.08000183105469
2020-11-23,47.150001525878906
2020-11-24,44.91999816894531
2020-11-25,43.599998474121094
2020-11-27,44.470001220703125
2020-11-30,47.560001373291016
2020-12-01,49.79999923706055
2020-12-02,50.29999923706055
2020-12-03,51.06999969482422
2020-12-04,52.0
2020-12-07,54.189998626708984
2020-12-08,55.540000915527344
2020-12-09,58.04999923706055
2020-12-10,59.15999984741211
2020-12-11,59.7400016784668
2020-12-14,61.91999816894531
2020-12-15,61.060001373291016
2020-12-16,67.66999816894531
2020-12-17,63.599998474121094
2020-12-18,62.33000183105469
2020-12-21,71.86000061035156
2020-12-22,72.58999633789062
2020-12-23,72.16999816894531
2020-12-24,71.30999755859375
2020-12-28,73.05000305175781
2020-12-29,66.83000183105469
2020-12-30,68.80999755859375
2020-12-31,67.1500015258789
2021-01-04,68.87999725341797
2021-01-05,68.80000305175781
2021-01-06,71.62999725341797
2021-01-07,76.16000366210938
2021-01-08,79.61000061035156
2021-01-11,76.5199966430664
2021-01-12,79.0
2021-01-13,73.12000274658203
2021-01-14,75.62000274658203
2021-01-15,74.13999938964844
2021-01-19,78.29000091552734
2021-01-20,81.4800033569336
2021-01-21,80.68000030517578
2021-01-22,79.16999816894531
2021-01-25,75.79000091552734
2021-01-26,70.97000122070312
2021-01-27,64.79000091552734
2021-01-28,68.51000213623047
2021-01-29,66.83000183105469
2021-02-01,70.37999725341797
2021-02-02,81.30999755859375
2021-02-03,82.12999725341797
2021-02-04,88.19999694824219
2021-02-05,92.79000091552734
2021-02-08,92.86000061035156
2021-02-09,97.33000183105469
2021-02-10,90.13999938964844
2021-02-11,94.19999694824219
2021-02-12,95.54000091552734
2021-02-16,93.25
2021-02-17,90.18000030517578
2021-02-18,87.95999908447266
2021-02-19,90.73999786376953
2021-02-22,85.04000091552734
2021-02-23,81.77999877929688
2021-02-24,83.20999908447266
2021-02-25,74.48999786376953
2021-02-26,76.08000183105469
2021-03-01,82.04000091552734
2021-03-02,79.27999877929688
2021-03-03,74.23999786376953
2021-03-04,68.2699966430664
2021-03-05,68.9800033569336
2021-03-08,66.08000183105469
2021-03-09,62.119998931884766
2021-03-10,65.41999816894531
