Date,Adj Close
2020-09-23,14.25
2020-09-24,15.579999923706055
2020-09-25,17.25
2020-09-28,18.469999313354492
2020-09-29,18.780000686645508
2020-09-30,20.100000381469727
2020-10-01,20.950000762939453
2020-10-02,20.899999618530273
2020-10-05,20.030000686645508
2020-10-06,18.290000915527344
2020-10-07,19.110000610351562
2020-10-08,18.3700008392334
2020-10-09,18.110000610351562
2020-10-12,18.56999969482422
2020-10-13,18.559999465942383
2020-10-14,18.790000915527344
2020-10-15,18.40999984741211
2020-10-16,19.200000762939453
2020-10-19,20.059999465942383
2020-10-20,22.969999313354492
2020-10-21,24.639999389648438
2020-10-22,24.020000457763672
2020-10-23,24.670000076293945
2020-10-26,24.479999542236328
2020-10-27,25.790000915527344
2020-10-28,25.079999923706055
2020-10-29,24.799999237060547
2020-10-30,24.040000915527344
2020-11-02,22.969999313354492
2020-11-03,24.989999771118164
2020-11-04,26.579999923706055
2020-11-05,27.780000686645508
2020-11-06,27.079999923706055
2020-11-09,26.31999969482422
2020-11-10,27.989999771118164
2020-11-11,29.139999389648438
2020-11-12,28.350000381469727
2020-11-13,29.18000030517578
2020-11-16,30.260000228881836
2020-11-17,32.099998474121094
2020-11-18,35.09000015258789
2020-11-19,37.900001525878906
2020-11-20,40.33000183105469
2020-11-23,45.31999969482422
2020-11-24,51.2599983215332
2020-11-25,42.79999923706055
2020-11-27,38.77000045776367
2020-11-30,37.97999954223633
2020-12-01,40.22999954223633
2020-12-02,34.599998474121094
2020-12-03,36.29999923706055
2020-12-04,35.68000030517578
2020-12-07,37.66999816894531
2020-12-08,37.099998474121094
2020-12-09,35.5
2020-12-10,34.869998931884766
2020-12-11,33.2599983215332
2020-12-14,35.90999984741211
2020-12-15,35.15999984741211
2020-12-16,37.470001220703125
2020-12-17,39.7599983215332
2020-12-18,38.70000076293945
2020-12-21,41.599998474121094
2020-12-22,40.95000076293945
2020-12-23,38.83000183105469
2020-12-24,36.349998474121094
2020-12-28,38.959999084472656
2020-12-29,35.52000045776367
2020-12-30,36.88999938964844
2020-12-31,36.220001220703125
2021-01-04,34.75
2021-01-05,35.900001525878906
2021-01-06,37.88999938964844
2021-01-07,39.43000030517578
2021-01-08,38.310001373291016
2021-01-11,39.189998626708984
2021-01-12,41.9900016784668
2021-01-13,42.20000076293945
2021-01-14,40.29999923706055
2021-01-15,38.130001068115234
2021-01-19,37.72999954223633
2021-01-20,36.0
2021-01-21,36.72999954223633
2021-01-22,38.380001068115234
2021-01-25,39.2599983215332
2021-01-26,38.43000030517578
2021-01-27,40.9900016784668
2021-01-28,38.18000030517578
2021-01-29,37.779998779296875
2021-02-01,37.27000045776367
2021-02-02,38.290000915527344
2021-02-03,42.84000015258789
2021-02-04,44.97999954223633
2021-02-05,45.22999954223633
2021-02-08,45.9900016784668
2021-02-09,44.70000076293945
2021-02-10,42.67499923706055
2021-02-11,42.25
2021-02-12,43.04999923706055
2021-02-16,40.040000915527344
2021-02-17,40.529998779296875
2021-02-18,38.470001220703125
2021-02-19,39.02000045776367
2021-02-22,40.709999084472656
2021-02-23,38.349998474121094
2021-02-24,38.65999984741211
2021-02-25,36.310001373291016
2021-02-26,35.84000015258789
2021-03-01,36.95000076293945
2021-03-02,35.45000076293945
2021-03-03,34.40999984741211
2021-03-04,32.70000076293945
2021-03-05,31.84000015258789
2021-03-08,31.829999923706055
2021-03-09,33.599998474121094
2021-03-10,33.13999938964844
2021-03-11,33.86000061035156
2021-03-12,34.08000183105469
2021-03-15,34.45000076293945
2021-03-16,34.18000030517578
2021-03-17,34.25
2021-03-18,31.959999084472656
2021-03-19,32.400001525878906
2021-03-22,32.290000915527344
2021-03-23,31.479999542236328
2021-03-24,30.799999237060547
2021-03-25,32.959999084472656
2021-03-26,31.969999313354492
2021-03-29,32.099998474121094
2021-03-30,33.2599983215332
2021-03-31,33.290000915527344
2021-04-01,33.869998931884766
2021-04-05,34.22999954223633
2021-04-06,34.65999984741211
2021-04-07,34.58000183105469
2021-04-08,34.43000030517578
2021-04-09,33.52000045776367
2021-04-12,33.66999816894531
2021-04-13,33.709999084472656
2021-04-14,33.93000030517578
2021-04-15,34.15999984741211
2021-04-16,32.599998474121094
2021-04-19,32.16999816894531
2021-04-20,32.41999816894531
2021-04-21,32.86000061035156
2021-04-22,33.0099983215332
2021-04-23,33.4900016784668
2021-04-26,33.869998931884766
2021-04-27,33.86000061035156
2021-04-28,33.529998779296875
2021-04-29,34.279998779296875
2021-04-30,33.18000030517578
2021-05-03,33.439998626708984
2021-05-04,32.59000015258789
2021-05-05,34.005001068115234
2021-05-06,32.779998779296875
2021-05-07,33.689998626708984
2021-05-10,31.450000762939453
2021-05-11,32.06999969482422
2021-05-12,31.389999389648438
2021-05-13,30.709999084472656
2021-05-14,31.56999969482422
2021-05-17,32.290000915527344
2021-05-18,32.060001373291016
2021-05-19,31.889999389648438
2021-05-20,31.93000030517578
2021-05-21,31.6299991607666
2021-05-24,31.239999771118164
2021-05-25,31.600000381469727
2021-05-26,32.349998474121094
2021-05-27,32.38999938964844
2021-05-28,31.219999313354492
2021-06-01,32.220001220703125
2021-06-02,34.22999954223633
2021-06-03,34.0
2021-06-04,31.860000610351562
2021-06-07,31.799999237060547
2021-06-08,31.829999923706055
2021-06-09,31.68000030517578
2021-06-10,31.329999923706055
2021-06-11,32.36000061035156
2021-06-14,36.0
2021-06-15,35.83000183105469
2021-06-16,33.36000061035156
2021-06-17,33.060001373291016
2021-06-18,31.93000030517578
2021-06-21,31.90999984741211
2021-06-22,31.790000915527344
2021-06-23,32.52000045776367
2021-06-24,32.47999954223633
2021-06-25,33.869998931884766
2021-06-28,33.349998474121094
2021-06-29,33.2599983215332
2021-06-30,33.290000915527344
2021-07-01,32.810001373291016
2021-07-02,32.06999969482422
2021-07-06,32.029998779296875
2021-07-07,31.739999771118164
2021-07-08,31.15999984741211
2021-07-09,31.729999542236328
2021-07-12,31.700000762939453
2021-07-13,30.860000610351562
2021-07-14,30.3700008392334
2021-07-15,30.270000457763672
2021-07-16,29.329999923706055
2021-07-19,28.600000381469727
2021-07-20,29.65999984741211
2021-07-21,30.209999084472656
2021-07-22,29.6200008392334
2021-07-23,29.520000457763672
2021-07-26,29.75
2021-07-27,29.1299991607666
2021-07-28,29.299999237060547
2021-07-29,29.350000381469727
2021-07-30,29.190000534057617
2021-08-02,28.979999542236328
2021-08-03,27.1299991607666
2021-08-04,27.399999618530273
2021-08-05,28.329999923706055
2021-08-06,28.079999923706055
2021-08-09,28.299999237060547
2021-08-10,28.1299991607666
2021-08-11,27.940000534057617
2021-08-12,27.639999389648438
2021-08-13,26.829999923706055
2021-08-16,26.829999923706055
2021-08-17,26.809999465942383
2021-08-18,26.280000686645508
2021-08-19,25.610000610351562
2021-08-20,25.950000762939453
2021-08-23,26.149999618530273
2021-08-24,27.270000457763672
2021-08-25,27.309999465942383
2021-08-26,27.059999465942383
2021-08-27,27.540000915527344
2021-08-30,28.309999465942383
2021-08-31,28.950000762939453
2021-09-01,28.329999923706055
2021-09-02,28.829999923706055
2021-09-03,28.65999984741211
2021-09-07,29.030000686645508
2021-09-08,28.780000686645508
2021-09-09,29.09000015258789
2021-09-10,29.309999465942383
2021-09-13,29.200000762939453
2021-09-14,29.3700008392334
2021-09-15,29.530000686645508
2021-09-16,29.479999542236328
2021-09-17,28.959999084472656
2021-09-20,27.530000686645508
2021-09-21,26.979999542236328
2021-09-22,27.020000457763672
2021-09-23,27.8700008392334
2021-09-24,28.040000915527344
2021-09-27,27.93000030517578
2021-09-28,26.639999389648438
2021-09-29,26.399999618530273
2021-09-30,25.93000030517578
2021-10-01,26.40999984741211
2021-10-04,25.6299991607666
2021-10-05,25.770000457763672
2021-10-06,25.360000610351562
2021-10-07,26.1299991607666
2021-10-08,25.68000030517578
2021-10-11,25.68000030517578
2021-10-12,26.219999313354492
2021-10-13,26.34000015258789
2021-10-14,26.979999542236328
2021-10-15,24.790000915527344
2021-10-18,24.81999969482422
2021-10-19,25.149999618530273
2021-10-20,25.459999084472656
2021-10-21,25.239999771118164
2021-10-22,24.8799991607666
2021-10-25,25.329999923706055
2021-10-26,24.40999984741211
2021-10-27,24.290000915527344
2021-10-28,24.739999771118164
2021-10-29,24.450000762939453
2021-11-01,24.84000015258789
2021-11-02,25.079999923706055
2021-11-03,26.25
2021-11-04,26.530000686645508
2021-11-05,26.149999618530273
2021-11-08,25.850000381469727
2021-11-09,25.559999465942383
2021-11-10,25.459999084472656
2021-11-11,25.950000762939453
2021-11-12,26.530000686645508
2021-11-15,26.31999969482422
2021-11-16,26.40999984741211
2021-11-17,25.770000457763672
2021-11-18,24.979999542236328
2021-11-19,24.579999923706055
2021-11-22,23.8700008392334
2021-11-23,23.3700008392334
2021-11-24,23.40999984741211
2021-11-26,23.010000228881836
2021-11-29,22.639999389648438
2021-11-30,22.399999618530273
2021-12-01,21.34000015258789
2021-12-02,21.780000686645508
2021-12-03,21.030000686645508
2021-12-06,21.110000610351562
2021-12-07,21.440000534057617
2021-12-08,21.989999771118164
2021-12-09,21.25
2021-12-10,21.170000076293945
2021-12-13,20.530000686645508
2021-12-14,20.5
2021-12-15,21.65999984741211
2021-12-16,21.68000030517578
2021-12-17,21.920000076293945
2021-12-20,21.149999618530273
2021-12-21,21.559999465942383
2021-12-22,22.209999084472656
2021-12-23,22.3799991607666
2021-12-27,22.100000381469727
2021-12-28,21.6200008392334
2021-12-29,21.1299991607666
2021-12-30,21.639999389648438
2021-12-31,21.010000228881836
2022-01-03,21.989999771118164
2022-01-04,21.459999084472656
2022-01-05,20.93000030517578
