Date,Adj Close
2020-04-08,20.079999923706055
2020-04-09,21.56999969482422
2020-04-13,23.229999542236328
2020-04-14,27.489999771118164
2020-04-15,27.18000030517578
2020-04-16,27.118999481201172
2020-04-17,26.700000762939453
2020-04-20,28.0
2020-04-21,27.059999465942383
2020-04-22,28.579999923706055
2020-04-23,29.469999313354492
2020-04-24,30.59000015258789
2020-04-27,30.399999618530273
2020-04-28,30.899999618530273
2020-04-29,29.969999313354492
2020-04-30,29.549999237060547
2020-05-01,28.799999237060547
2020-05-04,29.020000457763672
2020-05-05,28.799999237060547
2020-05-06,27.860000610351562
2020-05-07,26.850000381469727
2020-05-08,27.385000228881836
2020-05-11,27.280000686645508
2020-05-12,29.649999618530273
2020-05-13,28.75
2020-05-14,28.18000030517578
2020-05-15,28.600000381469727
2020-05-18,28.354999542236328
2020-05-19,27.40999984741211
2020-05-20,27.649999618530273
2020-05-21,27.31999969482422
2020-05-22,27.309999465942383
2020-05-26,26.760000228881836
2020-05-27,28.420000076293945
2020-05-28,28.0
2020-05-29,28.739999771118164
2020-06-01,29.5
2020-06-02,31.979999542236328
2020-06-03,34.439998626708984
2020-06-04,32.220001220703125
2020-06-05,31.829999923706055
2020-06-08,35.099998474121094
2020-06-09,35.810001373291016
2020-06-10,35.52000045776367
2020-06-11,33.720001220703125
2020-06-12,34.29999923706055
2020-06-15,35.560001373291016
2020-06-16,35.939998626708984
2020-06-17,35.290000915527344
2020-06-18,36.77000045776367
2020-06-19,38.52000045776367
2020-06-22,37.650001525878906
2020-06-23,40.209999084472656
2020-06-24,39.0
2020-06-25,40.38999938964844
2020-06-26,38.630001068115234
2020-06-29,38.0
2020-06-30,37.5099983215332
2020-07-01,36.459999084472656
2020-07-02,35.79999923706055
2020-07-06,34.619998931884766
2020-07-07,33.709999084472656
2020-07-08,34.400001525878906
2020-07-09,33.43000030517578
2020-07-10,32.75
2020-07-13,30.799999237060547
2020-07-14,31.200000762939453
2020-07-15,29.959999084472656
2020-07-16,31.219999313354492
2020-07-17,30.06999969482422
2020-07-20,29.520000457763672
2020-07-21,29.40999984741211
2020-07-22,29.229999542236328
2020-07-23,27.8700008392334
2020-07-24,27.040000915527344
2020-07-27,29.739999771118164
2020-07-28,28.899999618530273
2020-07-29,30.440000534057617
2020-07-30,30.639999389648438
2020-07-31,32.099998474121094
2020-08-03,32.43000030517578
2020-08-04,32.5
2020-08-05,35.970001220703125
2020-08-06,35.810001373291016
2020-08-07,36.29999923706055
2020-08-10,36.15999984741211
2020-08-11,35.93000030517578
2020-08-12,36.0099983215332
2020-08-13,39.04999923706055
2020-08-14,38.58000183105469
2020-08-17,40.349998474121094
2020-08-18,40.630001068115234
2020-08-19,41.650001525878906
2020-08-20,46.18000030517578
2020-08-21,45.58000183105469
2020-08-24,48.25
2020-08-25,62.209999084472656
2020-08-26,53.560001373291016
2020-08-27,52.790000915527344
2020-08-28,53.060001373291016
2020-08-31,53.540000915527344
2020-09-01,53.43000030517578
2020-09-02,55.95000076293945
2020-09-03,50.77000045776367
2020-09-04,49.060001373291016
2020-09-08,48.5
2020-09-09,49.5099983215332
2020-09-10,47.25
2020-09-11,44.5099983215332
2020-09-14,45.08000183105469
2020-09-15,45.90999984741211
2020-09-16,45.790000915527344
2020-09-17,44.9900016784668
2020-09-18,45.189998626708984
2020-09-21,43.02000045776367
2020-09-22,42.54999923706055
2020-09-23,41.25
2020-09-24,41.150001525878906
2020-09-25,40.61000061035156
2020-09-28,39.810001373291016
2020-09-29,39.380001068115234
2020-09-30,38.56999969482422
2020-10-01,37.61000061035156
2020-10-02,36.7599983215332
2020-10-05,36.13999938964844
2020-10-06,36.0
2020-10-07,40.0
2020-10-08,46.31999969482422
2020-10-09,45.619998931884766
2020-10-12,48.88999938964844
2020-10-13,46.970001220703125
2020-10-14,46.63999938964844
2020-10-15,48.0
2020-10-16,51.68000030517578
2020-10-19,50.630001068115234
2020-10-20,51.06999969482422
2020-10-21,52.13999938964844
2020-10-22,52.689998626708984
2020-10-23,53.90999984741211
2020-10-26,54.119998931884766
2020-10-27,58.40999984741211
2020-10-28,63.209999084472656
2020-10-29,61.310001373291016
2020-10-30,55.599998474121094
2020-11-02,51.79999923706055
2020-11-03,53.165000915527344
2020-11-04,53.0
2020-11-05,54.91999816894531
2020-11-06,55.540000915527344
2020-11-09,54.470001220703125
2020-11-10,56.65999984741211
2020-11-11,54.0
2020-11-12,54.380001068115234
2020-11-13,58.900001525878906
2020-11-16,68.0199966430664
2020-11-17,66.77999877929688
2020-11-18,68.56999969482422
2020-11-19,69.48999786376953
2020-11-20,71.08000183105469
2020-11-23,76.20999908447266
2020-11-24,76.0
2020-11-25,75.52999877929688
2020-11-27,76.0
2020-11-30,75.61000061035156
2020-12-01,77.9000015258789
2020-12-02,74.0199966430664
2020-12-03,76.0
2020-12-04,77.33000183105469
2020-12-07,74.88999938964844
2020-12-08,79.95999908447266
2020-12-09,75.2300033569336
2020-12-10,77.0
2020-12-11,76.83000183105469
2020-12-14,78.5
2020-12-15,77.75
2020-12-16,78.56999969482422
2020-12-17,82.73999786376953
2020-12-18,80.95999908447266
2020-12-21,75.43000030517578
2020-12-22,74.98999786376953
2020-12-23,77.75
2020-12-24,78.52999877929688
2020-12-28,77.83999633789062
2020-12-29,74.52999877929688
2020-12-30,72.08000183105469
2020-12-31,70.54000091552734
2021-01-04,69.58000183105469
2021-01-05,68.80000305175781
2021-01-06,68.05999755859375
2021-01-07,70.86000061035156
2021-01-08,70.93000030517578
2021-01-11,70.48999786376953
2021-01-12,71.37000274658203
2021-01-13,73.01000213623047
2021-01-14,75.27999877929688
2021-01-15,71.58999633789062
2021-01-19,68.38999938964844
2021-01-20,67.19999694824219
2021-01-21,64.29000091552734
2021-01-22,67.1500015258789
2021-01-25,69.41999816894531
2021-01-26,66.56999969482422
2021-01-27,60.77000045776367
2021-01-28,59.20000076293945
2021-01-29,57.04999923706055
2021-02-01,57.540000915527344
2021-02-02,58.81999969482422
2021-02-03,57.47999954223633
2021-02-04,63.310001373291016
2021-02-05,65.4800033569336
2021-02-08,70.98999786376953
2021-02-09,70.1500015258789
2021-02-10,67.58999633789062
2021-02-11,64.1500015258789
2021-02-12,60.09000015258789
2021-02-16,60.54999923706055
2021-02-17,62.45000076293945
2021-02-18,64.0
2021-02-19,66.63999938964844
2021-02-22,64.95999908447266
2021-02-23,63.150001525878906
2021-02-24,66.58000183105469
2021-02-25,64.69999694824219
2021-02-26,65.47000122070312
2021-03-01,61.70000076293945
2021-03-02,57.54999923706055
2021-03-03,57.630001068115234
2021-03-04,55.25
2021-03-05,58.619998931884766
2021-03-08,57.2599983215332
2021-03-09,62.0
2021-03-10,64.05999755859375
2021-03-11,66.05000305175781
2021-03-12,65.16000366210938
2021-03-15,63.72999954223633
2021-03-16,60.560001373291016
2021-03-17,59.75
2021-03-18,55.0
2021-03-19,59.310001373291016
2021-03-22,57.09000015258789
2021-03-23,54.84000015258789
2021-03-24,54.0
2021-03-25,59.220001220703125
2021-03-26,56.400001525878906
2021-03-29,56.29999923706055
2021-03-30,57.54999923706055
2021-03-31,61.54999923706055
2021-04-01,58.7599983215332
2021-04-05,60.400001525878906
2021-04-06,58.90999984741211
2021-04-07,61.0099983215332
2021-04-08,62.7599983215332
2021-04-09,60.15999984741211
2021-04-12,58.689998626708984
