Date,Adj Close
2021-03-12,17.0
2021-03-15,17.06999969482422
2021-03-16,16.899999618530273
2021-03-17,16.739999771118164
2021-03-18,17.09000015258789
2021-03-19,17.0
2021-03-22,16.8799991607666
2021-03-23,17.0
2021-03-24,16.729999542236328
2021-03-25,16.0
2021-03-26,16.020000457763672
2021-03-29,16.0
2021-03-30,16.489999771118164
2021-03-31,16.8799991607666
2021-04-01,16.950000762939453
2021-04-05,17.040000915527344
2021-04-06,16.989999771118164
2021-04-07,16.739999771118164
2021-04-08,17.010000228881836
2021-04-09,16.889999389648438
2021-04-12,16.360000610351562
2021-04-13,16.18000030517578
2021-04-14,16.190000534057617
2021-04-15,16.34000015258789
2021-04-16,16.3700008392334
2021-04-19,16.399999618530273
2021-04-20,16.229999542236328
2021-04-21,16.639999389648438
2021-04-22,17.079999923706055
2021-04-23,17.479999542236328
2021-04-26,18.100000381469727
2021-04-27,19.15999984741211
2021-04-28,19.200000762939453
2021-04-29,20.049999237060547
2021-04-30,19.979999542236328
2021-05-03,19.979999542236328
2021-05-04,19.389999389648438
2021-05-05,24.110000610351562
2021-05-06,23.729999542236328
2021-05-07,23.43000030517578
2021-05-10,23.6200008392334
2021-05-11,23.75
2021-05-12,22.81999969482422
2021-05-13,22.8700008392334
2021-05-14,24.540000915527344
2021-05-17,24.139999389648438
2021-05-18,23.739999771118164
2021-05-19,23.75
2021-05-20,24.3700008392334
2021-05-21,24.139999389648438
2021-05-24,24.600000381469727
2021-05-25,24.639999389648438
2021-05-26,25.100000381469727
2021-05-27,25.299999237060547
2021-05-28,25.469999313354492
2021-06-01,26.0
2021-06-02,25.100000381469727
2021-06-03,24.600000381469727
2021-06-04,24.43000030517578
2021-06-07,23.8700008392334
2021-06-08,24.40999984741211
2021-06-09,24.100000381469727
2021-06-10,23.670000076293945
2021-06-11,23.149999618530273
2021-06-14,23.84000015258789
2021-06-15,23.420000076293945
2021-06-16,24.209999084472656
2021-06-17,24.25
2021-06-18,23.68000030517578
2021-06-21,24.690000534057617
2021-06-22,24.489999771118164
2021-06-23,24.65999984741211
2021-06-24,25.020000457763672
2021-06-25,24.729999542236328
2021-06-28,24.5
2021-06-29,25.559999465942383
2021-06-30,26.020000457763672
2021-07-01,26.40999984741211
2021-07-02,25.600000381469727
2021-07-06,24.920000076293945
2021-07-07,24.489999771118164
2021-07-08,24.1299991607666
2021-07-09,24.299999237060547
2021-07-12,24.200000762939453
2021-07-13,23.510000228881836
2021-07-14,22.860000610351562
2021-07-15,22.690000534057617
2021-07-16,22.600000381469727
2021-07-19,23.010000228881836
2021-07-20,23.6200008392334
2021-07-21,23.969999313354492
2021-07-22,23.8799991607666
2021-07-23,24.190000534057617
2021-07-26,23.920000076293945
2021-07-27,24.34000015258789
2021-07-28,23.760000228881836
2021-07-29,24.260000228881836
2021-07-30,24.09000015258789
2021-08-02,22.649999618530273
2021-08-03,23.969999313354492
2021-08-04,23.290000915527344
2021-08-05,22.700000762939453
2021-08-06,22.790000915527344
2021-08-09,22.040000915527344
2021-08-10,21.979999542236328
2021-08-11,21.56999969482422
2021-08-12,21.950000762939453
2021-08-13,22.540000915527344
2021-08-16,22.110000610351562
2021-08-17,21.059999465942383
2021-08-18,21.049999237060547
2021-08-19,20.40999984741211
2021-08-20,20.389999389648438
2021-08-23,20.700000762939453
2021-08-24,21.579999923706055
2021-08-25,21.469999313354492
2021-08-26,21.18000030517578
2021-08-27,21.389999389648438
2021-08-30,21.510000228881836
2021-08-31,20.950000762939453
2021-09-01,21.18000030517578
2021-09-02,21.229999542236328
2021-09-03,21.540000915527344
2021-09-07,21.850000381469727
2021-09-08,21.100000381469727
2021-09-09,21.59000015258789
2021-09-10,20.889999389648438
2021-09-13,20.34000015258789
2021-09-14,19.719999313354492
2021-09-15,20.0
2021-09-16,21.559999465942383
2021-09-17,21.389999389648438
2021-09-20,21.850000381469727
2021-09-21,22.389999389648438
2021-09-22,22.600000381469727
2021-09-23,22.809999465942383
2021-09-24,22.639999389648438
2021-09-27,22.950000762939453
2021-09-28,22.299999237060547
2021-09-29,23.15999984741211
2021-09-30,22.239999771118164
2021-10-01,21.649999618530273
2021-10-04,21.459999084472656
2021-10-05,22.18000030517578
2021-10-06,21.700000762939453
2021-10-07,22.200000762939453
2021-10-08,22.139999389648438
2021-10-11,22.139999389648438
2021-10-12,21.649999618530273
2021-10-13,21.65999984741211
2021-10-14,22.540000915527344
2021-10-15,22.8799991607666
2021-10-18,22.969999313354492
2021-10-19,22.510000228881836
2021-10-20,22.780000686645508
2021-10-21,23.0
2021-10-22,23.959999084472656
2021-10-25,24.829999923706055
2021-10-26,24.5
2021-10-27,22.729999542236328
2021-10-28,23.229999542236328
2021-10-29,23.190000534057617
2021-11-01,23.239999771118164
2021-11-02,24.200000762939453
2021-11-03,23.40999984741211
2021-11-04,24.329999923706055
2021-11-05,24.399999618530273
2021-11-08,24.8799991607666
2021-11-09,24.989999771118164
2021-11-10,25.260000228881836
2021-11-11,24.770000457763672
2021-11-12,25.489999771118164
2021-11-15,25.84000015258789
2021-11-16,27.549999237060547
2021-11-17,27.510000228881836
2021-11-18,27.219999313354492
2021-11-19,27.239999771118164
2021-11-22,25.989999771118164
2021-11-23,24.989999771118164
2021-11-24,25.700000762939453
2021-11-26,25.100000381469727
2021-11-29,24.760000228881836
2021-11-30,24.479999542236328
2021-12-01,23.969999313354492
2021-12-02,24.520000457763672
2021-12-03,24.479999542236328
2021-12-06,24.239999771118164
2021-12-07,25.329999923706055
2021-12-08,25.6299991607666
2021-12-09,24.979999542236328
2021-12-10,25.3700008392334
2021-12-13,25.139999389648438
2021-12-14,24.6299991607666
2021-12-15,25.1299991607666
2021-12-16,24.68000030517578
2021-12-17,24.270000457763672
2021-12-20,22.530000686645508
2021-12-21,24.260000228881836
2021-12-22,24.219999313354492
2021-12-23,24.559999465942383
2021-12-27,25.09000015258789
2021-12-28,24.90999984741211
2021-12-29,24.950000762939453
2021-12-30,25.350000381469727
2021-12-31,26.229999542236328
2022-01-03,25.1200008392334
2022-01-04,24.549999237060547
2022-01-05,23.110000610351562
2022-01-06,22.989999771118164
2022-01-07,22.15999984741211
2022-01-10,22.559999465942383
2022-01-11,22.989999771118164
2022-01-12,23.3799991607666
2022-01-13,23.0
2022-01-14,22.149999618530273
2022-01-18,21.81999969482422
2022-01-19,21.65999984741211
2022-01-20,20.959999084472656
2022-01-21,21.1299991607666
2022-01-24,19.809999465942383
2022-01-25,19.190000534057617
2022-01-26,18.1200008392334
2022-01-27,17.829999923706055
2022-01-28,18.6299991607666
2022-01-31,19.690000534057617
2022-02-01,19.950000762939453
2022-02-02,19.670000076293945
2022-02-03,18.989999771118164
2022-02-04,19.309999465942383
2022-02-07,18.84000015258789
2022-02-08,19.0
2022-02-09,19.200000762939453
2022-02-10,18.790000915527344
2022-02-11,17.770000457763672
2022-02-14,17.989999771118164
2022-02-15,18.940000534057617
2022-02-16,18.649999618530273
2022-02-17,17.75
2022-02-18,17.610000610351562
2022-02-22,17.3700008392334
2022-02-23,16.719999313354492
2022-02-24,17.399999618530273
2022-02-25,17.780000686645508
2022-02-28,17.889999389648438
2022-03-01,17.600000381469727
2022-03-02,17.719999313354492
2022-03-03,17.100000381469727
2022-03-04,16.649999618530273
2022-03-07,16.25
2022-03-08,16.760000228881836
2022-03-09,17.6200008392334
2022-03-10,17.350000381469727
2022-03-11,16.799999237060547
2022-03-14,16.010000228881836
2022-03-15,16.350000381469727
2022-03-16,17.1299991607666
2022-03-17,17.59000015258789
2022-03-18,17.559999465942383
2022-03-21,17.59000015258789
2022-03-22,17.899999618530273
2022-03-23,17.31999969482422
2022-03-24,16.670000076293945
2022-03-25,16.309999465942383
2022-03-28,16.690000534057617
2022-03-29,17.389999389648438
2022-03-30,17.40999984741211
2022-03-31,16.6200008392334
2022-04-01,16.84000015258789
2022-04-04,17.280000686645508
2022-04-05,17.010000228881836
2022-04-06,16.40999984741211
2022-04-07,16.489999771118164
2022-04-08,16.670000076293945
2022-04-11,16.649999618530273
2022-04-12,16.790000915527344
2022-04-13,17.309999465942383
2022-04-14,16.84000015258789
2022-04-18,16.280000686645508
2022-04-19,16.709999084472656
2022-04-20,16.690000534057617
2022-04-21,16.309999465942383
2022-04-22,16.170000076293945
2022-04-25,16.600000381469727
2022-04-26,16.18000030517578
2022-04-27,15.5
2022-04-28,16.610000610351562
2022-04-29,15.899999618530273
2022-05-02,16.8799991607666
2022-05-03,14.90999984741211
2022-05-04,15.319999694824219
2022-05-05,14.680000305175781
2022-05-06,14.289999961853027
2022-05-09,13.869999885559082
2022-05-10,13.729999542236328
2022-05-11,13.329999923706055
2022-05-12,13.869999885559082
2022-05-13,14.75
2022-05-16,14.279999732971191
2022-05-17,14.880000114440918
2022-05-18,14.40999984741211
2022-05-19,14.239999771118164
2022-05-20,14.3100004196167
2022-05-23,14.479999542236328
2022-05-24,14.119999885559082
2022-05-25,14.5
2022-05-26,15.220000267028809
2022-05-27,15.5600004196167
2022-05-31,15.300000190734863
2022-06-01,15.579999923706055
2022-06-02,16.079999923706055
2022-06-03,16.059999465942383
2022-06-06,16.229999542236328
2022-06-07,16.329999923706055
2022-06-08,16.030000686645508
2022-06-09,15.979999542236328
2022-06-10,15.550000190734863
2022-06-13,14.9399995803833
2022-06-14,14.920000076293945
2022-06-15,14.75
2022-06-16,13.649999618530273
2022-06-17,13.800000190734863
2022-06-21,14.050000190734863
2022-06-22,14.180000305175781
2022-06-23,14.84000015258789
2022-06-24,15.4399995803833
2022-06-27,15.319999694824219
2022-06-28,15.229999542236328
2022-06-29,14.779999732971191
2022-06-30,14.390000343322754
2022-07-01,14.5
2022-07-05,14.220000267028809
2022-07-06,14.029999732971191
2022-07-07,14.569999694824219
2022-07-08,14.25
2022-07-11,14.010000228881836
2022-07-12,13.949999809265137
2022-07-13,13.899999618530273
2022-07-14,13.779999732971191
2022-07-15,13.949999809265137
2022-07-18,14.119999885559082
2022-07-19,14.75
2022-07-20,14.960000038146973
2022-07-21,13.729999542236328
2022-07-22,13.539999961853027
2022-07-25,13.359999656677246
2022-07-26,13.15999984741211
2022-07-27,13.710000038146973
2022-07-28,11.210000038146973
2022-07-29,11.670000076293945
2022-08-01,11.520000457763672
2022-08-02,11.569999694824219
2022-08-03,11.710000038146973
2022-08-04,11.649999618530273
2022-08-05,11.569999694824219
2022-08-08,12.010000228881836
2022-08-09,11.430000305175781
2022-08-10,11.569999694824219
2022-08-11,11.670000076293945
2022-08-12,12.180000305175781
2022-08-15,12.229999542236328
2022-08-16,12.3100004196167
2022-08-17,12.199999809265137
2022-08-18,12.100000381469727
2022-08-19,11.75
2022-08-22,11.460000038146973
2022-08-23,11.029999732971191
2022-08-24,11.050000190734863
2022-08-25,11.34000015258789
2022-08-26,11.0
2022-08-29,10.699999809265137
2022-08-30,10.800000190734863
2022-08-31,10.510000228881836
2022-09-01,10.300000190734863
2022-09-02,10.270000457763672
2022-09-06,10.699999809265137
2022-09-07,11.130000114440918
2022-09-08,11.34000015258789
2022-09-09,11.380000114440918
2022-09-12,11.470000267028809
2022-09-13,10.600000381469727
2022-09-14,10.260000228881836
2022-09-15,10.270000457763672
2022-09-16,10.079999923706055
2022-09-19,10.25
2022-09-20,9.859999656677246
2022-09-21,9.899999618530273
2022-09-22,9.579999923706055
2022-09-23,9.220000267028809
2022-09-26,9.0
2022-09-27,9.140000343322754
2022-09-28,9.319999694824219
2022-09-29,8.930000305175781
2022-09-30,8.869999885559082
2022-10-03,9.40999984741211
2022-10-04,9.739999771118164
2022-10-05,9.529999732971191
2022-10-06,9.319999694824219
2022-10-07,8.989999771118164
2022-10-10,8.869999885559082
2022-10-11,9.029999732971191
2022-10-12,8.869999885559082
2022-10-13,9.0
2022-10-14,8.729999542236328
2022-10-17,9.010000228881836
2022-10-18,9.010000228881836
2022-10-19,8.510000228881836
2022-10-20,8.130000114440918
2022-10-21,8.369999885559082
2022-10-24,8.479999542236328
2022-10-25,9.039999961853027
2022-10-26,9.210000038146973
2022-10-27,9.010000228881836
2022-10-28,9.3100004196167
2022-10-31,9.25
2022-11-01,9.15999984741211
2022-11-02,8.869999885559082
2022-11-03,8.729999542236328
2022-11-04,8.979999542236328
2022-11-07,9.270000457763672
2022-11-08,9.550000190734863
2022-11-09,9.069999694824219
2022-11-10,10.420000076293945
2022-11-11,10.739999771118164
2022-11-14,10.710000038146973
2022-11-15,10.600000381469727
2022-11-16,9.850000381469727
2022-11-17,9.609999656677246
2022-11-18,9.550000190734863
2022-11-21,9.619999885559082
2022-11-22,9.600000381469727
2022-11-23,9.729999542236328
2022-11-25,9.779999732971191
2022-11-28,9.260000228881836
2022-11-29,9.270000457763672
2022-11-30,9.550000190734863
2022-12-01,9.579999923706055
2022-12-02,9.5
2022-12-05,9.369999885559082
2022-12-06,9.069999694824219
2022-12-07,9.079999923706055
2022-12-08,9.029999732971191
2022-12-09,9.010000228881836
2022-12-12,9.270000457763672
2022-12-13,9.40999984741211
2022-12-14,9.359999656677246
2022-12-15,9.0
2022-12-16,9.149999618530273
2022-12-19,9.039999961853027
2022-12-20,9.319999694824219
2022-12-21,9.5
2022-12-22,9.279999732971191
2022-12-23,9.380000114440918
2022-12-27,9.289999961853027
2022-12-28,9.180000305175781
2022-12-29,9.449999809265137
2022-12-30,9.399999618530273
2023-01-03,9.9399995803833
2023-01-04,11.079999923706055
2023-01-05,10.960000038146973
2023-01-06,11.220000267028809
2023-01-09,11.600000381469727
2023-01-10,11.899999618530273
2023-01-11,12.369999885559082
2023-01-12,12.369999885559082
2023-01-13,12.329999923706055
2023-01-17,12.4399995803833
2023-01-18,12.300000190734863
2023-01-19,12.470000267028809
2023-01-20,12.949999809265137
2023-01-23,12.960000038146973
2023-01-24,12.84000015258789
2023-01-25,12.699999809265137
2023-01-26,12.829999923706055
2023-01-27,13.119999885559082
2023-01-30,13.0
2023-01-31,13.489999771118164
2023-02-01,13.949999809265137
2023-02-02,14.579999923706055
2023-02-03,14.050000190734863
2023-02-06,13.59000015258789
2023-02-07,13.539999961853027
2023-02-08,13.420000076293945
2023-02-09,13.140000343322754
2023-02-10,12.979999542236328
2023-02-13,13.180000305175781
2023-02-14,13.279999732971191
2023-02-15,13.3100004196167
2023-02-16,13.300000190734863
2023-02-17,13.109999656677246
2023-02-21,12.399999618530273
2023-02-22,12.510000228881836
2023-02-23,12.460000038146973
2023-02-24,12.449999809265137
2023-02-27,12.6899995803833
2023-02-28,12.3100004196167
2023-03-01,12.15999984741211
2023-03-02,11.8100004196167
2023-03-03,12.25
2023-03-06,11.829999923706055
2023-03-07,11.8100004196167
2023-03-08,12.039999961853027
2023-03-09,11.760000228881836
2023-03-10,11.430000305175781
2023-03-13,11.34000015258789
2023-03-14,11.449999809265137
2023-03-15,11.430000305175781
2023-03-16,11.5600004196167
2023-03-17,11.369999885559082
2023-03-20,11.199999809265137
2023-03-21,11.390000343322754
2023-03-22,11.069999694824219
2023-03-23,11.020000457763672
2023-03-24,10.949999809265137
2023-03-27,11.010000228881836
2023-03-28,11.09000015258789
2023-03-29,11.300000190734863
2023-03-30,11.289999961853027
2023-03-31,11.720000267028809
2023-04-03,11.640000343322754
2023-04-04,11.390000343322754
2023-04-05,11.15999984741211
2023-04-06,11.079999923706055
2023-04-10,11.300000190734863
2023-04-11,11.270000457763672
2023-04-12,11.359999656677246
2023-04-13,11.34000015258789
2023-04-14,11.029999732971191
2023-04-17,11.140000343322754
2023-04-18,11.229999542236328
2023-04-19,11.149999618530273
2023-04-20,11.180000305175781
2023-04-21,11.630000114440918
2023-04-24,11.699999809265137
2023-04-25,11.65999984741211
2023-04-26,11.220000267028809
2023-04-27,11.90999984741211
2023-04-28,12.039999961853027
2023-05-01,11.989999771118164
2023-05-02,12.0600004196167
2023-05-03,12.369999885559082
2023-05-04,11.880000114440918
2023-05-05,12.390000343322754
2023-05-08,11.600000381469727
2023-05-09,11.829999923706055
2023-05-10,11.489999771118164
2023-05-11,11.1899995803833
