Date,Adj Close
2021-05-26,21.100000381469727
2021-05-27,20.850000381469727
2021-05-28,21.010000228881836
2021-06-01,23.049999237060547
2021-06-02,23.799999237060547
2021-06-03,24.65999984741211
2021-06-04,24.540000915527344
2021-06-07,23.6299991607666
2021-06-08,23.670000076293945
2021-06-09,22.829999923706055
2021-06-10,22.469999313354492
2021-06-11,22.059999465942383
2021-06-14,21.399999618530273
2021-06-15,20.90999984741211
2021-06-16,20.59000015258789
2021-06-17,20.639999389648438
2021-06-18,21.260000228881836
2021-06-21,23.510000228881836
2021-06-22,22.920000076293945
2021-06-23,23.389999389648438
2021-06-24,23.280000686645508
2021-06-25,21.93000030517578
2021-06-28,24.110000610351562
2021-06-29,23.6200008392334
2021-06-30,24.979999542236328
2021-07-01,24.1200008392334
2021-07-02,25.950000762939453
2021-07-06,25.469999313354492
2021-07-07,24.270000457763672
2021-07-08,23.3799991607666
2021-07-09,24.31999969482422
2021-07-12,25.170000076293945
2021-07-13,24.969999313354492
2021-07-14,24.90999984741211
2021-07-15,24.610000610351562
2021-07-16,24.489999771118164
2021-07-19,23.0
2021-07-20,23.600000381469727
2021-07-21,24.350000381469727
2021-07-22,24.350000381469727
2021-07-23,24.969999313354492
2021-07-26,26.0
2021-07-27,26.0
2021-07-28,25.950000762939453
2021-07-29,26.020000457763672
2021-07-30,26.079999923706055
2021-08-02,26.719999313354492
2021-08-03,27.25
2021-08-04,27.670000076293945
2021-08-05,26.559999465942383
2021-08-06,27.56999969482422
2021-08-09,28.0
2021-08-10,27.3700008392334
2021-08-11,28.729999542236328
2021-08-12,29.040000915527344
2021-08-13,28.899999618530273
2021-08-16,25.969999313354492
2021-08-17,25.030000686645508
2021-08-18,23.729999542236328
2021-08-19,23.81999969482422
2021-08-20,25.170000076293945
2021-08-23,26.0
2021-08-24,25.610000610351562
2021-08-25,25.459999084472656
2021-08-26,24.459999084472656
2021-08-27,24.899999618530273
2021-08-30,24.350000381469727
2021-08-31,25.190000534057617
2021-09-01,25.309999465942383
2021-09-02,25.950000762939453
2021-09-03,25.360000610351562
2021-09-07,24.170000076293945
2021-09-08,23.65999984741211
2021-09-09,24.6299991607666
2021-09-10,25.049999237060547
2021-09-13,25.56999969482422
2021-09-14,26.219999313354492
2021-09-15,26.329999923706055
2021-09-16,27.8700008392334
2021-09-17,26.989999771118164
2021-09-20,27.040000915527344
2021-09-21,28.200000762939453
2021-09-22,28.020000457763672
2021-09-23,28.0
2021-09-24,28.469999313354492
2021-09-27,28.479999542236328
2021-09-28,27.139999389648438
2021-09-29,26.729999542236328
2021-09-30,27.600000381469727
2021-10-01,27.920000076293945
2021-10-04,26.579999923706055
2021-10-05,27.489999771118164
2021-10-06,28.59000015258789
2021-10-07,27.989999771118164
2021-10-08,28.389999389648438
2021-10-11,26.860000610351562
2021-10-12,26.309999465942383
2021-10-13,27.209999084472656
2021-10-14,27.3700008392334
2021-10-15,27.079999923706055
2021-10-18,27.299999237060547
2021-10-19,27.18000030517578
2021-10-20,27.56999969482422
2021-10-21,28.229999542236328
2021-10-22,28.299999237060547
2021-10-25,27.489999771118164
2021-10-26,28.5
2021-10-27,27.5
2021-10-28,26.290000915527344
2021-10-29,27.780000686645508
2021-11-01,27.899999618530273
2021-11-02,28.399999618530273
2021-11-03,28.059999465942383
2021-11-04,28.829999923706055
2021-11-05,28.520000457763672
2021-11-08,28.510000228881836
2021-11-09,29.020000457763672
2021-11-10,26.719999313354492
2021-11-11,30.1299991607666
2021-11-12,31.0
2021-11-15,31.079999923706055
2021-11-16,32.150001525878906
2021-11-17,31.860000610351562
2021-11-18,31.350000381469727
2021-11-19,31.229999542236328
2021-11-22,29.850000381469727
2021-11-23,29.309999465942383
2021-11-24,30.170000076293945
2021-11-26,29.6299991607666
2021-11-29,29.729999542236328
2021-11-30,27.649999618530273
2021-12-01,26.940000534057617
2021-12-02,27.139999389648438
2021-12-03,25.40999984741211
2021-12-06,26.100000381469727
2021-12-07,27.219999313354492
2021-12-08,27.81999969482422
2021-12-09,26.979999542236328
2021-12-10,26.59000015258789
2021-12-13,25.459999084472656
2021-12-14,24.639999389648438
2021-12-15,24.860000610351562
2021-12-16,23.510000228881836
2021-12-17,23.479999542236328
2021-12-20,22.90999984741211
2021-12-21,24.209999084472656
2021-12-22,24.3799991607666
2021-12-23,24.709999084472656
2021-12-27,25.1299991607666
2021-12-28,24.860000610351562
2021-12-29,24.56999969482422
2021-12-30,25.360000610351562
2021-12-31,24.940000534057617
2022-01-03,25.06999969482422
2022-01-04,25.149999618530273
2022-01-05,23.059999465942383
2022-01-06,23.100000381469727
2022-01-07,23.84000015258789
2022-01-10,24.639999389648438
2022-01-11,25.219999313354492
2022-01-12,24.790000915527344
2022-01-13,24.399999618530273
2022-01-14,23.770000457763672
2022-01-18,23.34000015258789
2022-01-19,22.239999771118164
2022-01-20,21.360000610351562
2022-01-21,20.040000915527344
2022-01-24,20.360000610351562
2022-01-25,19.809999465942383
2022-01-26,21.06999969482422
2022-01-27,20.229999542236328
2022-01-28,21.030000686645508
2022-01-31,21.690000534057617
2022-02-01,21.84000015258789
2022-02-02,21.030000686645508
2022-02-03,21.030000686645508
2022-02-04,21.700000762939453
2022-02-07,21.579999923706055
2022-02-08,21.719999313354492
2022-02-09,22.6200008392334
2022-02-10,22.280000686645508
2022-02-11,21.43000030517578
2022-02-14,21.469999313354492
2022-02-15,21.8700008392334
2022-02-16,21.489999771118164
2022-02-17,20.559999465942383
2022-02-18,19.770000457763672
2022-02-22,19.3700008392334
2022-02-23,19.020000457763672
2022-02-24,19.489999771118164
2022-02-25,19.559999465942383
2022-02-28,19.979999542236328
2022-03-01,19.309999465942383
2022-03-02,21.530000686645508
2022-03-03,21.5
2022-03-04,20.459999084472656
2022-03-07,19.399999618530273
2022-03-08,19.709999084472656
2022-03-09,20.489999771118164
2022-03-10,20.59000015258789
2022-03-11,19.770000457763672
2022-03-14,18.920000076293945
2022-03-15,19.600000381469727
2022-03-16,20.420000076293945
2022-03-17,20.760000228881836
2022-03-18,22.059999465942383
2022-03-21,22.06999969482422
2022-03-22,23.15999984741211
2022-03-23,22.950000762939453
2022-03-24,23.309999465942383
2022-03-25,22.760000228881836
2022-03-28,23.56999969482422
2022-03-29,23.780000686645508
2022-03-30,23.440000534057617
2022-03-31,22.979999542236328
2022-04-01,23.25
2022-04-04,24.549999237060547
2022-04-05,23.59000015258789
2022-04-06,23.06999969482422
2022-04-07,23.780000686645508
2022-04-08,23.479999542236328
2022-04-11,23.75
2022-04-12,23.860000610351562
2022-04-13,24.350000381469727
2022-04-14,23.979999542236328
2022-04-18,24.110000610351562
2022-04-19,24.25
2022-04-20,23.760000228881836
2022-04-21,23.219999313354492
2022-04-22,22.8700008392334
2022-04-25,23.469999313354492
2022-04-26,22.81999969482422
2022-04-27,22.81999969482422
2022-04-28,23.110000610351562
2022-04-29,22.510000228881836
2022-05-02,22.700000762939453
2022-05-03,22.75
2022-05-04,23.899999618530273
2022-05-05,22.75
