Date,Adj Close
2021-09-23,48.45000076293945
2021-09-24,44.08000183105469
2021-09-27,41.0
2021-09-28,38.099998474121094
2021-09-29,37.0
2021-09-30,36.70000076293945
2021-10-01,37.66999816894531
2021-10-04,38.290000915527344
2021-10-05,39.560001373291016
2021-10-06,39.47999954223633
2021-10-07,39.209999084472656
2021-10-08,39.0
2021-10-11,37.400001525878906
2021-10-12,36.18000030517578
2021-10-13,38.72999954223633
2021-10-14,38.29999923706055
2021-10-15,40.20000076293945
2021-10-18,40.459999084472656
2021-10-19,33.90999984741211
2021-10-20,34.45000076293945
2021-10-21,35.5
2021-10-22,34.119998931884766
2021-10-25,32.689998626708984
2021-10-26,31.760000228881836
2021-10-27,31.459999084472656
2021-10-28,31.989999771118164
2021-10-29,30.6200008392334
2021-11-01,33.38999938964844
2021-11-02,31.100000381469727
2021-11-03,31.200000762939453
2021-11-04,33.970001220703125
2021-11-05,34.029998779296875
2021-11-08,36.04999923706055
2021-11-09,37.54999923706055
2021-11-10,36.5
2021-11-11,30.84000015258789
2021-11-12,30.56999969482422
2021-11-15,30.670000076293945
2021-11-16,28.360000610351562
2021-11-17,27.0
2021-11-18,26.260000228881836
2021-11-19,26.850000381469727
2021-11-22,25.510000228881836
2021-11-23,24.600000381469727
2021-11-24,25.6299991607666
2021-11-26,25.43000030517578
2021-11-29,24.979999542236328
2021-11-30,24.059999465942383
2021-12-01,22.8700008392334
2021-12-02,21.989999771118164
2021-12-03,20.5
2021-12-06,20.5
2021-12-07,21.399999618530273
2021-12-08,21.3700008392334
2021-12-09,20.020000457763672
2021-12-10,19.729999542236328
2021-12-13,18.700000762939453
2021-12-14,18.100000381469727
2021-12-15,19.760000228881836
2021-12-16,18.3799991607666
2021-12-17,19.219999313354492
2021-12-20,19.65999984741211
2021-12-21,19.700000762939453
2021-12-22,20.420000076293945
2021-12-23,21.579999923706055
2021-12-27,21.200000762939453
2021-12-28,20.549999237060547
2021-12-29,20.440000534057617
2021-12-30,20.700000762939453
2021-12-31,20.6200008392334
2022-01-03,20.100000381469727
2022-01-04,18.559999465942383
2022-01-05,16.610000610351562
2022-01-06,16.280000686645508
2022-01-07,15.920000076293945
2022-01-10,15.640000343322754
2022-01-11,16.31999969482422
2022-01-12,15.640000343322754
2022-01-13,15.130000114440918
2022-01-14,15.0
2022-01-18,14.640000343322754
2022-01-19,14.359999656677246
2022-01-20,14.489999771118164
2022-01-21,13.170000076293945
2022-01-24,13.220000267028809
2022-01-25,12.479999542236328
2022-01-26,11.949999809265137
2022-01-27,11.489999771118164
2022-01-28,11.239999771118164
2022-01-31,12.170000076293945
2022-02-01,12.75
2022-02-02,11.6899995803833
2022-02-03,10.979999542236328
2022-02-04,11.220000267028809
2022-02-07,11.890000343322754
2022-02-08,12.25
2022-02-09,12.890000343322754
2022-02-10,12.529999732971191
2022-02-11,12.369999885559082
2022-02-14,12.640000343322754
2022-02-15,13.069999694824219
2022-02-16,12.350000381469727
2022-02-17,10.989999771118164
2022-02-18,10.449999809265137
2022-02-22,10.569999694824219
2022-02-23,10.0
2022-02-24,10.850000381469727
2022-02-25,10.800000190734863
2022-02-28,10.949999809265137
2022-03-01,10.829999923706055
2022-03-02,10.899999618530273
2022-03-03,10.6899995803833
2022-03-04,10.260000228881836
2022-03-07,9.380000114440918
2022-03-08,8.960000038146973
2022-03-09,9.539999961853027
2022-03-10,9.319999694824219
2022-03-11,9.130000114440918
2022-03-14,8.550000190734863
2022-03-15,8.369999885559082
2022-03-16,8.90999984741211
2022-03-17,9.380000114440918
2022-03-18,9.710000038146973
2022-03-21,9.600000381469727
2022-03-22,9.65999984741211
2022-03-23,9.350000381469727
2022-03-24,9.710000038146973
2022-03-25,9.579999923706055
2022-03-28,9.979999542236328
2022-03-29,10.640000343322754
2022-03-30,10.130000114440918
2022-03-31,9.869999885559082
2022-04-01,10.350000381469727
2022-04-04,11.279999732971191
2022-04-05,11.0600004196167
2022-04-06,10.630000114440918
2022-04-07,10.289999961853027
2022-04-08,10.119999885559082
2022-04-11,10.039999961853027
2022-04-12,10.239999771118164
2022-04-13,10.649999618530273
2022-04-14,10.520000457763672
2022-04-18,10.279999732971191
2022-04-19,10.760000228881836
2022-04-20,10.710000038146973
2022-04-21,10.149999618530273
2022-04-22,9.930000305175781
2022-04-25,10.449999809265137
2022-04-26,10.15999984741211
2022-04-27,10.229999542236328
2022-04-28,11.100000381469727
2022-04-29,11.100000381469727
2022-05-02,11.680000305175781
2022-05-03,11.430000305175781
2022-05-04,11.699999809265137
2022-05-05,10.390000343322754
