Date,Adj Close
2019-10-25,15.9399995803833
2019-10-28,17.209999084472656
2019-10-29,16.43000030517578
2019-10-30,16.209999084472656
2019-10-31,16.43000030517578
2019-11-01,18.3799991607666
2019-11-04,19.049999237060547
2019-11-05,19.790000915527344
2019-11-06,19.899999618530273
2019-11-07,20.920000076293945
2019-11-08,21.75
2019-11-11,21.989999771118164
2019-11-12,20.809999465942383
2019-11-13,20.5
2019-11-14,20.559999465942383
2019-11-15,23.760000228881836
2019-11-18,24.920000076293945
2019-11-19,26.81999969482422
2019-11-20,26.559999465942383
2019-11-21,27.0
2019-11-22,25.68000030517578
2019-11-25,25.719999313354492
2019-11-26,25.760000228881836
2019-11-27,26.989999771118164
2019-11-29,26.639999389648438
2019-12-02,28.540000915527344
2019-12-03,27.719999313354492
2019-12-04,26.34000015258789
2019-12-05,27.860000610351562
2019-12-06,30.489999771118164
2019-12-09,27.809999465942383
2019-12-10,27.329999923706055
2019-12-11,26.459999084472656
2019-12-12,25.15999984741211
2019-12-13,25.989999771118164
2019-12-16,24.90999984741211
2019-12-17,25.489999771118164
2019-12-18,24.459999084472656
2019-12-19,23.84000015258789
2019-12-20,23.540000915527344
2019-12-23,25.700000762939453
2019-12-24,25.649999618530273
2019-12-26,26.270000457763672
2019-12-27,27.950000762939453
2019-12-30,28.204999923706055
2019-12-31,27.450000762939453
2020-01-02,25.959999084472656
2020-01-03,25.90999984741211
2020-01-06,27.969999313354492
2020-01-07,29.31999969482422
2020-01-08,29.389999389648438
2020-01-09,28.600000381469727
2020-01-10,29.260000228881836
2020-01-13,31.809999465942383
2020-01-14,33.34000015258789
2020-01-15,31.030000686645508
2020-01-16,31.610000610351562
2020-01-17,30.489999771118164
2020-01-21,32.369998931884766
2020-01-22,32.02000045776367
2020-01-23,32.5
2020-01-24,32.099998474121094
2020-01-27,31.6200008392334
2020-01-28,31.850000381469727
2020-01-29,30.510000228881836
2020-01-30,28.690000534057617
2020-01-31,27.799999237060547
2020-02-03,26.649999618530273
2020-02-04,28.704999923706055
2020-02-05,30.049999237060547
2020-02-06,29.899999618530273
2020-02-07,28.950000762939453
2020-02-10,29.969999313354492
2020-02-11,30.959999084472656
2020-02-12,34.279998779296875
2020-02-13,33.08000183105469
2020-02-14,33.0099983215332
2020-02-18,35.599998474121094
2020-02-19,34.7599983215332
2020-02-20,33.66999816894531
2020-02-21,29.989999771118164
2020-02-24,29.059999465942383
2020-02-25,27.59000015258789
2020-02-26,26.940000534057617
2020-02-27,26.639999389648438
2020-02-28,27.530000686645508
2020-03-02,27.40999984741211
2020-03-03,26.579999923706055
2020-03-04,28.729999542236328
2020-03-05,27.43000030517578
2020-03-06,25.219999313354492
2020-03-09,23.15999984741211
2020-03-10,24.290000915527344
2020-03-11,22.309999465942383
2020-03-12,20.06999969482422
2020-03-13,21.700000762939453
2020-03-16,19.59000015258789
2020-03-17,23.950000762939453
2020-03-18,20.989999771118164
2020-03-19,20.25
2020-03-20,19.5
2020-03-23,16.469999313354492
2020-03-24,18.1200008392334
2020-03-25,18.969999313354492
2020-03-26,22.600000381469727
2020-03-27,21.280000686645508
2020-03-30,22.56999969482422
2020-03-31,21.190000534057617
2020-04-01,17.530000686645508
2020-04-02,16.5
2020-04-03,17.530000686645508
2020-04-06,18.959999084472656
2020-04-07,18.690000534057617
2020-04-08,19.18000030517578
2020-04-09,21.229999542236328
2020-04-13,19.06999969482422
2020-04-14,21.15999984741211
2020-04-15,20.399999618530273
2020-04-16,20.399999618530273
2020-04-17,22.989999771118164
2020-04-20,22.1200008392334
2020-04-21,21.3799991607666
2020-04-22,23.3799991607666
2020-04-23,21.459999084472656
2020-04-24,20.729999542236328
2020-04-27,21.200000762939453
2020-04-28,21.81999969482422
2020-04-29,24.049999237060547
2020-04-30,23.43000030517578
2020-05-01,22.6200008392334
2020-05-04,21.8700008392334
2020-05-05,23.0
2020-05-06,21.75
2020-05-07,23.0
2020-05-08,22.020000457763672
2020-05-11,21.450000762939453
2020-05-12,20.489999771118164
2020-05-13,26.1299991607666
2020-05-14,24.549999237060547
2020-05-15,25.489999771118164
2020-05-18,27.649999618530273
2020-05-19,27.389999389648438
2020-05-20,25.510000228881836
2020-05-21,24.93000030517578
2020-05-22,25.100000381469727
2020-05-26,24.059999465942383
2020-05-27,24.010000228881836
2020-05-28,24.809999465942383
2020-05-29,24.959999084472656
2020-06-01,24.0
2020-06-02,24.389999389648438
2020-06-03,24.350000381469727
2020-06-04,24.6200008392334
2020-06-05,24.899999618530273
2020-06-08,24.850000381469727
2020-06-09,24.829999923706055
2020-06-10,24.739999771118164
2020-06-11,21.90999984741211
2020-06-12,22.559999465942383
2020-06-15,22.610000610351562
2020-06-16,23.3799991607666
2020-06-17,22.549999237060547
2020-06-18,23.06999969482422
2020-06-19,23.8799991607666
2020-06-22,24.34000015258789
2020-06-23,25.079999923706055
2020-06-24,25.829999923706055
2020-06-25,25.65999984741211
2020-06-26,24.690000534057617
2020-06-29,24.399999618530273
2020-06-30,25.809999465942383
2020-07-01,26.610000610351562
2020-07-02,26.309999465942383
2020-07-06,26.850000381469727
2020-07-07,25.940000534057617
2020-07-08,25.8700008392334
2020-07-09,26.110000610351562
2020-07-10,26.809999465942383
2020-07-13,25.309999465942383
2020-07-14,24.770000457763672
2020-07-15,25.860000610351562
2020-07-16,25.420000076293945
2020-07-17,26.360000610351562
2020-07-20,26.100000381469727
2020-07-21,25.829999923706055
2020-07-22,25.649999618530273
2020-07-23,27.18000030517578
2020-07-24,26.84000015258789
2020-07-27,26.799999237060547
2020-07-28,26.200000762939453
2020-07-29,25.959999084472656
2020-07-30,26.25
2020-07-31,26.625
2020-08-03,26.770000457763672
2020-08-04,27.18000030517578
2020-08-05,27.559999465942383
2020-08-06,27.280000686645508
2020-08-07,26.809999465942383
2020-08-10,29.459999084472656
2020-08-11,29.860000610351562
2020-08-12,29.670000076293945
2020-08-13,29.219999313354492
2020-08-14,29.65999984741211
2020-08-17,29.530000686645508
2020-08-18,29.28499984741211
2020-08-19,32.599998474121094
2020-08-20,30.989999771118164
2020-08-21,29.3799991607666
2020-08-24,28.690000534057617
2020-08-25,29.299999237060547
2020-08-26,28.3700008392334
2020-08-27,28.729999542236328
2020-08-28,28.59000015258789
2020-08-31,28.549999237060547
2020-09-01,29.649999618530273
2020-09-02,28.8700008392334
2020-09-03,27.299999237060547
2020-09-04,26.93000030517578
2020-09-08,27.780000686645508
2020-09-09,28.5
2020-09-10,26.559999465942383
2020-09-11,25.860000610351562
2020-09-14,27.90999984741211
2020-09-15,27.3700008392334
2020-09-16,29.100000381469727
2020-09-17,27.389999389648438
2020-09-18,26.350000381469727
2020-09-21,25.399999618530273
2020-09-22,26.709999084472656
2020-09-23,26.899999618530273
2020-09-24,27.43000030517578
2020-09-25,28.6200008392334
2020-09-28,28.229999542236328
2020-09-29,29.15999984741211
2020-09-30,29.43000030517578
2020-10-01,28.90999984741211
2020-10-02,28.850000381469727
2020-10-05,29.799999237060547
2020-10-06,28.700000762939453
2020-10-07,27.399999618530273
2020-10-08,28.09000015258789
2020-10-09,28.889999389648438
2020-10-12,29.510000228881836
2020-10-13,29.260000228881836
2020-10-14,28.75
2020-10-15,28.350000381469727
2020-10-16,27.809999465942383
2020-10-19,27.56999969482422
2020-10-20,27.100000381469727
2020-10-21,27.239999771118164
2020-10-22,27.399999618530273
2020-10-23,27.950000762939453
2020-10-26,26.690000534057617
2020-10-27,26.6200008392334
2020-10-28,24.600000381469727
2020-10-29,24.600000381469727
2020-10-30,24.3700008392334
2020-11-02,24.719999313354492
2020-11-03,25.260000228881836
2020-11-04,27.100000381469727
2020-11-05,27.350000381469727
2020-11-06,27.010000228881836
2020-11-09,28.56999969482422
2020-11-10,29.010000228881836
2020-11-11,29.75
2020-11-12,29.729999542236328
2020-11-13,30.700000762939453
2020-11-16,29.68000030517578
2020-11-17,30.0
2020-11-18,28.899999618530273
2020-11-19,29.309999465942383
2020-11-20,30.489999771118164
2020-11-23,32.220001220703125
2020-11-24,34.459999084472656
2020-11-25,34.709999084472656
2020-11-27,35.97999954223633
2020-11-30,35.4900016784668
2020-12-01,35.83000183105469
2020-12-02,36.459999084472656
2020-12-03,36.880001068115234
2020-12-04,37.58000183105469
2020-12-07,37.470001220703125
2020-12-08,37.459999084472656
2020-12-09,36.84000015258789
2020-12-10,37.36000061035156
2020-12-11,40.060001373291016
2020-12-14,40.56999969482422
2020-12-15,41.36000061035156
2020-12-16,40.31999969482422
2020-12-17,39.90999984741211
2020-12-18,40.0
2020-12-21,40.0
2020-12-22,41.25
2020-12-23,41.7400016784668
2020-12-24,42.15999984741211
2020-12-28,41.88999938964844
2020-12-29,42.34000015258789
2020-12-30,43.099998474121094
2020-12-31,42.38999938964844
2021-01-04,42.939998626708984
2021-01-05,42.61000061035156
2021-01-06,43.400001525878906
2021-01-07,45.2599983215332
2021-01-08,44.290000915527344
2021-01-11,44.90999984741211
2021-01-12,45.02000045776367
2021-01-13,44.79999923706055
2021-01-14,44.95000076293945
2021-01-15,47.88999938964844
2021-01-19,48.91999816894531
2021-01-20,48.58000183105469
2021-01-21,47.279998779296875
2021-01-22,50.2400016784668
2021-01-25,48.0
2021-01-26,44.959999084472656
2021-01-27,44.29999923706055
2021-01-28,46.52000045776367
2021-01-29,46.77000045776367
2021-02-01,48.279998779296875
2021-02-02,48.66999816894531
2021-02-03,47.52000045776367
2021-02-04,49.43000030517578
2021-02-05,49.91999816894531
2021-02-08,50.650001525878906
2021-02-09,50.439998626708984
2021-02-10,48.81999969482422
2021-02-11,49.88999938964844
2021-02-12,50.400001525878906
2021-02-16,49.36000061035156
2021-02-17,49.38999938964844
2021-02-18,49.029998779296875
2021-02-19,50.68000030517578
2021-02-22,51.25
2021-02-23,51.279998779296875
2021-02-24,53.34000015258789
2021-02-25,43.310001373291016
2021-02-26,42.09000015258789
2021-03-01,43.63999938964844
2021-03-02,43.959999084472656
2021-03-03,42.779998779296875
2021-03-04,40.65999984741211
2021-03-05,43.529998779296875
2021-03-08,42.16999816894531
2021-03-09,43.869998931884766
2021-03-10,46.029998779296875
2021-03-11,47.31999969482422
2021-03-12,48.59000015258789
2021-03-15,47.81999969482422
2021-03-16,48.02000045776367
2021-03-17,48.72999954223633
2021-03-18,46.029998779296875
2021-03-19,47.130001068115234
2021-03-22,48.560001373291016
2021-03-23,49.130001068115234
2021-03-24,47.25
2021-03-25,44.38999938964844
2021-03-26,43.88999938964844
2021-03-29,43.13999938964844
2021-03-30,43.34000015258789
2021-03-31,44.5099983215332
2021-04-01,45.650001525878906
2021-04-05,46.11000061035156
2021-04-06,45.86000061035156
2021-04-07,44.869998931884766
2021-04-08,45.7599983215332
2021-04-09,47.5
2021-04-12,47.72999954223633
2021-04-13,48.029998779296875
2021-04-14,49.849998474121094
2021-04-15,50.31999969482422
2021-04-16,52.970001220703125
2021-04-19,49.349998474121094
2021-04-20,48.470001220703125
2021-04-21,50.41999816894531
2021-04-22,51.04999923706055
2021-04-23,53.189998626708984
2021-04-26,55.900001525878906
2021-04-27,57.560001373291016
2021-04-28,58.599998474121094
2021-04-29,58.47999954223633
2021-04-30,56.90999984741211
2021-05-03,55.529998779296875
2021-05-04,54.150001525878906
2021-05-05,53.40999984741211
2021-05-06,52.099998474121094
2021-05-07,51.709999084472656
2021-05-10,50.95000076293945
2021-05-11,48.7599983215332
2021-05-12,47.86000061035156
2021-05-13,48.09000015258789
2021-05-14,50.459999084472656
2021-05-17,52.5
