Date,Adj Close
2021-04-28,23.0
2021-04-29,34.75
2021-04-30,36.31999969482422
2021-05-03,35.630001068115234
2021-05-04,34.91999816894531
2021-05-05,38.0
2021-05-06,32.810001373291016
2021-05-07,32.470001220703125
2021-05-10,30.969999313354492
2021-05-11,30.510000228881836
2021-05-12,30.139999389648438
2021-05-13,29.18000030517578
2021-05-14,29.1299991607666
2021-05-17,29.709999084472656
2021-05-18,30.170000076293945
2021-05-19,30.200000762939453
2021-05-20,30.079999923706055
2021-05-21,32.810001373291016
2021-05-24,32.31999969482422
2021-05-25,32.77000045776367
2021-05-26,33.099998474121094
2021-05-27,34.15999984741211
2021-05-28,32.72999954223633
2021-06-01,33.400001525878906
2021-06-02,34.38999938964844
2021-06-03,33.61000061035156
2021-06-04,33.25
2021-06-07,37.63999938964844
2021-06-08,37.959999084472656
2021-06-09,39.58000183105469
2021-06-10,39.7400016784668
2021-06-11,39.90999984741211
2021-06-14,41.11000061035156
2021-06-15,40.279998779296875
2021-06-16,42.470001220703125
2021-06-17,43.18000030517578
2021-06-18,45.349998474121094
2021-06-21,46.25
2021-06-22,46.5
2021-06-23,46.849998474121094
2021-06-24,44.86000061035156
2021-06-25,46.040000915527344
2021-06-28,49.25
2021-06-29,44.59000015258789
2021-06-30,44.369998931884766
2021-07-01,43.29999923706055
2021-07-02,44.68000030517578
2021-07-06,43.9900016784668
2021-07-07,45.0
2021-07-08,42.66999816894531
2021-07-09,43.88999938964844
2021-07-12,44.68000030517578
2021-07-13,44.15999984741211
2021-07-14,41.4900016784668
2021-07-15,41.630001068115234
2021-07-16,42.27000045776367
2021-07-19,43.619998931884766
2021-07-20,44.150001525878906
2021-07-21,46.04999923706055
2021-07-22,46.779998779296875
2021-07-23,46.54999923706055
2021-07-26,43.7400016784668
2021-07-27,43.77000045776367
2021-07-28,43.41999816894531
2021-07-29,42.810001373291016
2021-07-30,41.5
2021-08-02,41.59000015258789
2021-08-03,39.06999969482422
2021-08-04,37.40999984741211
2021-08-05,36.849998474121094
2021-08-06,38.04999923706055
2021-08-09,36.22999954223633
2021-08-10,34.689998626708984
2021-08-11,33.5099983215332
2021-08-12,32.83000183105469
2021-08-13,32.400001525878906
2021-08-16,32.45000076293945
2021-08-17,31.729999542236328
2021-08-18,31.579999923706055
2021-08-19,31.600000381469727
2021-08-20,30.3700008392334
2021-08-23,29.459999084472656
2021-08-24,30.15999984741211
2021-08-25,32.41999816894531
2021-08-26,32.650001525878906
2021-08-27,31.90999984741211
2021-08-30,32.56999969482422
2021-08-31,29.809999465942383
2021-09-01,29.34000015258789
2021-09-02,31.75
2021-09-03,32.040000915527344
2021-09-07,30.979999542236328
2021-09-08,27.950000762939453
2021-09-09,28.450000762939453
2021-09-10,29.469999313354492
2021-09-13,28.219999313354492
2021-09-14,26.860000610351562
2021-09-15,26.829999923706055
2021-09-16,26.989999771118164
2021-09-17,27.059999465942383
2021-09-20,27.079999923706055
2021-09-21,26.09000015258789
2021-09-22,25.450000762939453
2021-09-23,26.739999771118164
2021-09-24,25.799999237060547
2021-09-27,25.760000228881836
2021-09-28,24.399999618530273
2021-09-29,24.010000228881836
2021-09-30,23.559999465942383
2021-10-01,23.079999923706055
2021-10-04,21.75
2021-10-05,21.829999923706055
2021-10-06,21.40999984741211
2021-10-07,21.469999313354492
2021-10-08,21.31999969482422
2021-10-11,21.350000381469727
2021-10-12,22.6200008392334
2021-10-13,22.5
2021-10-14,23.520000457763672
2021-10-15,23.510000228881836
2021-10-18,21.920000076293945
2021-10-19,22.799999237060547
2021-10-20,24.760000228881836
2021-10-21,24.350000381469727
2021-10-22,23.65999984741211
2021-10-25,24.1200008392334
2021-10-26,22.510000228881836
2021-10-27,23.770000457763672
2021-10-28,24.920000076293945
2021-10-29,25.700000762939453
2021-11-01,25.829999923706055
2021-11-02,25.579999923706055
2021-11-03,26.479999542236328
2021-11-04,27.450000762939453
2021-11-05,27.469999313354492
2021-11-08,31.399999618530273
2021-11-09,30.850000381469727
2021-11-10,32.13999938964844
2021-11-11,31.93000030517578
2021-11-12,32.4900016784668
2021-11-15,29.760000228881836
2021-11-16,30.959999084472656
2021-11-17,30.959999084472656
2021-11-18,30.270000457763672
2021-11-19,28.850000381469727
2021-11-22,27.989999771118164
2021-11-23,25.40999984741211
2021-11-24,25.420000076293945
2021-11-26,23.709999084472656
2021-11-29,23.799999237060547
2021-11-30,23.100000381469727
2021-12-01,22.31999969482422
2021-12-02,22.149999618530273
2021-12-03,21.139999389648438
2021-12-06,21.579999923706055
2021-12-07,21.899999618530273
2021-12-08,23.5
2021-12-09,22.200000762939453
2021-12-10,22.06999969482422
2021-12-13,22.170000076293945
2021-12-14,22.479999542236328
2021-12-15,22.6200008392334
2021-12-16,21.989999771118164
2021-12-17,23.56999969482422
2021-12-20,23.489999771118164
2021-12-21,24.780000686645508
2021-12-22,25.600000381469727
2021-12-23,26.190000534057617
2021-12-27,26.290000915527344
2021-12-28,26.299999237060547
2021-12-29,25.979999542236328
2021-12-30,26.5
2021-12-31,25.8700008392334
2022-01-03,26.979999542236328
2022-01-04,25.690000534057617
2022-01-05,25.0
2022-01-06,26.020000457763672
2022-01-07,22.520000457763672
2022-01-10,23.75
2022-01-11,24.950000762939453
