Date,Adj Close
2019-08-01,19.610000610351562
2019-08-02,24.399999618530273
2019-08-05,23.0
2019-08-06,21.959999084472656
2019-08-07,21.329999923706055
2019-08-08,21.0
2019-08-09,20.5
2019-08-12,20.860000610351562
2019-08-13,20.479999542236328
2019-08-14,20.389999389648438
2019-08-15,20.739999771118164
2019-08-16,22.5
2019-08-19,26.149999618530273
2019-08-20,26.969999313354492
2019-08-21,26.68000030517578
2019-08-22,22.809999465942383
2019-08-23,23.639999389648438
2019-08-26,24.760000228881836
2019-08-27,24.860000610351562
2019-08-28,25.049999237060547
2019-08-29,25.149999618530273
2019-08-30,25.06999969482422
2019-09-03,24.1299991607666
2019-09-04,24.780000686645508
2019-09-05,24.31999969482422
2019-09-06,23.350000381469727
2019-09-09,22.459999084472656
2019-09-10,20.829999923706055
2019-09-11,20.170000076293945
2019-09-12,20.43000030517578
2019-09-13,19.760000228881836
2019-09-16,19.649999618530273
2019-09-17,20.920000076293945
2019-09-18,20.360000610351562
2019-09-19,20.1299991607666
2019-09-20,19.420000076293945
2019-09-23,18.90999984741211
2019-09-24,19.479999542236328
2019-09-25,19.219999313354492
2019-09-26,19.520000457763672
2019-09-27,19.170000076293945
2019-09-30,19.6200008392334
2019-10-01,19.239999771118164
2019-10-02,19.3799991607666
2019-10-03,19.219999313354492
2019-10-04,18.850000381469727
2019-10-07,18.860000610351562
2019-10-08,17.979999542236328
2019-10-09,17.290000915527344
2019-10-10,17.25
2019-10-11,18.229999542236328
2019-10-14,18.15999984741211
2019-10-15,18.15999984741211
2019-10-16,17.420000076293945
2019-10-17,17.610000610351562
2019-10-18,17.3700008392334
2019-10-21,16.799999237060547
2019-10-22,17.190000534057617
2019-10-23,17.06999969482422
2019-10-24,17.90999984741211
2019-10-25,18.290000915527344
2019-10-28,18.829999923706055
2019-10-29,18.420000076293945
2019-10-30,18.729999542236328
2019-10-31,18.450000762939453
2019-11-01,18.579999923706055
2019-11-04,19.100000381469727
2019-11-05,19.489999771118164
2019-11-06,18.950000762939453
2019-11-07,20.1200008392334
2019-11-08,20.84000015258789
2019-11-11,21.84000015258789
2019-11-12,22.600000381469727
2019-11-13,24.940000534057617
2019-11-14,24.760000228881836
2019-11-15,24.350000381469727
2019-11-18,22.989999771118164
2019-11-19,22.270000457763672
2019-11-20,22.25
2019-11-21,23.309999465942383
2019-11-22,23.639999389648438
2019-11-25,24.770000457763672
2019-11-26,24.719999313354492
2019-11-27,25.09000015258789
2019-11-29,25.940000534057617
2019-12-02,24.8700008392334
2019-12-03,25.219999313354492
2019-12-04,24.600000381469727
2019-12-05,25.1200008392334
2019-12-06,25.639999389648438
2019-12-09,25.09000015258789
2019-12-10,25.139999389648438
2019-12-11,25.1200008392334
2019-12-12,24.790000915527344
2019-12-13,25.610000610351562
2019-12-16,25.889999389648438
2019-12-17,25.040000915527344
2019-12-18,25.540000915527344
2019-12-19,26.6200008392334
2019-12-20,27.079999923706055
2019-12-23,28.31999969482422
2019-12-24,28.760000228881836
2019-12-26,28.06999969482422
2019-12-27,27.06999969482422
2019-12-30,26.309999465942383
2019-12-31,25.450000762939453
2020-01-02,27.110000610351562
2020-01-03,26.489999771118164
2020-01-06,27.829999923706055
2020-01-07,27.860000610351562
2020-01-08,28.780000686645508
2020-01-09,25.6200008392334
2020-01-10,24.899999618530273
2020-01-13,24.270000457763672
2020-01-14,23.940000534057617
2020-01-15,23.459999084472656
2020-01-16,23.809999465942383
2020-01-17,24.239999771118164
2020-01-21,23.420000076293945
2020-01-22,22.760000228881836
2020-01-23,22.959999084472656
2020-01-24,23.100000381469727
2020-01-27,23.479999542236328
2020-01-28,24.040000915527344
2020-01-29,23.020000457763672
2020-01-30,22.75
2020-01-31,22.520000457763672
2020-02-03,22.959999084472656
2020-02-04,22.940000534057617
2020-02-05,23.469999313354492
2020-02-06,22.709999084472656
2020-02-07,22.8799991607666
2020-02-10,22.770000457763672
2020-02-11,22.770000457763672
2020-02-12,22.6200008392334
2020-02-13,22.700000762939453
2020-02-14,22.1200008392334
2020-02-18,22.59000015258789
2020-02-19,23.299999237060547
2020-02-20,24.729999542236328
2020-02-21,24.309999465942383
2020-02-24,22.780000686645508
2020-02-25,22.59000015258789
2020-02-26,21.68000030517578
2020-02-27,20.59000015258789
2020-02-28,18.610000610351562
2020-03-02,18.700000762939453
2020-03-03,17.56999969482422
2020-03-04,17.670000076293945
2020-03-05,15.949999809265137
2020-03-06,15.390000343322754
2020-03-09,14.020000457763672
2020-03-10,15.140000343322754
2020-03-11,13.8100004196167
2020-03-12,12.520000457763672
2020-03-13,12.350000381469727
2020-03-16,10.239999771118164
2020-03-17,8.520000457763672
2020-03-18,5.28000020980835
2020-03-19,6.449999809265137
2020-03-20,8.0600004196167
2020-03-23,9.600000381469727
2020-03-24,10.960000038146973
2020-03-25,13.1899995803833
2020-03-26,14.489999771118164
2020-03-27,11.470000267028809
2020-03-30,10.90999984741211
2020-03-31,11.960000038146973
2020-04-01,10.40999984741211
2020-04-02,10.020000457763672
2020-04-03,8.609999656677246
