Date,Adj Close
2020-10-02,13.449999809265137
2020-10-05,12.100000381469727
2020-10-06,13.239999771118164
2020-10-07,14.010000228881836
2020-10-08,14.15999984741211
2020-10-09,13.906999588012695
2020-10-12,13.75
2020-10-13,13.949999809265137
2020-10-14,13.899999618530273
2020-10-15,13.409000396728516
2020-10-16,13.760000228881836
2020-10-19,12.989999771118164
2020-10-20,12.550000190734863
2020-10-21,12.149999618530273
2020-10-22,11.84000015258789
2020-10-23,11.739999771118164
2020-10-26,12.199999809265137
2020-10-27,12.5
2020-10-28,11.5
2020-10-29,11.550000190734863
2020-10-30,11.350000381469727
2020-11-02,10.979999542236328
2020-11-03,11.380000114440918
2020-11-04,11.600000381469727
2020-11-05,12.050000190734863
2020-11-06,11.600000381469727
2020-11-09,11.399999618530273
2020-11-10,10.920000076293945
2020-11-11,11.369999885559082
2020-11-12,10.9399995803833
2020-11-13,11.460000038146973
2020-11-16,11.430000305175781
2020-11-17,11.449999809265137
2020-11-18,10.800000190734863
2020-11-19,11.100000381469727
2020-11-20,10.699999809265137
2020-11-23,10.600000381469727
2020-11-24,10.279999732971191
2020-11-25,10.40999984741211
2020-11-27,10.949999809265137
2020-11-30,11.199999809265137
2020-12-01,11.119999885559082
2020-12-02,11.130000114440918
2020-12-03,12.399999618530273
2020-12-04,13.680000305175781
2020-12-07,12.300000190734863
2020-12-08,11.944999694824219
2020-12-09,11.640000343322754
2020-12-10,11.369999885559082
2020-12-11,11.270000457763672
2020-12-14,11.84000015258789
2020-12-15,11.539999961853027
2020-12-16,11.029999732971191
2020-12-17,10.729999542236328
2020-12-18,9.960000038146973
2020-12-21,10.960000038146973
2020-12-22,9.90999984741211
2020-12-23,10.220000267028809
2020-12-24,10.199999809265137
2020-12-28,10.25
2020-12-29,9.460000038146973
2020-12-30,9.5600004196167
2020-12-31,9.680000305175781
2021-01-04,9.75
2021-01-05,9.609999656677246
2021-01-06,9.5600004196167
2021-01-07,10.270000457763672
2021-01-08,11.600000381469727
2021-01-11,13.649999618530273
2021-01-12,13.15999984741211
2021-01-13,13.199999809265137
2021-01-14,13.140000343322754
2021-01-15,13.729999542236328
2021-01-19,15.010000228881836
2021-01-20,15.220000267028809
2021-01-21,14.180000305175781
2021-01-22,14.680000305175781
2021-01-25,17.850000381469727
2021-01-26,16.049999237060547
2021-01-27,15.34000015258789
2021-01-28,14.09000015258789
2021-01-29,14.529999732971191
2021-02-01,17.209999084472656
2021-02-02,20.239999771118164
2021-02-03,21.899999618530273
2021-02-04,20.0
2021-02-05,19.25
2021-02-08,20.899999618530273
2021-02-09,22.350000381469727
2021-02-10,21.8700008392334
2021-02-11,23.270000457763672
2021-02-12,24.670000076293945
2021-02-16,23.8799991607666
2021-02-17,22.219999313354492
2021-02-18,39.0099983215332
2021-02-19,38.0
2021-02-22,31.200000762939453
2021-02-23,28.510000228881836
2021-02-24,43.2400016784668
2021-02-25,38.2400016784668
2021-02-26,39.58000183105469
2021-03-01,39.95000076293945
2021-03-02,38.15999984741211
2021-03-03,35.59000015258789
2021-03-04,30.600000381469727
2021-03-05,29.84000015258789
2021-03-08,30.610000610351562
2021-03-09,30.549999237060547
2021-03-10,28.540000915527344
2021-03-11,29.90999984741211
2021-03-12,29.200000762939453
2021-03-15,28.770000457763672
2021-03-16,31.020000457763672
2021-03-17,30.290000915527344
2021-03-18,33.20000076293945
2021-03-19,36.060001373291016
2021-03-22,37.40999984741211
2021-03-23,35.13999938964844
2021-03-24,32.209999084472656
2021-03-25,31.829999923706055
2021-03-26,31.8799991607666
2021-03-29,30.65999984741211
2021-03-30,30.84000015258789
2021-03-31,33.880001068115234
