Date,Adj Close
2022-02-16,28.0
2022-02-17,45.75
2022-02-18,44.20000076293945
2022-02-22,39.0099983215332
2022-02-23,39.0099983215332
2022-02-24,38.0
2022-02-25,38.0
2022-02-28,38.0
2022-03-01,25.530000686645508
2022-03-02,24.309999465942383
2022-03-03,24.489999771118164
2022-03-04,23.690000534057617
2022-03-07,22.469999313354492
2022-03-08,22.90999984741211
2022-03-09,23.06999969482422
2022-03-10,24.3799991607666
2022-03-11,23.579999923706055
2022-03-14,23.020000457763672
2022-03-15,22.940000534057617
2022-03-16,22.8700008392334
2022-03-17,23.06999969482422
2022-03-18,24.43000030517578
2022-03-21,24.31999969482422
2022-03-22,24.079999923706055
2022-03-23,24.15999984741211
2022-03-24,23.690000534057617
2022-03-25,23.0
2022-03-28,22.690000534057617
2022-03-29,23.399999618530273
2022-03-30,22.809999465942383
2022-03-31,22.84000015258789
2022-04-01,23.979999542236328
2022-04-04,23.600000381469727
2022-04-05,23.65999984741211
2022-04-06,22.719999313354492
2022-04-07,23.239999771118164
2022-04-08,23.549999237060547
2022-04-11,23.940000534057617
2022-04-12,26.420000076293945
2022-04-13,27.31999969482422
2022-04-14,27.5
2022-04-18,27.290000915527344
2022-04-19,27.989999771118164
2022-04-20,26.399999618530273
2022-04-21,25.690000534057617
2022-04-22,24.170000076293945
2022-04-25,24.190000534057617
2022-04-26,22.649999618530273
2022-04-27,22.950000762939453
2022-04-28,23.290000915527344
2022-04-29,22.5
2022-05-02,23.270000457763672
2022-05-03,24.200000762939453
2022-05-04,23.850000381469727
2022-05-05,22.969999313354492
2022-05-06,22.309999465942383
2022-05-09,20.270000457763672
2022-05-10,19.459999084472656
2022-05-11,20.809999465942383
2022-05-12,22.219999313354492
2022-05-13,22.670000076293945
2022-05-16,23.770000457763672
2022-05-17,24.649999618530273
2022-05-18,24.110000610351562
2022-05-19,23.959999084472656
2022-05-20,23.530000686645508
2022-05-23,24.079999923706055
2022-05-24,23.020000457763672
2022-05-25,23.1200008392334
2022-05-26,22.979999542236328
2022-05-27,22.700000762939453
2022-05-31,21.770000457763672
2022-06-01,21.190000534057617
2022-06-02,22.139999389648438
2022-06-03,20.84000015258789
2022-06-06,20.3799991607666
2022-06-07,20.479999542236328
2022-06-08,19.989999771118164
2022-06-09,20.0
2022-06-10,20.520000457763672
2022-06-13,18.3799991607666
2022-06-14,18.790000915527344
2022-06-15,18.8700008392334
2022-06-16,18.079999923706055
2022-06-17,18.100000381469727
2022-06-21,18.559999465942383
2022-06-22,17.84000015258789
2022-06-23,17.450000762939453
2022-06-24,16.18000030517578
2022-06-27,17.059999465942383
2022-06-28,16.969999313354492
2022-06-29,16.239999771118164
2022-06-30,16.010000228881836
2022-07-01,15.880000114440918
2022-07-05,16.440000534057617
2022-07-06,16.260000228881836
2022-07-07,16.170000076293945
2022-07-08,16.6299991607666
2022-07-11,16.149999618530273
2022-07-12,17.1299991607666
2022-07-13,17.239999771118164
2022-07-14,17.440000534057617
2022-07-15,17.709999084472656
2022-07-18,17.600000381469727
2022-07-19,17.31999969482422
2022-07-20,17.6299991607666
2022-07-21,17.459999084472656
2022-07-22,17.020000457763672
2022-07-25,17.93000030517578
2022-07-26,18.899999618530273
2022-07-27,18.610000610351562
2022-07-28,18.8700008392334
2022-07-29,19.420000076293945
2022-08-01,19.5
2022-08-02,19.459999084472656
2022-08-03,19.639999389648438
2022-08-04,19.780000686645508
2022-08-05,19.8799991607666
2022-08-08,19.81999969482422
2022-08-09,19.34000015258789
2022-08-10,19.829999923706055
2022-08-11,17.760000228881836
2022-08-12,17.84000015258789
2022-08-15,19.18000030517578
2022-08-16,18.829999923706055
2022-08-17,18.479999542236328
2022-08-18,18.3799991607666
2022-08-19,18.0
2022-08-22,16.84000015258789
2022-08-23,16.600000381469727
2022-08-24,16.690000534057617
2022-08-25,16.979999542236328
2022-08-26,16.079999923706055
2022-08-29,16.15999984741211
2022-08-30,15.520000457763672
2022-08-31,15.220000267028809
2022-09-01,15.40999984741211
2022-09-02,15.350000381469727
2022-09-06,14.869999885559082
2022-09-07,14.850000381469727
2022-09-08,14.539999961853027
2022-09-09,15.100000381469727
2022-09-12,15.399999618530273
2022-09-13,15.0
2022-09-14,14.710000038146973
2022-09-15,13.970000267028809
2022-09-16,13.279999732971191
2022-09-19,12.600000381469727
2022-09-20,12.100000381469727
2022-09-21,11.289999961853027
2022-09-22,10.84000015258789
2022-09-23,10.300000190734863
2022-09-26,10.119999885559082
2022-09-27,9.789999961853027
2022-09-28,10.0600004196167
2022-09-29,9.369999885559082
2022-09-30,9.869999885559082
2022-10-03,10.300000190734863
2022-10-04,10.5600004196167
2022-10-05,10.649999618530273
2022-10-06,10.40999984741211
2022-10-07,9.029999732971191
2022-10-10,8.470000267028809
2022-10-11,8.300000190734863
2022-10-12,7.730000019073486
2022-10-13,7.679999828338623
2022-10-14,7.230000019073486
2022-10-17,7.46999979019165
2022-10-18,7.630000114440918
2022-10-19,7.099999904632568
2022-10-20,7.070000171661377
2022-10-21,7.070000171661377
2022-10-24,6.860000133514404
2022-10-25,7.239999771118164
