Date,Adj Close
2022-10-20,15.369999885559082
2022-10-21,15.760000228881836
2022-10-24,15.199999809265137
2022-10-25,16.049999237060547
2022-10-26,16.40999984741211
2022-10-27,17.299999237060547
2022-10-28,18.649999618530273
2022-10-31,18.81999969482422
2022-11-01,21.1200008392334
2022-11-02,20.309999465942383
2022-11-03,18.639999389648438
2022-11-04,20.219999313354492
2022-11-07,18.149999618530273
2022-11-08,19.559999465942383
2022-11-09,19.520000457763672
2022-11-10,20.56999969482422
2022-11-11,21.1200008392334
2022-11-14,19.610000610351562
2022-11-15,20.200000762939453
2022-11-16,18.219999313354492
2022-11-17,19.799999237060547
2022-11-18,19.399999618530273
2022-11-21,18.040000915527344
2022-11-22,19.139999389648438
2022-11-23,19.690000534057617
2022-11-25,20.709999084472656
2022-11-28,17.440000534057617
2022-11-29,17.329999923706055
2022-11-30,17.190000534057617
2022-12-01,16.5
2022-12-02,17.3799991607666
2022-12-05,18.239999771118164
2022-12-06,17.5
2022-12-07,16.860000610351562
2022-12-08,17.290000915527344
2022-12-09,16.8700008392334
2022-12-12,16.8799991607666
2022-12-13,17.06999969482422
2022-12-14,17.020000457763672
2022-12-15,16.440000534057617
2022-12-16,16.850000381469727
2022-12-19,16.239999771118164
2022-12-20,16.5
2022-12-21,16.3799991607666
2022-12-22,16.829999923706055
2022-12-23,17.829999923706055
2022-12-27,18.1299991607666
2022-12-28,18.40999984741211
2022-12-29,19.81999969482422
2022-12-30,18.579999923706055
2023-01-03,17.540000915527344
2023-01-04,17.25
2023-01-05,17.809999465942383
2023-01-06,16.770000457763672
2023-01-09,16.25
2023-01-10,17.260000228881836
2023-01-11,16.540000915527344
2023-01-12,16.56999969482422
2023-01-13,15.960000038146973
2023-01-17,15.90999984741211
2023-01-18,15.850000381469727
2023-01-19,16.049999237060547
2023-01-20,16.489999771118164
2023-01-23,16.739999771118164
2023-01-24,16.860000610351562
2023-01-25,16.940000534057617
2023-01-26,17.219999313354492
2023-01-27,17.450000762939453
2023-01-30,16.969999313354492
2023-01-31,17.579999923706055
2023-02-01,17.649999618530273
2023-02-02,20.0
2023-02-03,21.110000610351562
2023-02-06,20.290000915527344
2023-02-07,20.510000228881836
2023-02-08,20.450000762939453
2023-02-09,19.18000030517578
2023-02-10,19.719999313354492
2023-02-13,21.020000457763672
2023-02-14,20.299999237060547
2023-02-15,19.3700008392334
2023-02-16,18.989999771118164
2023-02-17,18.75
2023-02-21,17.979999542236328
2023-02-22,17.75
2023-02-23,17.559999465942383
2023-02-24,17.030000686645508
2023-02-27,17.549999237060547
2023-02-28,16.43000030517578
2023-03-01,16.34000015258789
2023-03-02,15.90999984741211
2023-03-03,16.479999542236328
2023-03-06,15.800000190734863
2023-03-07,15.430000305175781
2023-03-08,15.329999923706055
2023-03-09,14.720000267028809
2023-03-10,13.850000381469727
2023-03-13,14.180000305175781
2023-03-14,13.529999732971191
2023-03-15,12.979999542236328
2023-03-16,13.210000038146973
2023-03-17,12.289999961853027
2023-03-20,12.899999618530273
2023-03-21,13.279999732971191
2023-03-22,12.399999618530273
2023-03-23,11.579999923706055
2023-03-24,11.210000038146973
2023-03-27,11.869999885559082
2023-03-28,11.890000343322754
2023-03-29,12.529999732971191
2023-03-30,12.279999732971191
2023-03-31,12.300000190734863
2023-04-03,11.989999771118164
2023-04-04,11.640000343322754
2023-04-05,11.40999984741211
2023-04-06,11.979999542236328
2023-04-10,12.300000190734863
2023-04-11,12.899999618530273
2023-04-12,12.640000343322754
2023-04-13,12.90999984741211
2023-04-14,13.390000343322754
2023-04-17,13.329999923706055
2023-04-18,13.630000114440918
2023-04-19,13.800000190734863
2023-04-20,13.390000343322754
2023-04-21,13.369999885559082
2023-04-24,13.09000015258789
2023-04-25,12.890000343322754
2023-04-26,13.239999771118164
2023-04-27,13.640000343322754
2023-04-28,13.770000457763672
2023-05-01,14.010000228881836
2023-05-02,13.75
2023-05-03,14.380000114440918
2023-05-04,15.119999885559082
2023-05-05,14.319999694824219
2023-05-08,14.170000076293945
2023-05-09,14.039999961853027
2023-05-10,14.039999961853027
2023-05-11,12.550000190734863
2023-05-12,12.720000267028809
2023-05-15,12.899999618530273
2023-05-16,12.5600004196167
2023-05-17,13.020000457763672
2023-05-18,13.050000190734863
2023-05-19,13.890000343322754
2023-05-22,14.270000457763672
