Date,Adj Close
2021-07-22,54.5
2021-07-23,60.0
2021-07-26,61.0
2021-07-27,60.0
2021-07-28,60.04999923706055
2021-07-29,59.95000076293945
2021-07-30,58.0
2021-08-02,63.06999969482422
2021-08-03,66.37999725341797
2021-08-04,70.52999877929688
2021-08-05,65.5999984741211
2021-08-06,64.0
2021-08-09,64.87000274658203
2021-08-10,65.94999694824219
2021-08-11,69.4000015258789
2021-08-12,75.87000274658203
2021-08-13,78.47000122070312
2021-08-16,79.16999816894531
2021-08-17,74.43000030517578
2021-08-18,76.58000183105469
2021-08-19,76.83000183105469
2021-08-20,77.05000305175781
2021-08-23,79.05999755859375
2021-08-24,84.05000305175781
2021-08-25,87.04000091552734
2021-08-26,84.36000061035156
2021-08-27,85.62999725341797
2021-08-30,84.93000030517578
2021-08-31,81.79000091552734
2021-09-01,83.01000213623047
2021-09-02,85.4800033569336
2021-09-03,86.97000122070312
2021-09-07,84.62999725341797
2021-09-08,82.6500015258789
2021-09-09,82.5999984741211
2021-09-10,82.70999908447266
2021-09-13,80.98999786376953
2021-09-14,81.33999633789062
2021-09-15,79.51000213623047
2021-09-16,83.75
2021-09-17,81.31999969482422
2021-09-20,79.80000305175781
2021-09-21,83.37999725341797
2021-09-22,83.77999877929688
2021-09-23,82.0999984741211
2021-09-24,80.16999816894531
2021-09-27,78.55000305175781
2021-09-28,77.7300033569336
2021-09-29,77.62999725341797
2021-09-30,78.44000244140625
2021-10-01,80.02999877929688
2021-10-04,78.0199966430664
2021-10-05,78.37000274658203
2021-10-06,77.7699966430664
2021-10-07,79.0199966430664
2021-10-08,75.51000213623047
2021-10-11,73.7300033569336
2021-10-12,75.86000061035156
2021-10-13,79.20999908447266
2021-10-14,81.2300033569336
2021-10-15,83.0999984741211
2021-10-18,85.79000091552734
2021-10-19,84.98999786376953
2021-10-20,85.61000061035156
2021-10-21,85.75
2021-10-22,85.72000122070312
2021-10-25,86.22000122070312
2021-10-26,88.29000091552734
2021-10-27,86.31999969482422
2021-10-28,88.8499984741211
2021-10-29,88.80000305175781
2021-11-01,90.81999969482422
2021-11-02,94.83999633789062
2021-11-03,98.79000091552734
2021-11-04,96.77999877929688
2021-11-05,93.48999786376953
2021-11-08,94.68000030517578
2021-11-09,96.02999877929688
2021-11-10,93.23999786376953
2021-11-11,95.70999908447266
2021-11-12,98.55999755859375
2021-11-15,98.62999725341797
2021-11-16,101.31999969482422
2021-11-17,103.51000213623047
2021-11-18,103.56999969482422
2021-11-19,101.04000091552734
2021-11-22,103.02999877929688
2021-11-23,96.48999786376953
2021-11-24,98.62000274658203
2021-11-26,97.36000061035156
2021-11-29,100.76000213623047
2021-11-30,96.05000305175781
2021-12-01,92.0199966430664
2021-12-02,92.0999984741211
2021-12-03,88.0199966430664
2021-12-06,92.80000305175781
2021-12-07,94.37000274658203
2021-12-08,91.12999725341797
2021-12-09,92.8499984741211
2021-12-10,85.77999877929688
2021-12-13,86.51000213623047
2021-12-14,85.05999755859375
2021-12-15,87.94000244140625
2021-12-16,85.0
2021-12-17,86.38999938964844
2021-12-20,83.83000183105469
2021-12-21,88.54000091552734
2021-12-22,90.11000061035156
2021-12-23,91.83000183105469
2021-12-27,91.4000015258789
2021-12-28,91.56999969482422
2021-12-29,90.54000091552734
2021-12-30,91.22000122070312
2021-12-31,90.83000183105469
2022-01-03,89.4000015258789
2022-01-04,89.83999633789062
2022-01-05,85.04000091552734
2022-01-06,84.33000183105469
2022-01-07,83.43000030517578
2022-01-10,85.91000366210938
2022-01-11,86.9000015258789
2022-01-12,88.4800033569336
2022-01-13,90.13999938964844
2022-01-14,91.30000305175781
2022-01-18,86.05000305175781
2022-01-19,86.33999633789062
2022-01-20,87.88999938964844
2022-01-21,84.62000274658203
2022-01-24,81.83000183105469
2022-01-25,79.43000030517578
2022-01-26,77.01000213623047
2022-01-27,71.86000061035156
2022-01-28,78.23999786376953
2022-01-31,81.20999908447266
2022-02-01,81.69000244140625
2022-02-02,82.79000091552734
2022-02-03,80.3499984741211
2022-02-04,80.41999816894531
2022-02-07,83.4000015258789
2022-02-08,84.30000305175781
2022-02-09,86.98999786376953
2022-02-10,85.30999755859375
2022-02-11,83.33000183105469
2022-02-14,82.26000213623047
2022-02-15,84.05000305175781
2022-02-16,85.80000305175781
2022-02-17,84.22000122070312
2022-02-18,81.20999908447266
2022-02-22,81.36000061035156
2022-02-23,80.48999786376953
2022-02-24,83.47000122070312
2022-02-25,84.37999725341797
2022-02-28,83.93000030517578
2022-03-01,79.08999633789062
2022-03-02,79.16000366210938
2022-03-03,77.63999938964844
2022-03-04,74.19000244140625
2022-03-07,64.27999877929688
2022-03-08,68.0
2022-03-09,71.58000183105469
2022-03-10,67.7699966430664
2022-03-11,65.80000305175781
2022-03-14,66.1500015258789
2022-03-15,68.76000213623047
2022-03-16,73.97000122070312
2022-03-17,74.9000015258789
2022-03-18,79.23999786376953
2022-03-21,76.75
2022-03-22,77.56999969482422
2022-03-23,74.69000244140625
2022-03-24,75.29000091552734
2022-03-25,73.06999969482422
2022-03-28,74.04000091552734
2022-03-29,76.06999969482422
2022-03-30,74.83999633789062
2022-03-31,71.33999633789062
2022-04-01,69.22000122070312
2022-04-04,68.47000122070312
2022-04-05,66.95999908447266
2022-04-06,63.11000061035156
2022-04-07,61.689998626708984
2022-04-08,61.2400016784668
2022-04-11,61.099998474121094
2022-04-12,60.2400016784668
2022-04-13,62.209999084472656
2022-04-14,59.29999923706055
2022-04-18,59.15999984741211
2022-04-19,62.77000045776367
2022-04-20,63.95000076293945
2022-04-21,64.08000183105469
2022-04-22,61.34000015258789
2022-04-25,62.0
2022-04-26,60.0099983215332
2022-04-27,60.5
2022-04-28,61.7400016784668
2022-04-29,59.189998626708984
2022-05-02,60.15999984741211
2022-05-03,59.869998931884766
2022-05-04,61.70000076293945
2022-05-05,62.31999969482422
2022-05-06,60.380001068115234
2022-05-09,55.220001220703125
2022-05-10,56.650001525878906
2022-05-11,53.380001068115234
2022-05-12,54.41999816894531
2022-05-13,56.84000015258789
2022-05-16,53.060001373291016
2022-05-17,55.08000183105469
2022-05-18,53.400001525878906
2022-05-19,52.88999938964844
2022-05-20,52.7400016784668
2022-05-23,52.08000183105469
2022-05-24,50.529998779296875
