Date,Adj Close
2021-04-21,36.0
2021-04-22,35.77000045776367
2021-04-23,34.2400016784668
2021-04-26,34.86000061035156
2021-04-27,34.59000015258789
2021-04-28,34.2400016784668
2021-04-29,34.27000045776367
2021-04-30,35.209999084472656
2021-05-03,35.7599983215332
2021-05-04,34.630001068115234
2021-05-05,34.560001373291016
2021-05-06,34.209999084472656
2021-05-07,36.41999816894531
2021-05-10,32.97999954223633
2021-05-11,33.939998626708984
2021-05-12,33.529998779296875
2021-05-13,29.709999084472656
2021-05-14,30.860000610351562
2021-05-17,29.81999969482422
2021-05-18,28.700000762939453
2021-05-19,27.329999923706055
2021-05-20,29.790000915527344
2021-05-21,32.20000076293945
2021-05-24,33.0099983215332
2021-05-25,34.79999923706055
2021-05-26,35.08000183105469
2021-05-27,36.720001220703125
2021-05-28,36.88999938964844
2021-06-01,34.84000015258789
2021-06-02,36.650001525878906
2021-06-03,34.689998626708984
2021-06-04,35.220001220703125
2021-06-07,35.150001525878906
2021-06-08,35.08000183105469
2021-06-09,35.72999954223633
2021-06-10,34.310001373291016
2021-06-11,36.0
2021-06-14,37.4900016784668
2021-06-15,35.290000915527344
2021-06-16,34.7400016784668
2021-06-17,35.619998931884766
2021-06-18,38.650001525878906
2021-06-21,39.08000183105469
2021-06-22,40.93000030517578
2021-06-23,43.08000183105469
2021-06-24,41.959999084472656
2021-06-25,43.52000045776367
2021-06-28,43.9900016784668
2021-06-29,47.060001373291016
2021-06-30,42.34000015258789
2021-07-01,41.459999084472656
2021-07-02,39.47999954223633
2021-07-06,38.130001068115234
2021-07-07,38.02000045776367
2021-07-08,39.119998931884766
2021-07-09,40.209999084472656
2021-07-12,39.619998931884766
2021-07-13,37.970001220703125
2021-07-14,36.11000061035156
2021-07-15,34.560001373291016
2021-07-16,35.9900016784668
2021-07-19,37.70000076293945
2021-07-20,37.869998931884766
2021-07-21,36.25
2021-07-22,36.290000915527344
2021-07-23,36.099998474121094
2021-07-26,34.5099983215332
2021-07-27,32.650001525878906
2021-07-28,34.79999923706055
2021-07-29,35.900001525878906
2021-07-30,34.599998474121094
2021-08-02,34.70000076293945
2021-08-03,34.75
2021-08-04,35.189998626708984
2021-08-05,34.689998626708984
2021-08-06,34.150001525878906
2021-08-09,34.0
2021-08-10,33.56999969482422
2021-08-11,33.20000076293945
2021-08-12,33.79999923706055
2021-08-13,33.060001373291016
2021-08-16,31.5
2021-08-17,31.729999542236328
2021-08-18,31.780000686645508
2021-08-19,31.350000381469727
2021-08-20,31.770000457763672
2021-08-23,31.65999984741211
2021-08-24,31.829999923706055
2021-08-25,31.920000076293945
2021-08-26,31.049999237060547
2021-08-27,33.58000183105469
2021-08-30,35.2400016784668
2021-08-31,36.33000183105469
2021-09-01,36.58000183105469
2021-09-02,36.310001373291016
2021-09-03,37.40999984741211
2021-09-07,36.75
2021-09-08,35.83000183105469
2021-09-09,37.15999984741211
2021-09-10,36.0
2021-09-13,35.36000061035156
2021-09-14,33.880001068115234
2021-09-15,36.04999923706055
2021-09-16,36.060001373291016
2021-09-17,37.25
2021-09-20,34.599998474121094
2021-09-21,35.220001220703125
2021-09-22,34.9900016784668
2021-09-23,36.349998474121094
2021-09-24,35.630001068115234
2021-09-27,35.720001220703125
2021-09-28,35.0
2021-09-29,35.349998474121094
2021-09-30,34.15999984741211
2021-10-01,34.06999969482422
2021-10-04,31.850000381469727
2021-10-05,32.45000076293945
2021-10-06,31.739999771118164
2021-10-07,33.06999969482422
2021-10-08,34.529998779296875
2021-10-11,31.6299991607666
2021-10-12,30.969999313354492
2021-10-13,31.309999465942383
2021-10-14,32.11000061035156
2021-10-15,31.760000228881836
2021-10-18,35.36000061035156
2021-10-19,36.68000030517578
2021-10-20,35.4900016784668
2021-10-21,36.0099983215332
2021-10-22,36.15999984741211
2021-10-25,36.65999984741211
2021-10-26,38.29999923706055
2021-10-27,37.18000030517578
2021-10-28,39.18000030517578
2021-10-29,39.529998779296875
2021-11-01,38.38999938964844
2021-11-02,37.470001220703125
2021-11-03,35.86000061035156
2021-11-04,36.08000183105469
2021-11-05,33.16999816894531
2021-11-08,33.68000030517578
2021-11-09,34.2400016784668
2021-11-10,34.900001525878906
2021-11-11,34.68000030517578
2021-11-12,34.81999969482422
2021-11-15,33.7400016784668
2021-11-16,33.13999938964844
2021-11-17,32.13999938964844
2021-11-18,31.3700008392334
2021-11-19,31.530000686645508
2021-11-22,32.7400016784668
2021-11-23,31.260000228881836
2021-11-24,32.9900016784668
2021-11-26,33.04999923706055
2021-11-29,32.16999816894531
2021-11-30,30.8799991607666
2021-12-01,30.020000457763672
2021-12-02,31.110000610351562
2021-12-03,31.1299991607666
2021-12-06,31.399999618530273
2021-12-07,32.130001068115234
2021-12-08,32.380001068115234
2021-12-09,31.5
2021-12-10,31.389999389648438
2021-12-13,31.559999465942383
2021-12-14,30.979999542236328
2021-12-15,32.150001525878906
2021-12-16,30.530000686645508
2021-12-17,31.149999618530273
2021-12-20,30.639999389648438
2021-12-21,30.979999542236328
2021-12-22,32.15999984741211
2021-12-23,32.7599983215332
2021-12-27,33.65999984741211
2021-12-28,33.33000183105469
2021-12-29,32.90999984741211
2021-12-30,33.279998779296875
2021-12-31,33.279998779296875
2022-01-03,32.779998779296875
2022-01-04,31.059999465942383
2022-01-05,29.6200008392334
2022-01-06,28.760000228881836
2022-01-07,27.420000076293945
2022-01-10,27.6200008392334
2022-01-11,29.149999618530273
2022-01-12,27.770000457763672
2022-01-13,26.610000610351562
2022-01-14,25.770000457763672
2022-01-18,24.360000610351562
2022-01-19,24.200000762939453
2022-01-20,24.719999313354492
2022-01-21,23.049999237060547
2022-01-24,24.3799991607666
2022-01-25,23.670000076293945
2022-01-26,23.059999465942383
2022-01-27,23.5
2022-01-28,24.3799991607666
2022-01-31,27.65999984741211
2022-02-01,27.979999542236328
2022-02-02,27.229999542236328
2022-02-03,25.350000381469727
2022-02-04,26.809999465942383
2022-02-07,26.799999237060547
2022-02-08,27.8799991607666
2022-02-09,28.989999771118164
2022-02-10,28.020000457763672
2022-02-11,27.059999465942383
2022-02-14,27.229999542236328
2022-02-15,29.100000381469727
2022-02-16,28.18000030517578
2022-02-17,27.270000457763672
2022-02-18,26.239999771118164
2022-02-22,26.920000076293945
2022-02-23,24.020000457763672
2022-02-24,25.43000030517578
2022-02-25,27.15999984741211
2022-02-28,27.649999618530273
2022-03-01,27.90999984741211
2022-03-02,27.31999969482422
2022-03-03,26.100000381469727
2022-03-04,25.06999969482422
2022-03-07,23.700000762939453
2022-03-08,23.6200008392334
2022-03-09,23.729999542236328
2022-03-10,22.809999465942383
2022-03-11,21.829999923706055
2022-03-14,20.559999465942383
2022-03-15,21.110000610351562
2022-03-16,24.850000381469727
2022-03-17,25.260000228881836
2022-03-18,26.360000610351562
2022-03-21,25.65999984741211
2022-03-22,25.309999465942383
2022-03-23,24.770000457763672
2022-03-24,25.549999237060547
2022-03-25,24.90999984741211
2022-03-28,24.790000915527344
2022-03-29,26.440000534057617
2022-03-30,25.559999465942383
2022-03-31,25.170000076293945
2022-04-01,25.889999389648438
2022-04-04,26.1200008392334
2022-04-05,24.8799991607666
2022-04-06,24.309999465942383
2022-04-07,24.31999969482422
2022-04-08,24.5
2022-04-11,24.3700008392334
2022-04-12,24.81999969482422
2022-04-13,24.68000030517578
2022-04-14,24.25
2022-04-18,23.6200008392334
2022-04-19,24.030000686645508
2022-04-20,23.899999618530273
2022-04-21,22.59000015258789
2022-04-22,22.079999923706055
2022-04-25,22.75
2022-04-26,22.020000457763672
2022-04-27,21.739999771118164
2022-04-28,22.530000686645508
2022-04-29,21.75
2022-05-02,22.030000686645508
2022-05-03,21.5
2022-05-04,22.1299991607666
2022-05-05,21.389999389648438
2022-05-06,20.850000381469727
2022-05-09,19.149999618530273
2022-05-10,18.280000686645508
2022-05-11,18.600000381469727
2022-05-12,20.440000534057617
2022-05-13,22.09000015258789
2022-05-16,20.75
2022-05-17,21.850000381469727
2022-05-18,21.219999313354492
2022-05-19,21.959999084472656
2022-05-20,22.309999465942383
2022-05-23,22.809999465942383
2022-05-24,21.260000228881836
2022-05-25,22.190000534057617
2022-05-26,22.739999771118164
2022-05-27,23.0
2022-05-31,22.25
2022-06-01,22.600000381469727
2022-06-02,23.329999923706055
2022-06-03,22.6200008392334
2022-06-06,22.450000762939453
2022-06-07,22.969999313354492
2022-06-08,22.780000686645508
2022-06-09,22.75
2022-06-10,22.0
2022-06-13,21.139999389648438
2022-06-14,21.100000381469727
2022-06-15,21.780000686645508
2022-06-16,20.479999542236328
2022-06-17,21.200000762939453
2022-06-21,21.729999542236328
2022-06-22,22.530000686645508
2022-06-23,23.31999969482422
2022-06-24,24.489999771118164
2022-06-27,24.1200008392334
2022-06-28,22.270000457763672
2022-06-29,22.290000915527344
2022-06-30,22.670000076293945
2022-07-01,23.6200008392334
2022-07-05,24.68000030517578
2022-07-06,23.75
2022-07-07,24.540000915527344
2022-07-08,24.510000228881836
2022-07-11,23.709999084472656
2022-07-12,22.56999969482422
2022-07-13,22.829999923706055
2022-07-14,22.520000457763672
2022-07-15,24.229999542236328
2022-07-18,23.559999465942383
2022-07-19,23.600000381469727
2022-07-20,24.389999389648438
2022-07-21,24.829999923706055
2022-07-22,23.989999771118164
2022-07-25,23.239999771118164
2022-07-26,22.639999389648438
2022-07-27,23.25
