Date,Adj Close
2019-06-20,18.31999969482422
2019-06-21,19.700000762939453
2019-06-24,19.040000915527344
2019-06-25,18.079999923706055
2019-06-26,19.829999923706055
2019-06-27,18.559999465942383
2019-06-28,19.149999618530273
2019-07-01,19.030000686645508
2019-07-02,18.350000381469727
2019-07-03,19.190000534057617
2019-07-05,19.18000030517578
2019-07-08,17.850000381469727
2019-07-09,17.200000762939453
2019-07-10,16.889999389648438
2019-07-11,18.3700008392334
2019-07-12,19.8799991607666
2019-07-15,20.75
2019-07-16,20.530000686645508
2019-07-17,21.549999237060547
2019-07-18,20.639999389648438
2019-07-19,20.780000686645508
2019-07-22,22.3799991607666
2019-07-23,23.350000381469727
2019-07-24,22.860000610351562
2019-07-25,25.40999984741211
2019-07-26,26.1200008392334
2019-07-29,24.09000015258789
2019-07-30,23.760000228881836
2019-07-31,24.200000762939453
2019-08-01,24.3700008392334
2019-08-02,25.299999237060547
2019-08-05,24.309999465942383
2019-08-06,26.100000381469727
2019-08-07,28.010000228881836
2019-08-08,27.100000381469727
2019-08-09,25.950000762939453
2019-08-12,26.0
2019-08-13,26.280000686645508
2019-08-14,26.059999465942383
2019-08-15,26.5
2019-08-16,26.34000015258789
2019-08-19,27.59000015258789
2019-08-20,27.520000457763672
2019-08-21,28.739999771118164
2019-08-22,28.399999618530273
2019-08-23,28.15999984741211
2019-08-26,28.649999618530273
2019-08-27,28.40999984741211
2019-08-28,29.8799991607666
2019-08-29,28.530000686645508
2019-08-30,27.709999084472656
2019-09-03,27.530000686645508
2019-09-04,26.969999313354492
2019-09-05,26.850000381469727
2019-09-06,25.940000534057617
2019-09-09,22.3700008392334
2019-09-10,21.450000762939453
2019-09-11,21.31999969482422
2019-09-12,21.049999237060547
2019-09-13,20.200000762939453
2019-09-16,19.040000915527344
2019-09-17,19.739999771118164
2019-09-18,19.0
2019-09-19,18.010000228881836
2019-09-20,18.8799991607666
2019-09-23,19.959999084472656
2019-09-24,19.899999618530273
2019-09-25,19.15999984741211
2019-09-26,21.100000381469727
2019-09-27,19.829999923706055
2019-09-30,22.75
2019-10-01,23.959999084472656
2019-10-02,22.290000915527344
2019-10-03,20.75
2019-10-04,19.729999542236328
2019-10-07,18.450000762939453
2019-10-08,17.969999313354492
2019-10-09,17.3700008392334
2019-10-10,17.739999771118164
2019-10-11,18.25
2019-10-14,18.690000534057617
2019-10-15,18.889999389648438
2019-10-16,19.6200008392334
2019-10-17,20.579999923706055
2019-10-18,20.43000030517578
2019-10-21,21.030000686645508
2019-10-22,20.920000076293945
2019-10-23,20.290000915527344
2019-10-24,21.059999465942383
2019-10-25,20.989999771118164
2019-10-28,20.209999084472656
2019-10-29,22.010000228881836
2019-10-30,23.350000381469727
2019-10-31,23.209999084472656
2019-11-01,23.200000762939453
2019-11-04,21.959999084472656
2019-11-05,20.959999084472656
2019-11-06,20.469999313354492
2019-11-07,20.420000076293945
2019-11-08,19.969999313354492
2019-11-11,19.6299991607666
2019-11-12,18.770000457763672
2019-11-13,18.889999389648438
2019-11-14,19.969999313354492
2019-11-15,19.479999542236328
2019-11-18,20.31999969482422
2019-11-19,21.690000534057617
2019-11-20,20.649999618530273
2019-11-21,20.329999923706055
2019-11-22,19.829999923706055
2019-11-25,18.899999618530273
2019-11-26,19.360000610351562
2019-11-27,19.209999084472656
2019-11-29,19.690000534057617
2019-12-02,20.399999618530273
2019-12-03,19.559999465942383
2019-12-04,20.110000610351562
2019-12-05,22.059999465942383
2019-12-06,22.989999771118164
2019-12-09,23.170000076293945
2019-12-10,24.350000381469727
2019-12-11,23.0
2019-12-12,20.280000686645508
2019-12-13,21.09000015258789
2019-12-16,19.450000762939453
2019-12-17,19.09000015258789
2019-12-18,19.399999618530273
2019-12-19,18.989999771118164
2019-12-20,20.440000534057617
2019-12-23,21.719999313354492
2019-12-24,21.40999984741211
2019-12-26,22.549999237060547
2019-12-27,23.079999923706055
2019-12-30,27.270000457763672
2019-12-31,22.19499969482422
2020-01-02,20.079999923706055
2020-01-03,19.170000076293945
2020-01-06,19.940000534057617
2020-01-07,20.110000610351562
2020-01-08,19.75
2020-01-09,19.959999084472656
2020-01-10,20.229999542236328
2020-01-13,20.110000610351562
2020-01-14,19.84000015258789
2020-01-15,19.690000534057617
2020-01-16,19.690000534057617
2020-01-17,20.18000030517578
2020-01-21,22.940000534057617
2020-01-22,23.329999923706055
2020-01-23,24.5
2020-01-24,24.709999084472656
2020-01-27,23.59000015258789
2020-01-28,23.700000762939453
2020-01-29,23.899999618530273
2020-01-30,24.899999618530273
2020-01-31,24.690000534057617
2020-02-03,24.649999618530273
2020-02-04,25.399999618530273
2020-02-05,26.06999969482422
2020-02-06,26.920000076293945
2020-02-07,26.09000015258789
2020-02-10,26.920000076293945
2020-02-11,27.049999237060547
2020-02-12,24.969999313354492
2020-02-13,25.329999923706055
2020-02-14,24.020000457763672
2020-02-18,24.06999969482422
2020-02-19,23.690000534057617
2020-02-20,23.149999618530273
2020-02-21,22.59000015258789
2020-02-24,24.149999618530273
2020-02-25,22.34000015258789
2020-02-26,22.170000076293945
2020-02-27,21.989999771118164
2020-02-28,21.770000457763672
2020-03-02,22.920000076293945
2020-03-03,22.719999313354492
2020-03-04,23.65999984741211
2020-03-05,23.81999969482422
2020-03-06,24.40999984741211
2020-03-09,22.049999237060547
2020-03-10,21.950000762939453
2020-03-11,21.010000228881836
2020-03-12,15.005000114440918
2020-03-13,19.0
2020-03-16,13.039999961853027
2020-03-17,15.029999732971191
2020-03-18,12.800000190734863
2020-03-19,15.649999618530273
2020-03-20,16.8799991607666
2020-03-23,16.559999465942383
2020-03-24,16.75
2020-03-25,16.729999542236328
2020-03-26,16.959999084472656
2020-03-27,16.1200008392334
2020-03-30,17.18000030517578
2020-03-31,21.200000762939453
2020-04-01,19.25
2020-04-02,19.350000381469727
2020-04-03,20.0
2020-04-06,20.290000915527344
2020-04-07,19.799999237060547
2020-04-08,20.959999084472656
2020-04-09,24.149999618530273
2020-04-13,20.90999984741211
2020-04-14,22.260000228881836
2020-04-15,21.43000030517578
2020-04-16,21.15999984741211
2020-04-17,20.559999465942383
2020-04-20,21.719999313354492
2020-04-21,20.829999923706055
2020-04-22,19.75
2020-04-23,19.399999618530273
2020-04-24,19.5
2020-04-27,22.059999465942383
2020-04-28,20.950000762939453
2020-04-29,21.5
2020-04-30,20.399999618530273
2020-05-01,21.09000015258789
2020-05-04,21.139999389648438
2020-05-05,20.8700008392334
2020-05-06,20.549999237060547
2020-05-07,21.719999313354492
2020-05-08,22.010000228881836
2020-05-11,22.0
2020-05-12,21.889999389648438
2020-05-13,20.530000686645508
2020-05-14,22.510000228881836
2020-05-15,22.989999771118164
2020-05-18,22.690000534057617
2020-05-19,23.219999313354492
2020-05-20,24.350000381469727
2020-05-21,23.43000030517578
2020-05-22,24.209999084472656
2020-05-26,24.40999984741211
2020-05-27,24.93000030517578
2020-05-28,25.059999465942383
2020-05-29,25.420000076293945
2020-06-01,25.200000762939453
2020-06-02,25.979999542236328
2020-06-03,22.780000686645508
2020-06-04,24.3700008392334
2020-06-05,24.049999237060547
2020-06-08,25.639999389648438
2020-06-09,25.040000915527344
2020-06-10,25.100000381469727
2020-06-11,23.399999618530273
2020-06-12,24.280000686645508
2020-06-15,24.889999389648438
2020-06-16,24.84000015258789
2020-06-17,25.700000762939453
2020-06-18,26.510000228881836
2020-06-19,26.760000228881836
2020-06-22,26.760000228881836
2020-06-23,26.1200008392334
2020-06-24,24.520000457763672
2020-06-25,25.219999313354492
2020-06-26,23.5
2020-06-29,22.889999389648438
2020-06-30,24.920000076293945
2020-07-01,33.369998931884766
2020-07-02,33.02000045776367
2020-07-06,34.959999084472656
2020-07-07,37.060001373291016
2020-07-08,39.15999984741211
2020-07-09,39.91999816894531
2020-07-10,37.66999816894531
2020-07-13,36.79999923706055
2020-07-14,35.189998626708984
2020-07-15,37.310001373291016
2020-07-16,37.29999923706055
2020-07-17,37.18000030517578
2020-07-20,37.9900016784668
2020-07-21,36.41999816894531
2020-07-22,36.93000030517578
2020-07-23,35.81999969482422
2020-07-24,35.79999923706055
2020-07-27,38.06999969482422
2020-07-28,36.06999969482422
2020-07-29,35.63999938964844
2020-07-30,36.119998931884766
2020-07-31,35.11000061035156
2020-08-03,36.2400016784668
2020-08-04,36.63999938964844
2020-08-05,36.0
2020-08-06,36.0
2020-08-07,35.15999984741211
2020-08-10,35.16999816894531
2020-08-11,34.93000030517578
2020-08-12,34.459999084472656
2020-08-13,34.61000061035156
2020-08-14,33.9900016784668
2020-08-17,34.650001525878906
2020-08-18,36.02000045776367
2020-08-19,35.349998474121094
2020-08-20,34.439998626708984
2020-08-21,34.540000915527344
2020-08-24,34.060001373291016
2020-08-25,34.72999954223633
2020-08-26,33.540000915527344
2020-08-27,31.649999618530273
2020-08-28,32.20000076293945
2020-08-31,32.599998474121094
2020-09-01,33.099998474121094
2020-09-02,33.33000183105469
2020-09-03,33.040000915527344
2020-09-04,32.34000015258789
2020-09-08,32.66999816894531
2020-09-09,34.16999816894531
2020-09-10,34.040000915527344
2020-09-11,34.029998779296875
2020-09-14,36.75
2020-09-15,36.15999984741211
2020-09-16,36.43000030517578
2020-09-17,36.15999984741211
2020-09-18,37.0
2020-09-21,34.95000076293945
2020-09-22,32.63999938964844
2020-09-23,31.950000762939453
2020-09-24,32.150001525878906
2020-09-25,32.130001068115234
2020-09-28,31.56999969482422
2020-09-29,31.3700008392334
2020-09-30,30.790000915527344
2020-10-01,29.18000030517578
2020-10-02,28.989999771118164
2020-10-05,29.889999389648438
2020-10-06,28.190000534057617
2020-10-07,28.739999771118164
2020-10-08,29.170000076293945
2020-10-09,28.809999465942383
2020-10-12,28.93000030517578
2020-10-13,29.440000534057617
2020-10-14,28.559999465942383
2020-10-15,27.850000381469727
2020-10-16,28.350000381469727
2020-10-19,27.399999618530273
2020-10-20,26.639999389648438
2020-10-21,25.799999237060547
2020-10-22,25.809999465942383
2020-10-23,26.239999771118164
2020-10-26,26.260000228881836
2020-10-27,26.260000228881836
2020-10-28,26.229999542236328
2020-10-29,26.5
2020-10-30,26.549999237060547
2020-11-02,26.989999771118164
2020-11-03,27.579999923706055
2020-11-04,28.700000762939453
2020-11-05,29.049999237060547
2020-11-06,28.850000381469727
2020-11-09,29.18000030517578
2020-11-10,29.110000610351562
2020-11-11,28.770000457763672
2020-11-12,29.0
2020-11-13,27.899999618530273
2020-11-16,27.3799991607666
2020-11-17,29.40999984741211
2020-11-18,27.860000610351562
2020-11-19,28.0
2020-11-20,28.93000030517578
2020-11-23,27.979999542236328
2020-11-24,28.309999465942383
2020-11-25,28.850000381469727
2020-11-27,29.229999542236328
2020-11-30,28.780000686645508
2020-12-01,28.850000381469727
2020-12-02,28.31999969482422
2020-12-03,27.950000762939453
2020-12-04,28.510000228881836
2020-12-07,27.280000686645508
2020-12-08,28.350000381469727
2020-12-09,29.110000610351562
2020-12-10,29.489999771118164
2020-12-11,28.309999465942383
2020-12-14,28.709999084472656
