Date,Adj Close
2019-10-24,16.3700008392334
2019-10-25,16.149999618530273
2019-10-28,15.699999809265137
2019-10-29,15.40999984741211
2019-10-30,15.75
2019-10-31,15.75
2019-11-01,16.139999389648438
2019-11-04,15.869999885559082
2019-11-05,16.059999465942383
2019-11-06,16.299999237060547
2019-11-07,16.549999237060547
2019-11-08,16.579999923706055
2019-11-11,16.760000228881836
2019-11-12,16.84000015258789
2019-11-13,17.020000457763672
2019-11-14,17.520000457763672
2019-11-15,17.469999313354492
2019-11-18,17.100000381469727
2019-11-19,16.93000030517578
2019-11-20,17.0
2019-11-21,16.899999618530273
2019-11-22,16.889999389648438
2019-11-25,17.0
2019-11-26,17.020000457763672
2019-11-27,17.25
2019-11-29,17.219999313354492
2019-12-02,16.799999237060547
2019-12-03,16.0
2019-12-04,14.8100004196167
2019-12-05,13.619999885559082
2019-12-06,14.779999732971191
2019-12-09,14.25
2019-12-10,14.479999542236328
2019-12-11,14.619999885559082
2019-12-12,14.470000267028809
2019-12-13,14.149999618530273
2019-12-16,13.619999885559082
2019-12-17,14.800000190734863
2019-12-18,15.3100004196167
2019-12-19,15.970000267028809
2019-12-20,16.020000457763672
2019-12-23,15.470000267028809
2019-12-24,15.609999656677246
2019-12-26,15.550000190734863
2019-12-27,15.5600004196167
2019-12-30,15.739999771118164
2019-12-31,16.049999237060547
2020-01-02,16.31999969482422
2020-01-03,16.68000030517578
2020-01-06,16.43000030517578
2020-01-07,16.229999542236328
2020-01-08,16.139999389648438
2020-01-09,16.100000381469727
2020-01-10,16.030000686645508
2020-01-13,16.34000015258789
2020-01-14,16.15999984741211
2020-01-15,16.219999313354492
2020-01-16,16.510000228881836
2020-01-17,16.469999313354492
2020-01-21,16.450000762939453
2020-01-22,16.459999084472656
2020-01-23,16.329999923706055
2020-01-24,16.25
2020-01-27,16.3700008392334
2020-01-28,16.3700008392334
2020-01-29,15.84000015258789
2020-01-30,15.640000343322754
2020-01-31,15.079999923706055
2020-02-03,15.859999656677246
2020-02-04,16.68000030517578
2020-02-05,16.770000457763672
2020-02-06,16.924999237060547
2020-02-07,16.989999771118164
2020-02-10,16.440000534057617
2020-02-11,16.469999313354492
2020-02-12,16.34000015258789
2020-02-13,16.84000015258789
2020-02-14,16.68000030517578
2020-02-18,16.510000228881836
2020-02-19,16.93000030517578
2020-02-20,17.309999465942383
2020-02-21,17.420000076293945
2020-02-24,17.110000610351562
2020-02-25,17.190000534057617
2020-02-26,17.170000076293945
2020-02-27,16.399999618530273
2020-02-28,15.4399995803833
2020-03-02,16.18000030517578
2020-03-03,16.079999923706055
2020-03-04,16.469999313354492
2020-03-05,16.510000228881836
2020-03-06,16.190000534057617
2020-03-09,14.510000228881836
2020-03-10,14.229999542236328
2020-03-11,14.029999732971191
2020-03-12,13.199999809265137
2020-03-13,13.479999542236328
2020-03-16,11.119999885559082
2020-03-17,11.630000114440918
2020-03-18,12.09000015258789
2020-03-19,11.5
2020-03-20,11.170000076293945
2020-03-23,10.380000114440918
2020-03-24,10.1899995803833
2020-03-25,11.569999694824219
2020-03-26,11.720000267028809
2020-03-27,11.289999961853027
2020-03-30,11.039999961853027
2020-03-31,10.550000190734863
2020-04-01,9.25
2020-04-02,9.359999656677246
2020-04-03,8.920000076293945
2020-04-06,9.949999809265137
2020-04-07,9.970000267028809
2020-04-08,10.539999961853027
2020-04-09,10.949999809265137
2020-04-13,10.6899995803833
2020-04-14,10.710000038146973
2020-04-15,10.069999694824219
2020-04-16,9.9399995803833
2020-04-17,10.229999542236328
2020-04-20,9.569999694824219
2020-04-21,9.34000015258789
2020-04-22,9.65999984741211
2020-04-23,9.539999961853027
2020-04-24,9.649999618530273
2020-04-27,9.649999618530273
2020-04-28,9.600000381469727
2020-04-29,10.039999961853027
2020-04-30,10.020000457763672
2020-05-01,10.380000114440918
2020-05-04,10.25
2020-05-05,10.244999885559082
2020-05-06,10.010000228881836
2020-05-07,10.3100004196167
2020-05-08,11.039999961853027
2020-05-11,10.489999771118164
2020-05-12,9.989999771118164
2020-05-13,9.100000381469727
2020-05-14,10.1899995803833
2020-05-15,10.829999923706055
2020-05-18,11.640000343322754
2020-05-19,11.34000015258789
2020-05-20,11.600000381469727
2020-05-21,11.979999542236328
2020-05-22,11.760000228881836
2020-05-26,12.220000267028809
2020-05-27,13.095000267028809
2020-05-28,12.4399995803833
2020-05-29,12.399999618530273
2020-06-01,12.550000190734863
2020-06-02,13.210000038146973
2020-06-03,14.279999732971191
2020-06-04,14.420000076293945
2020-06-05,14.710000038146973
2020-06-08,14.970000267028809
2020-06-09,14.920000076293945
2020-06-10,15.09000015258789
2020-06-11,14.710000038146973
2020-06-12,14.779999732971191
2020-06-15,14.59000015258789
2020-06-16,14.789999961853027
2020-06-17,14.75
2020-06-18,15.399999618530273
2020-06-19,15.869999885559082
2020-06-22,15.1899995803833
2020-06-23,14.510000228881836
2020-06-24,13.670000076293945
2020-06-25,16.540000915527344
2020-06-26,18.299999237060547
2020-06-29,16.899999618530273
2020-06-30,17.270000457763672
2020-07-01,16.610000610351562
2020-07-02,16.520000457763672
2020-07-06,17.110000610351562
2020-07-07,16.5
2020-07-08,16.350000381469727
2020-07-09,16.469999313354492
2020-07-10,16.90999984741211
2020-07-13,16.84000015258789
2020-07-14,16.709999084472656
2020-07-15,16.40999984741211
2020-07-16,16.950000762939453
2020-07-17,16.65999984741211
2020-07-20,17.139999389648438
2020-07-21,17.920000076293945
2020-07-22,17.540000915527344
2020-07-23,17.469999313354492
2020-07-24,16.950000762939453
2020-07-27,16.940000534057617
2020-07-28,16.6200008392334
2020-07-29,16.68000030517578
2020-07-30,16.790000915527344
2020-07-31,17.450000762939453
2020-08-03,17.610000610351562
2020-08-04,17.399999618530273
2020-08-05,17.8799991607666
2020-08-06,17.649999618530273
2020-08-07,19.229999542236328
2020-08-10,20.75
2020-08-11,20.649999618530273
2020-08-12,20.610000610351562
2020-08-13,21.010000228881836
2020-08-14,22.170000076293945
2020-08-17,21.65999984741211
2020-08-18,21.6299991607666
2020-08-19,22.420000076293945
2020-08-20,22.799999237060547
2020-08-21,23.280000686645508
2020-08-24,24.889999389648438
2020-08-25,25.049999237060547
2020-08-26,24.549999237060547
2020-08-27,24.559999465942383
2020-08-28,24.690000534057617
2020-08-31,27.510000228881836
2020-09-01,27.489999771118164
2020-09-02,28.704999923706055
2020-09-03,27.260000228881836
2020-09-04,28.469999313354492
2020-09-08,27.079999923706055
2020-09-09,27.979999542236328
2020-09-10,27.670000076293945
2020-09-11,27.049999237060547
2020-09-14,27.770000457763672
2020-09-15,27.110000610351562
2020-09-16,26.719999313354492
2020-09-17,25.709999084472656
2020-09-18,26.3799991607666
2020-09-21,25.020000457763672
2020-09-22,25.799999237060547
2020-09-23,24.770000457763672
2020-09-24,24.420000076293945
2020-09-25,24.979999542236328
2020-09-28,25.389999389648438
2020-09-29,25.270000457763672
2020-09-30,24.90999984741211
2020-10-01,26.799999237060547
2020-10-02,26.729999542236328
2020-10-05,26.799999237060547
2020-10-06,26.540000915527344
2020-10-07,27.170000076293945
2020-10-08,27.229999542236328
2020-10-09,27.299999237060547
2020-10-12,28.600000381469727
2020-10-13,29.079999923706055
2020-10-14,27.510000228881836
2020-10-15,27.639999389648438
2020-10-16,27.65999984741211
2020-10-19,26.549999237060547
2020-10-20,26.68000030517578
2020-10-21,25.924999237060547
2020-10-22,26.010000228881836
2020-10-23,26.6299991607666
2020-10-26,25.790000915527344
2020-10-27,25.959999084472656
2020-10-28,25.549999237060547
2020-10-29,25.600000381469727
2020-10-30,25.5
2020-11-02,26.06999969482422
2020-11-03,26.950000762939453
2020-11-04,28.510000228881836
2020-11-05,29.0
2020-11-06,29.959999084472656
2020-11-09,29.600000381469727
2020-11-10,30.100000381469727
2020-11-11,30.280000686645508
2020-11-12,30.239999771118164
2020-11-13,31.899999618530273
2020-11-16,32.58000183105469
2020-11-17,31.860000610351562
2020-11-18,31.079999923706055
2020-11-19,31.940000534057617
2020-11-20,31.299999237060547
2020-11-23,31.579999923706055
2020-11-24,31.81999969482422
2020-11-25,30.93000030517578
2020-11-27,30.989999771118164
2020-11-30,29.450000762939453
2020-12-01,30.84000015258789
2020-12-02,29.760000228881836
2020-12-03,30.18000030517578
2020-12-04,30.68000030517578
2020-12-07,31.18000030517578
2020-12-08,32.0099983215332
2020-12-09,29.049999237060547
2020-12-10,29.360000610351562
2020-12-11,28.530000686645508
2020-12-14,27.510000228881836
2020-12-15,29.110000610351562
2020-12-16,29.899999618530273
2020-12-17,30.239999771118164
2020-12-18,29.850000381469727
2020-12-21,30.219999313354492
2020-12-22,30.469999313354492
2020-12-23,29.110000610351562
2020-12-24,30.25
2020-12-28,29.3700008392334
2020-12-29,29.469999313354492
2020-12-30,29.030000686645508
2020-12-31,29.969999313354492
2021-01-04,28.899999618530273
2021-01-05,29.040000915527344
2021-01-06,29.149999618530273
2021-01-07,29.65999984741211
2021-01-08,30.209999084472656
2021-01-11,28.280000686645508
2021-01-12,28.299999237060547
2021-01-13,27.649999618530273
2021-01-14,26.5
2021-01-15,26.920000076293945
2021-01-19,26.81999969482422
2021-01-20,27.010000228881836
2021-01-21,26.920000076293945
2021-01-22,26.06999969482422
2021-01-25,25.600000381469727
2021-01-26,26.15999984741211
2021-01-27,23.81999969482422
2021-01-28,24.170000076293945
2021-01-29,23.209999084472656
2021-02-01,23.600000381469727
2021-02-02,25.940000534057617
2021-02-03,25.969999313354492
2021-02-04,25.709999084472656
2021-02-05,27.3700008392334
2021-02-08,27.34000015258789
2021-02-09,27.719999313354492
2021-02-10,28.15999984741211
2021-02-11,28.540000915527344
2021-02-12,28.670000076293945
2021-02-16,28.0
2021-02-17,28.540000915527344
2021-02-18,27.959999084472656
2021-02-19,28.270000457763672
2021-02-22,28.389999389648438
2021-02-23,29.1200008392334
2021-02-24,29.31999969482422
2021-02-25,26.610000610351562
2021-02-26,26.530000686645508
2021-03-01,27.43000030517578
2021-03-02,27.15999984741211
2021-03-03,26.579999923706055
2021-03-04,26.40999984741211
2021-03-05,26.450000762939453
2021-03-08,26.260000228881836
2021-03-09,27.40999984741211
2021-03-10,27.469999313354492
2021-03-11,28.110000610351562
2021-03-12,27.8799991607666
2021-03-15,27.670000076293945
2021-03-16,27.5
2021-03-17,27.81999969482422
2021-03-18,27.520000457763672
2021-03-19,27.18000030517578
2021-03-22,26.739999771118164
2021-03-23,26.780000686645508
2021-03-24,26.56999969482422
2021-03-25,25.8700008392334
2021-03-26,26.860000610351562
2021-03-29,27.040000915527344
2021-03-30,26.639999389648438
2021-03-31,27.25
2021-04-01,28.059999465942383
2021-04-05,27.969999313354492
2021-04-06,28.030000686645508
2021-04-07,28.600000381469727
2021-04-08,29.510000228881836
2021-04-09,29.3700008392334
2021-04-12,29.399999618530273
2021-04-13,29.329999923706055
2021-04-14,29.360000610351562
2021-04-15,29.540000915527344
2021-04-16,30.690000534057617
