Date,Adj Close
2013-08-01,40.11000061035156
2013-08-02,39.97999954223633
2013-08-05,41.130001068115234
2013-08-06,39.77000045776367
2013-08-07,39.29999923706055
2013-08-08,39.11000061035156
2013-08-09,38.84000015258789
2013-08-12,37.599998474121094
2013-08-13,37.88999938964844
2013-08-14,38.900001525878906
2013-08-15,39.16999816894531
2013-08-16,39.34000015258789
2013-08-19,38.36000061035156
2013-08-20,38.290000915527344
2013-08-21,37.220001220703125
2013-08-22,38.59000015258789
2013-08-23,39.060001373291016
2013-08-26,38.9900016784668
2013-08-27,37.880001068115234
2013-08-28,37.470001220703125
2013-08-29,37.380001068115234
2013-08-30,36.959999084472656
2013-09-03,36.75
2013-09-04,36.79999923706055
2013-09-05,36.869998931884766
2013-09-06,38.84000015258789
2013-09-09,39.029998779296875
2013-09-10,38.220001220703125
2013-09-11,38.209999084472656
2013-09-12,38.619998931884766
2013-09-13,38.88999938964844
2013-09-16,39.43000030517578
2013-09-17,39.560001373291016
2013-09-18,40.560001373291016
2013-09-19,41.86000061035156
2013-09-20,42.9900016784668
2013-09-23,44.540000915527344
2013-09-24,45.380001068115234
2013-09-25,44.22999954223633
2013-09-26,44.849998474121094
2013-09-27,45.16999816894531
2013-09-30,44.38999938964844
2013-10-01,44.939998626708984
2013-10-02,46.349998474121094
2013-10-03,46.02000045776367
2013-10-04,48.119998931884766
2013-10-07,45.689998626708984
2013-10-08,42.84000015258789
2013-10-09,44.790000915527344
2013-10-10,46.47999954223633
2013-10-11,46.20000076293945
2013-10-14,46.400001525878906
2013-10-15,46.41999816894531
2013-10-16,47.0
2013-10-17,47.470001220703125
2013-10-18,48.099998474121094
2013-10-21,49.11000061035156
2013-10-22,47.529998779296875
2013-10-23,46.220001220703125
2013-10-24,46.619998931884766
2013-10-25,46.58000183105469
2013-10-28,47.540000915527344
2013-10-29,46.599998474121094
2013-10-30,46.29999923706055
2013-10-31,46.060001373291016
2013-11-01,45.34000015258789
2013-11-04,46.900001525878906
2013-11-05,47.45000076293945
2013-11-06,48.040000915527344
2013-11-07,46.58000183105469
2013-11-08,45.689998626708984
2013-11-11,45.13999938964844
2013-11-12,44.66999816894531
2013-11-13,44.65999984741211
2013-11-14,43.650001525878906
2013-11-15,43.04999923706055
2013-11-18,40.59000015258789
2013-11-19,39.65999984741211
2013-11-20,38.18000030517578
2013-11-21,38.310001373291016
2013-11-22,37.86000061035156
2013-11-25,37.52000045776367
2013-11-26,38.0
2013-11-27,38.099998474121094
2013-11-29,37.84000015258789
2013-12-02,38.20000076293945
2013-12-03,38.29999923706055
2013-12-04,38.29999923706055
2013-12-05,37.58000183105469
2013-12-06,37.849998474121094
2013-12-09,37.4900016784668
2013-12-10,36.599998474121094
2013-12-11,36.88999938964844
2013-12-12,36.560001373291016
2013-12-13,36.290000915527344
2013-12-16,36.0099983215332
2013-12-17,37.060001373291016
2013-12-18,37.439998626708984
2013-12-19,37.56999969482422
2013-12-20,37.810001373291016
2013-12-23,37.810001373291016
2013-12-24,37.970001220703125
2013-12-26,38.22999954223633
2013-12-27,38.189998626708984
2013-12-30,38.029998779296875
2013-12-31,38.43000030517578
2014-01-02,37.5099983215332
2014-01-03,37.599998474121094
2014-01-06,36.790000915527344
2014-01-07,37.52000045776367
2014-01-08,38.45000076293945
2014-01-09,38.20000076293945
2014-01-10,38.34000015258789
2014-01-13,37.650001525878906
2014-01-14,39.630001068115234
2014-01-15,39.22999954223633
2014-01-16,39.54999923706055
2014-01-17,38.060001373291016
2014-01-21,37.349998474121094
2014-01-22,37.70000076293945
2014-01-23,37.150001525878906
2014-01-24,35.560001373291016
2014-01-27,36.279998779296875
2014-01-28,35.54999923706055
2014-01-29,35.150001525878906
2014-01-30,35.099998474121094
2014-01-31,35.7400016784668
2014-02-03,34.630001068115234
2014-02-04,34.97999954223633
2014-02-05,34.90999984741211
2014-02-06,35.279998779296875
2014-02-07,35.060001373291016
2014-02-10,34.619998931884766
2014-02-11,34.59000015258789
2014-02-12,35.040000915527344
2014-02-13,34.849998474121094
2014-02-14,35.0
2014-02-18,35.5
2014-02-19,36.439998626708984
2014-02-20,35.97999954223633
2014-02-21,35.95000076293945
2014-02-24,35.93000030517578
2014-02-25,35.959999084472656
2014-02-26,36.849998474121094
2014-02-27,37.459999084472656
2014-02-28,38.970001220703125
2014-03-03,38.5099983215332
2014-03-04,39.0099983215332
2014-03-05,39.2400016784668
2014-03-06,39.0
2014-03-07,38.65999984741211
2014-03-10,37.900001525878906
2014-03-11,37.099998474121094
2014-03-12,38.119998931884766
2014-03-13,38.5
2014-03-14,37.95000076293945
2014-03-17,37.83000183105469
2014-03-18,37.15999984741211
2014-03-19,37.310001373291016
2014-03-20,37.130001068115234
2014-03-21,36.959999084472656
2014-03-24,35.939998626708984
2014-03-25,35.4900016784668
2014-03-26,35.279998779296875
2014-03-27,34.16999816894531
2014-03-28,36.470001220703125
2014-03-31,36.029998779296875
2014-04-01,37.209999084472656
2014-04-02,38.119998931884766
2014-04-03,38.22999954223633
2014-04-04,36.68000030517578
2014-04-07,35.41999816894531
2014-04-08,36.560001373291016
2014-04-09,36.869998931884766
2014-04-10,35.61000061035156
2014-04-11,34.630001068115234
2014-04-14,34.599998474121094
2014-04-15,33.900001525878906
2014-04-16,33.84000015258789
2014-04-17,33.93000030517578
2014-04-21,34.2599983215332
2014-04-22,34.2400016784668
2014-04-23,33.9900016784668
2014-04-24,33.310001373291016
2014-04-25,32.90999984741211
2014-04-28,32.20000076293945
2014-04-29,32.0
2014-04-30,31.969999313354492
2014-05-01,31.989999771118164
2014-05-02,31.540000915527344
2014-05-05,30.770000457763672
2014-05-06,31.09000015258789
2014-05-07,27.399999618530273
2014-05-08,26.260000228881836
2014-05-09,26.510000228881836
2014-05-12,27.850000381469727
2014-05-13,28.549999237060547
2014-05-14,28.459999084472656
2014-05-15,28.639999389648438
2014-05-16,28.860000610351562
2014-05-19,28.5
2014-05-20,27.770000457763672
2014-05-21,27.3799991607666
2014-05-22,27.200000762939453
2014-05-23,27.1200008392334
2014-05-27,27.5
2014-05-28,27.350000381469727
2014-05-29,27.040000915527344
2014-05-30,27.100000381469727
2014-06-02,26.799999237060547
2014-06-03,27.209999084472656
2014-06-04,27.610000610351562
2014-06-05,28.280000686645508
2014-06-06,28.959999084472656
2014-06-09,29.049999237060547
2014-06-10,29.079999923706055
2014-06-11,29.1200008392334
2014-06-12,30.0
2014-06-13,30.329999923706055
2014-06-16,31.170000076293945
2014-06-17,31.049999237060547
2014-06-18,31.18000030517578
2014-06-19,31.010000228881836
2014-06-20,31.15999984741211
2014-06-23,31.549999237060547
