Date,Adj Close
2020-10-28,31.860000610351562
2020-10-29,32.849998474121094
2020-10-30,33.83000183105469
2020-11-02,34.97999954223633
2020-11-03,37.0
2020-11-04,38.5
2020-11-05,40.790000915527344
2020-11-06,46.02000045776367
2020-11-09,49.029998779296875
2020-11-10,37.88999938964844
2020-11-11,39.0
2020-11-12,40.4900016784668
2020-11-13,41.0
2020-11-16,38.38999938964844
2020-11-17,39.5
2020-11-18,39.5
2020-11-19,39.81999969482422
2020-11-20,41.630001068115234
2020-11-23,38.33000183105469
2020-11-24,39.709999084472656
2020-11-25,38.349998474121094
2020-11-27,38.93000030517578
2020-11-30,37.75
2020-12-01,35.959999084472656
2020-12-02,34.18000030517578
2020-12-03,36.529998779296875
2020-12-04,38.15999984741211
2020-12-07,37.29999923706055
2020-12-08,36.560001373291016
2020-12-09,37.099998474121094
2020-12-10,38.29999923706055
2020-12-11,37.77000045776367
2020-12-14,33.97999954223633
2020-12-15,34.349998474121094
2020-12-16,33.900001525878906
2020-12-17,37.13999938964844
2020-12-18,40.52000045776367
2020-12-21,41.0099983215332
2020-12-22,44.61000061035156
2020-12-23,44.68000030517578
2020-12-24,44.970001220703125
2020-12-28,43.95000076293945
2020-12-29,40.029998779296875
2020-12-30,39.41999816894531
2020-12-31,39.06999969482422
2021-01-04,37.58000183105469
2021-01-05,38.08000183105469
2021-01-06,39.099998474121094
2021-01-07,40.380001068115234
2021-01-08,39.779998779296875
2021-01-11,38.709999084472656
2021-01-12,39.0099983215332
2021-01-13,40.369998931884766
2021-01-14,38.279998779296875
2021-01-15,38.439998626708984
2021-01-19,39.34000015258789
2021-01-20,40.25
2021-01-21,41.9900016784668
2021-01-22,44.5
2021-01-25,47.529998779296875
2021-01-26,54.13999938964844
2021-01-27,53.099998474121094
2021-01-28,52.599998474121094
2021-01-29,55.0
2021-02-01,57.09000015258789
2021-02-02,57.0
2021-02-03,58.0
2021-02-04,53.189998626708984
2021-02-05,53.77000045776367
2021-02-08,55.68000030517578
2021-02-09,56.880001068115234
2021-02-10,57.470001220703125
2021-02-11,58.150001525878906
2021-02-12,58.2400016784668
2021-02-16,57.84000015258789
2021-02-17,57.220001220703125
2021-02-18,59.84000015258789
2021-02-19,60.84000015258789
2021-02-22,55.41999816894531
2021-02-23,51.88999938964844
2021-02-24,53.5099983215332
2021-02-25,50.5
2021-02-26,52.5099983215332
2021-03-01,56.380001068115234
2021-03-02,54.43000030517578
2021-03-03,54.63999938964844
2021-03-04,51.40999984741211
2021-03-05,52.349998474121094
2021-03-08,53.369998931884766
2021-03-09,55.95000076293945
2021-03-10,58.83000183105469
2021-03-11,61.18000030517578
2021-03-12,60.79999923706055
2021-03-15,64.11000061035156
2021-03-16,62.79999923706055
2021-03-17,55.790000915527344
2021-03-18,46.70000076293945
2021-03-19,48.380001068115234
2021-03-22,46.09000015258789
2021-03-23,42.47999954223633
2021-03-24,38.81999969482422
2021-03-25,36.93000030517578
2021-03-26,35.189998626708984
2021-03-29,34.54999923706055
2021-03-30,34.75
2021-03-31,35.43000030517578
2021-04-01,36.040000915527344
2021-04-05,37.130001068115234
2021-04-06,37.2599983215332
2021-04-07,35.81999969482422
2021-04-08,36.41999816894531
2021-04-09,36.2599983215332
2021-04-12,34.439998626708984
2021-04-13,35.13999938964844
2021-04-14,34.7400016784668
2021-04-15,35.349998474121094
2021-04-16,37.13999938964844
2021-04-19,34.709999084472656
2021-04-20,32.959999084472656
