Date,Adj Close
2021-01-19,28.6299991607666
2021-01-20,29.5
2021-01-21,29.25
2021-01-22,29.790000915527344
2021-01-25,29.979999542236328
2021-01-26,30.06999969482422
2021-01-27,29.1299991607666
2021-01-28,27.950000762939453
2021-01-29,28.100000381469727
2021-02-01,28.940000534057617
2021-02-02,28.219999313354492
2021-02-03,28.920000076293945
2021-02-04,30.530000686645508
2021-02-05,31.770000457763672
2021-02-08,32.25
2021-02-09,32.849998474121094
2021-02-10,32.63999938964844
2021-02-11,32.869998931884766
2021-02-12,34.5
2021-02-16,31.3799991607666
2021-02-17,29.170000076293945
2021-02-18,30.700000762939453
2021-02-19,30.889999389648438
2021-02-22,31.229999542236328
2021-02-23,31.40999984741211
2021-02-24,30.950000762939453
2021-02-25,29.170000076293945
2021-02-26,28.5
2021-03-01,29.079999923706055
2021-03-02,29.719999313354492
2021-03-03,29.309999465942383
2021-03-04,27.229999542236328
2021-03-05,27.559999465942383
2021-03-08,28.239999771118164
2021-03-09,28.93000030517578
2021-03-10,27.290000915527344
2021-03-11,27.25
2021-03-12,26.3799991607666
2021-03-15,25.93000030517578
2021-03-16,24.8700008392334
2021-03-17,25.649999618530273
2021-03-18,24.459999084472656
2021-03-19,23.940000534057617
2021-03-22,24.049999237060547
2021-03-23,23.899999618530273
2021-03-24,23.950000762939453
2021-03-25,22.790000915527344
2021-03-26,23.579999923706055
2021-03-29,23.959999084472656
2021-03-30,25.520000457763672
2021-03-31,25.420000076293945
2021-04-01,25.270000457763672
2021-04-05,25.639999389648438
2021-04-06,25.329999923706055
2021-04-07,25.450000762939453
2021-04-08,25.309999465942383
2021-04-09,25.440000534057617
2021-04-12,26.510000228881836
2021-04-13,25.850000381469727
2021-04-14,26.229999542236328
2021-04-15,25.8799991607666
2021-04-16,25.8700008392334
2021-04-19,25.940000534057617
2021-04-20,25.100000381469727
2021-04-21,25.0
2021-04-22,25.010000228881836
2021-04-23,25.709999084472656
2021-04-26,26.389999389648438
2021-04-27,27.489999771118164
2021-04-28,28.940000534057617
2021-04-29,29.399999618530273
2021-04-30,28.520000457763672
2021-05-03,28.31999969482422
2021-05-04,28.309999465942383
2021-05-05,28.829999923706055
2021-05-06,27.93000030517578
2021-05-07,28.1200008392334
2021-05-10,28.219999313354492
2021-05-11,28.260000228881836
2021-05-12,27.90999984741211
2021-05-13,27.670000076293945
2021-05-14,28.1299991607666
2021-05-17,29.219999313354492
2021-05-18,29.350000381469727
2021-05-19,28.829999923706055
2021-05-20,28.34000015258789
2021-05-21,28.81999969482422
2021-05-24,28.75
2021-05-25,29.020000457763672
2021-05-26,29.1200008392334
2021-05-27,29.6200008392334
2021-05-28,29.6200008392334
2021-06-01,29.889999389648438
2021-06-02,29.530000686645508
2021-06-03,29.5
2021-06-04,28.920000076293945
2021-06-07,28.56999969482422
2021-06-08,29.59000015258789
2021-06-09,28.979999542236328
2021-06-10,29.479999542236328
2021-06-11,29.829999923706055
2021-06-14,30.1299991607666
2021-06-15,29.65999984741211
2021-06-16,29.780000686645508
2021-06-17,29.3799991607666
2021-06-18,28.760000228881836
2021-06-21,29.209999084472656
2021-06-22,29.719999313354492
2021-06-23,29.43000030517578
2021-06-24,29.579999923706055
2021-06-25,30.850000381469727
2021-06-28,29.790000915527344
2021-06-29,30.350000381469727
2021-06-30,30.920000076293945
2021-07-01,30.459999084472656
2021-07-02,30.709999084472656
2021-07-06,29.739999771118164
2021-07-07,28.5
2021-07-08,28.139999389648438
2021-07-09,29.139999389648438
2021-07-12,29.690000534057617
2021-07-13,28.90999984741211
2021-07-14,29.040000915527344
2021-07-15,29.65999984741211
